"Step","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MAX"
"110000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1509.7251537727843","1509.7251537727843","1509.7251537727843","963.4666731801871","963.4666731801871","963.4666731801871","996.8541524162623","996.8541524162623","996.8541524162623"
"115000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1555.004232668826","1555.004232668826","1555.004232668826","1076.6531191397235","1076.6531191397235","1076.6531191397235","1002.1442316926601","1002.1442316926601","1002.1442316926601"
"120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","756.2691641264165","756.2691641264165","756.2691641264165","1258.180691486344","1258.180691486344","1258.180691486344","1163.2829879634678","1163.2829879634678","1163.2829879634678"
"125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161.0503841288246","1161.0503841288246","1161.0503841288246","1574.7041303257602","1574.7041303257602","1574.7041303257602","1025.7555156194899","1025.7555156194899","1025.7555156194899"
"130000","","","","","","","","","","","","","","","","","","","","","","","","","","","","924.0985808539875","924.0985808539875","924.0985808539875","907.9342604853923","907.9342604853923","907.9342604853923","1824.2566420785017","1824.2566420785017","1824.2566420785017"
"135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835.9756718820722","1835.9756718820722","1835.9756718820722","1681.679530985239","1681.679530985239","1681.679530985239","1397.0945264742313","1397.0945264742313","1397.0945264742313"
"140000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469.805533132761","1469.805533132761","1469.805533132761","1400.2503978459715","1400.2503978459715","1400.2503978459715","1425.8768776811207","1425.8768776811207","1425.8768776811207"
"145000","","","","","","","","","","","","","","","","","","","","","","","","","","","","792.181462535726","792.181462535726","792.181462535726","1302.4769735671287","1302.4769735671287","1302.4769735671287","1249.8318226663996","1249.8318226663996","1249.8318226663996"
"150000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.4439848088762","1240.4439848088762","1240.4439848088762","1305.2107162632904","1305.2107162632904","1305.2107162632904","1698.2094800410014","1698.2094800410014","1698.2094800410014"
"155000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1527.4000139951256","1527.4000139951256","1527.4000139951256","1407.3911194596178","1407.3911194596178","1407.3911194596178","1299.7588127345152","1299.7588127345152","1299.7588127345152"
"160000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570.057780135834","1570.057780135834","1570.057780135834","1208.8666351732973","1208.8666351732973","1208.8666351732973","966.912522776691","966.912522776691","966.912522776691"
"165000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1209.7736523101596","1209.7736523101596","1209.7736523101596","1216.6020588903737","1216.6020588903737","1216.6020588903737","1614.7262668535905","1614.7262668535905","1614.7262668535905"
"170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1227.4180534688346","1227.4180534688346","1227.4180534688346","1398.331740606914","1398.331740606914","1398.331740606914","1610.0029801564765","1610.0029801564765","1610.0029801564765"
"175000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1093.1263445952673","1093.1263445952673","1093.1263445952673","1430.5561069741973","1430.5561069741973","1430.5561069741973","1282.8362125119606","1282.8362125119606","1282.8362125119606"
"180000","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.3520327032509","882.3520327032509","882.3520327032509","1717.0503304665647","1717.0503304665647","1717.0503304665647","1133.6056780975478","1133.6056780975478","1133.6056780975478"
"185000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1411.251881834026","1411.251881834026","1411.251881834026","1440.4083044764986","1440.4083044764986","1440.4083044764986","1311.7201556779055","1311.7201556779055","1311.7201556779055"
"190000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1559.6527167300917","1559.6527167300917","1559.6527167300917","1267.9017931560682","1267.9017931560682","1267.9017931560682","1301.401428467763","1301.401428467763","1301.401428467763"
"195000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1062.8964101488473","1062.8964101488473","1062.8964101488473","1282.0653905850163","1282.0653905850163","1282.0653905850163","1560.7175911140175","1560.7175911140175","1560.7175911140175"
"200000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1362.144999447411","1362.144999447411","1362.144999447411","1708.5335207992255","1708.5335207992255","1708.5335207992255","1962.9434610697972","1962.9434610697972","1962.9434610697972"
"205000","","","","","","","","","","","","","","","","","","","","","","","","","","","","760.7585581187822","760.7585581187822","760.7585581187822","768.8636001955824","768.8636001955824","768.8636001955824","829.5654020802941","829.5654020802941","829.5654020802941"
"210000","","","","","","","","","","","","","","","","","","","","","","","","","","","","828.8086488429217","828.8086488429217","828.8086488429217","664.1436744169985","664.1436744169985","664.1436744169985","781.6615442572784","781.6615442572784","781.6615442572784"
"215000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1094.1480601499752","1094.1480601499752","1094.1480601499752","769.8262572602817","769.8262572602817","769.8262572602817","838.2774113773958","838.2774113773958","838.2774113773958"
"220000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.9379076129346","1201.9379076129346","1201.9379076129346","911.03385612106","911.03385612106","911.03385612106","803.0079648481865","803.0079648481865","803.0079648481865"
"225000","","","","","","","","","","","","","","","","","","","","","","","","","","","","853.8848382992445","853.8848382992445","853.8848382992445","841.4435830310257","841.4435830310257","841.4435830310257","1134.9849734105162","1134.9849734105162","1134.9849734105162"
"230000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1114.0127108873328","1114.0127108873328","1114.0127108873328","651.3557995210081","651.3557995210081","651.3557995210081","839.1167649650484","839.1167649650484","839.1167649650484"
"235000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1143.2654307747716","1143.2654307747716","1143.2654307747716","957.9731217153399","957.9731217153399","957.9731217153399","736.060297614416","736.060297614416","736.060297614416"
"240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1205.3536067313598","1205.3536067313598","1205.3536067313598","626.6625877205178","626.6625877205178","626.6625877205178","877.1895431127076","877.1895431127076","877.1895431127076"
"245000","","","","","","","","","","","","","","","","","","","","","","","","","","","","943.1525353585394","943.1525353585394","943.1525353585394","817.5392765580356","817.5392765580356","817.5392765580356","1124.38698483666","1124.38698483666","1124.38698483666"
"250000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1383.9939881291027","1383.9939881291027","1383.9939881291027","858.6159699145654","858.6159699145654","858.6159699145654","981.3776107061417","981.3776107061417","981.3776107061417"
"255000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1074.241293500293","1074.241293500293","1074.241293500293","1161.8533531980215","1161.8533531980215","1161.8533531980215","1178.7045340875247","1178.7045340875247","1178.7045340875247"
"260000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1141.2155535409338","1141.2155535409338","1141.2155535409338","1089.7273445962276","1089.7273445962276","1089.7273445962276","1142.2135177091695","1142.2135177091695","1142.2135177091695"
"265000","","","","","","","","","","","","","","","","","","","","","","","","","","","","981.4013855630026","981.4013855630026","981.4013855630026","876.5878910660061","876.5878910660061","876.5878910660061","1144.1357237440752","1144.1357237440752","1144.1357237440752"
"270000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1078.2014333722386","1078.2014333722386","1078.2014333722386","1242.1866144803807","1242.1866144803807","1242.1866144803807","1107.2981630867919","1107.2981630867919","1107.2981630867919"
"275000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1131.556928431731","1131.556928431731","1131.556928431731","783.5433107174293","783.5433107174293","783.5433107174293","1727.9203335509194","1727.9203335509194","1727.9203335509194"
"280000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1261.6389437449318","1261.6389437449318","1261.6389437449318","849.0078473328853","849.0078473328853","849.0078473328853","1189.505647887814","1189.505647887814","1189.505647887814"
"285000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033.6469633558254","1033.6469633558254","1033.6469633558254","1110.949515042736","1110.949515042736","1110.949515042736","1230.742859178212","1230.742859178212","1230.742859178212"
"290000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1357.495210373363","1357.495210373363","1357.495210373363","1227.976117280836","1227.976117280836","1227.976117280836","1077.6873464633713","1077.6873464633713","1077.6873464633713"
"295000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1389.320594647317","1389.320594647317","1389.320594647317","1100.4134989461854","1100.4134989461854","1100.4134989461854","979.2669146359164","979.2669146359164","979.2669146359164"
"300000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1304.9330102286194","1304.9330102286194","1304.9330102286194","941.6836723265463","941.6836723265463","941.6836723265463","935.9540015374321","935.9540015374321","935.9540015374321"
"305000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1563.8170680375295","1563.8170680375295","1563.8170680375295","803.0266549717672","803.0266549717672","803.0266549717672","1190.5655271255964","1190.5655271255964","1190.5655271255964"
"310000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.7956098415826","1020.7956098415826","1020.7956098415826","1199.0007415726764","1199.0007415726764","1199.0007415726764","1234.869441108021","1234.869441108021","1234.869441108021"
"315000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1751.5682090831926","1751.5682090831926","1751.5682090831926","942.4286218068039","942.4286218068039","942.4286218068039","1104.748823478801","1104.748823478801","1104.748823478801"
"320000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280.917525867744","1280.917525867744","1280.917525867744","991.9059462302296","991.9059462302296","991.9059462302296","2100.518918116201","2100.518918116201","2100.518918116201"
"325000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752.0904258845308","1752.0904258845308","1752.0904258845308","1212.1217412528017","1212.1217412528017","1212.1217412528017","994.2133037148527","994.2133037148527","994.2133037148527"
"330000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1332.434023244652","1332.434023244652","1332.434023244652","1213.5473179626606","1213.5473179626606","1213.5473179626606","2485.7626470177584","2485.7626470177584","2485.7626470177584"
"335000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302.0473578970277","1302.0473578970277","1302.0473578970277","1267.2224621098019","1267.2224621098019","1267.2224621098019","1068.0128304831737","1068.0128304831737","1068.0128304831737"
"340000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1406.5268333202328","1406.5268333202328","1406.5268333202328","1332.7637484252189","1332.7637484252189","1332.7637484252189","1351.9589233892111","1351.9589233892111","1351.9589233892111"
"345000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779.9191372514658","1779.9191372514658","1779.9191372514658","1116.3087900528542","1116.3087900528542","1116.3087900528542","1645.6533002082076","1645.6533002082076","1645.6533002082076"
"350000","","","","","","","","","","","","","","","","","","","","","","","","","","","","997.8482763527039","997.8482763527039","997.8482763527039","1361.3793625398268","1361.3793625398268","1361.3793625398268","1304.971227417737","1304.971227417737","1304.971227417737"
"355000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1176.3346521686285","1176.3346521686285","1176.3346521686285","1103.1214127865783","1103.1214127865783","1103.1214127865783","1228.2381042314862","1228.2381042314862","1228.2381042314862"
"360000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1705.7539498316592","1705.7539498316592","1705.7539498316592","921.9450525791157","921.9450525791157","921.9450525791157","1277.8032156052273","1277.8032156052273","1277.8032156052273"
"365000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2387.252739314009","2387.252739314009","2387.252739314009","1135.3559853553347","1135.3559853553347","1135.3559853553347","1671.6789617564705","1671.6789617564705","1671.6789617564705"
"370000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1517.7257312276242","1517.7257312276242","1517.7257312276242","1773.7816027851572","1773.7816027851572","1773.7816027851572","2046.374564006097","2046.374564006097","2046.374564006097"
"375000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984.3535721253052","1984.3535721253052","1984.3535721253052","1574.3381012696518","1574.3381012696518","1574.3381012696518","2699.8156514785283","2699.8156514785283","2699.8156514785283"
"380000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2243.4169467112497","2243.4169467112497","2243.4169467112497","946.3487766903482","946.3487766903482","946.3487766903482","1284.7175411958294","1284.7175411958294","1284.7175411958294"
"385000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1093.1520357453178","1093.1520357453178","1093.1520357453178","1205.9532359738123","1205.9532359738123","1205.9532359738123","1456.3420047688276","1456.3420047688276","1456.3420047688276"
"390000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116.4237752070808","1116.4237752070808","1116.4237752070808","2569.791388717824","2569.791388717824","2569.791388717824","1219.2050377794642","1219.2050377794642","1219.2050377794642"
"395000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1405.5086421138049","1405.5086421138049","1405.5086421138049","1349.7084538424917","1349.7084538424917","1349.7084538424917","1666.2873212340426","1666.2873212340426","1666.2873212340426"
"400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3228.2897558835252","3228.2897558835252","3228.2897558835252","1528.8643698269616","1528.8643698269616","1528.8643698269616","1058.0121242951595","1058.0121242951595","1058.0121242951595"
"405000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1540.7181978213982","1540.7181978213982","1540.7181978213982","1037.4179758303192","1037.4179758303192","1037.4179758303192","1696.4803821914884","1696.4803821914884","1696.4803821914884"
"410000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1271.317348507739","1271.317348507739","1271.317348507739","1725.9194983449402","1725.9194983449402","1725.9194983449402","1336.7752949804437","1336.7752949804437","1336.7752949804437"
"415000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1665.2199192840362","1665.2199192840362","1665.2199192840362","1907.1868100685626","1907.1868100685626","1907.1868100685626","1068.6266725012276","1068.6266725012276","1068.6266725012276"
"420000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239.8983729433094","1239.8983729433094","1239.8983729433094","1369.2896280050325","1369.2896280050325","1369.2896280050325","1220.1829587330858","1220.1829587330858","1220.1829587330858"
"425000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1623.8476955430172","1623.8476955430172","1623.8476955430172","1169.408159743215","1169.408159743215","1169.408159743215","2303.198194934823","2303.198194934823","2303.198194934823"
"430000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1634.025497825709","1634.025497825709","1634.025497825709","1693.9721648416125","1693.9721648416125","1693.9721648416125","1126.284238905432","1126.284238905432","1126.284238905432"
"435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978.4287410578006","1978.4287410578006","1978.4287410578006","1823.578656350332","1823.578656350332","1823.578656350332","944.4889818154013","944.4889818154013","944.4889818154013"
"440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1873.849785702529","1873.849785702529","1873.849785702529","2549.973520509412","2549.973520509412","2549.973520509412","2059.0950255283424","2059.0950255283424","2059.0950255283424"
"445000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1792.636108621497","1792.636108621497","1792.636108621497","1165.073231349295","1165.073231349295","1165.073231349295","1361.8195545347364","1361.8195545347364","1361.8195545347364"
"450000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1208.632801760264","1208.632801760264","1208.632801760264","1195.601535727324","1195.601535727324","1195.601535727324","1553.6405373657735","1553.6405373657735","1553.6405373657735"
"455000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1312.2990678543754","1312.2990678543754","1312.2990678543754","1122.496942015016","1122.496942015016","1122.496942015016","1291.3959526370418","1291.3959526370418","1291.3959526370418"
"460000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1640.345729247965","1640.345729247965","1640.345729247965","2317.7211019026236","2317.7211019026236","2317.7211019026236","1516.9055268900538","1516.9055268900538","1516.9055268900538"
"465000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1405.9281126509695","1405.9281126509695","1405.9281126509695","1452.4037373682252","1452.4037373682252","1452.4037373682252","3608.378611751054","3608.378611751054","3608.378611751054"
"470000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1949.012966870742","1949.012966870742","1949.012966870742","877.0273239011902","877.0273239011902","877.0273239011902","1686.6064526259186","1686.6064526259186","1686.6064526259186"
"475000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1959.612274041033","1959.612274041033","1959.612274041033","1490.6065389353414","1490.6065389353414","1490.6065389353414","3013.1592408332717","3013.1592408332717","3013.1592408332717"
"480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2159.2950108782825","2159.2950108782825","2159.2950108782825","1934.0848149878154","1934.0848149878154","1934.0848149878154","1583.157036685271","1583.157036685271","1583.157036685271"
"485000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2093.509215886703","2093.509215886703","2093.509215886703","1880.008732169256","1880.008732169256","1880.008732169256","1072.8020741084792","1072.8020741084792","1072.8020741084792"
"490000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695.705586432288","1695.705586432288","1695.705586432288","2307.7196448379004","2307.7196448379004","2307.7196448379004","1494.825984016568","1494.825984016568","1494.825984016568"
"495000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2332.623770064363","2332.623770064363","2332.623770064363","2509.091590760963","2509.091590760963","2509.091590760963","2537.956087671326","2537.956087671326","2537.956087671326"
"500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1569.8932653925265","1569.8932653925265","1569.8932653925265","3442.2372969174926","3442.2372969174926","3442.2372969174926","1741.7537763395583","1741.7537763395583","1741.7537763395583"
"505000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1545.0921629486631","1545.0921629486631","1545.0921629486631","1665.3933731469574","1665.3933731469574","1665.3933731469574","4312.79971609811","4312.79971609811","4312.79971609811"
"510000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1974.98859329367","1974.98859329367","1974.98859329367","2531.734550000369","2531.734550000369","2531.734550000369","1597.429169008318","1597.429169008318","1597.429169008318"
"515000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732.6445155230438","1732.6445155230438","1732.6445155230438","1423.2175964364158","1423.2175964364158","1423.2175964364158","1249.2315982900357","1249.2315982900357","1249.2315982900357"
"520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933.1666503147294","1933.1666503147294","1933.1666503147294","2490.1869897614342","2490.1869897614342","2490.1869897614342","1666.0356670899628","1666.0356670899628","1666.0356670899628"
"525000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2073.592379025839","2073.592379025839","2073.592379025839","1585.5114098128927","1585.5114098128927","1585.5114098128927","2529.956438361913","2529.956438361913","2529.956438361913"
"530000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1669.1405336357318","1669.1405336357318","1669.1405336357318","2081.426260098654","2081.426260098654","2081.426260098654","1054.1695559009654","1054.1695559009654","1054.1695559009654"
"535000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021.8837416820825","2021.8837416820825","2021.8837416820825","1470.756833034276","1470.756833034276","1470.756833034276","1232.0698986802452","1232.0698986802452","1232.0698986802452"
"540000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2191.0465789868044","2191.0465789868044","2191.0465789868044","1899.2193630840338","1899.2193630840338","1899.2193630840338","2772.131000251816","2772.131000251816","2772.131000251816"
"545000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1648.6125061100865","1648.6125061100865","1648.6125061100865","1670.3662258420275","1670.3662258420275","1670.3662258420275","1875.3720539183232","1875.3720539183232","1875.3720539183232"
"550000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1917.9324823692598","1917.9324823692598","1917.9324823692598","1634.697393114076","1634.697393114076","1634.697393114076","1495.3475901053926","1495.3475901053926","1495.3475901053926"
"555000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933.8039763932538","1933.8039763932538","1933.8039763932538","1691.4396783768057","1691.4396783768057","1691.4396783768057","2068.9369642342576","2068.9369642342576","2068.9369642342576"
"560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.8168660539882","1727.8168660539882","1727.8168660539882","2318.4020231943286","2318.4020231943286","2318.4020231943286","1483.1953963401254","1483.1953963401254","1483.1953963401254"
"565000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1681.9160932170257","1681.9160932170257","1681.9160932170257","2334.347607007821","2334.347607007821","2334.347607007821","2528.7304707044746","2528.7304707044746","2528.7304707044746"
"570000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2035.6838730704603","2035.6838730704603","2035.6838730704603","3505.4299291894813","3505.4299291894813","3505.4299291894813","1671.4336391099976","1671.4336391099976","1671.4336391099976"
"575000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822.4456149891168","1822.4456149891168","1822.4456149891168","2663.864916183092","2663.864916183092","2663.864916183092","2481.1104240718073","2481.1104240718073","2481.1104240718073"
"580000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2565.851239366223","2565.851239366223","2565.851239366223","1489.3072942209312","1489.3072942209312","1489.3072942209312","1201.4539488273629","1201.4539488273629","1201.4539488273629"
"585000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3153.7586256218806","3153.7586256218806","3153.7586256218806","2358.424384621624","2358.424384621624","2358.424384621624","1601.6327240315313","1601.6327240315313","1601.6327240315313"
"590000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2390.4542687595344","2390.4542687595344","2390.4542687595344","1723.3868161079715","1723.3868161079715","1723.3868161079715","1509.9906586280692","1509.9906586280692","1509.9906586280692"
"595000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2155.626712125905","2155.626712125905","2155.626712125905","2530.638314227757","2530.638314227757","2530.638314227757","2300.098443534713","2300.098443534713","2300.098443534713"
"600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1568.905876281632","1568.905876281632","1568.905876281632","3173.5901423397568","3173.5901423397568","3173.5901423397568","2306.196021004688","2306.196021004688","2306.196021004688"
"605000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1720.6012133764357","1720.6012133764357","1720.6012133764357","1117.3018953978258","1117.3018953978258","1117.3018953978258","2500.6689953862806","2500.6689953862806","2500.6689953862806"
"610000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2078.581009166136","2078.581009166136","2078.581009166136","2437.0600833217068","2437.0600833217068","2437.0600833217068","2491.616051654719","2491.616051654719","2491.616051654719"
"615000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2537.0488215407645","2537.0488215407645","2537.0488215407645","1695.7176332856498","1695.7176332856498","1695.7176332856498","3526.1036152208594","3526.1036152208594","3526.1036152208594"
"620000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3797.2758840934157","3797.2758840934157","3797.2758840934157","1362.6948370095267","1362.6948370095267","1362.6948370095267","1333.8947093577403","1333.8947093577403","1333.8947093577403"
"625000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2456.9319161338817","2456.9319161338817","2456.9319161338817","2012.2451991398802","2012.2451991398802","2012.2451991398802","2031.3231052242568","2031.3231052242568","2031.3231052242568"
"630000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1266.4314391502373","1266.4314391502373","1266.4314391502373","2047.2035155796798","2047.2035155796798","2047.2035155796798","1426.4008154753847","1426.4008154753847","1426.4008154753847"
"635000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1619.0068048934809","1619.0068048934809","1619.0068048934809","1379.2380307459275","1379.2380307459275","1379.2380307459275","3322.699154772259","3322.699154772259","3322.699154772259"
