"Step","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-20-29_ant-medium-expert-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_07-21-38_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_07-21-38_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_07-21-38_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_07-19-28_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_07-19-28_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_07-19-28_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_07-19-09_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_07-19-09_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_07-19-09_ant-medium-expert-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_07-17-04_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_07-17-04_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_07-17-04_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_07-16-54_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_07-16-54_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_07-16-54_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_07-16-31_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_07-16-31_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_07-16-31_ant-medium-expert-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-10_13-16-07_ant-medium-expert-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_ant-medium-expert-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_ant-medium-expert-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-06_ant-medium-expert-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_ant-medium-expert-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_ant-medium-expert-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_ant-medium-expert-v2_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_ant-medium-expert-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_ant-medium-expert-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MAX"
"200","3729.6850660846403","3729.6850660846403","3729.6850660846403","3782.4916871110227","3782.4916871110227","3782.4916871110227","3889.1305999486017","3889.1305999486017","3889.1305999486017","3680.774359344397","3680.774359344397","3680.774359344397","3890.1124630520367","3890.1124630520367","3890.1124630520367","3438.7472111505826","3438.7472111505826","3438.7472111505826","3896.9036268823575","3896.9036268823575","3896.9036268823575","4120.746604819948","4120.746604819948","4120.746604819948","3948.9087378461545","3948.9087378461545","3948.9087378461545","","","","","","","","",""
"210","3749.620467444872","3749.620467444872","3749.620467444872","3928.5704584831315","3928.5704584831315","3928.5704584831315","3859.6790196886213","3859.6790196886213","3859.6790196886213","3845.8789401949775","3845.8789401949775","3845.8789401949775","3833.5776084998056","3833.5776084998056","3833.5776084998056","3654.464829639767","3654.464829639767","3654.464829639767","3833.145487359698","3833.145487359698","3833.145487359698","4092.301657420949","4092.301657420949","4092.301657420949","3927.0919109824617","3927.0919109824617","3927.0919109824617","","","","","","","","",""
"220","3836.637525407231","3836.637525407231","3836.637525407231","3949.0392956245805","3949.0392956245805","3949.0392956245805","3787.4682338622197","3787.4682338622197","3787.4682338622197","3912.779175034385","3912.779175034385","3912.779175034385","3838.8333886890846","3838.8333886890846","3838.8333886890846","3340.093733276409","3340.093733276409","3340.093733276409","3912.228810440659","3912.228810440659","3912.228810440659","4077.6891927761985","4077.6891927761985","4077.6891927761985","4004.7479398268783","4004.7479398268783","4004.7479398268783","","","","","","","","",""
"230","3668.2666974674967","3668.2666974674967","3668.2666974674967","3952.776131612707","3952.776131612707","3952.776131612707","3731.384108643471","3731.384108643471","3731.384108643471","3790.7315317897796","3790.7315317897796","3790.7315317897796","3945.9047693555103","3945.9047693555103","3945.9047693555103","3672.994913004718","3672.994913004718","3672.994913004718","3900.535564344164","3900.535564344164","3900.535564344164","4092.852458193801","4092.852458193801","4092.852458193801","3971.4742161632626","3971.4742161632626","3971.4742161632626","","","","","","","","",""
"240","3734.0004269856026","3734.0004269856026","3734.0004269856026","3896.6833794815793","3896.6833794815793","3896.6833794815793","3679.596187845634","3679.596187845634","3679.596187845634","3846.6056294488926","3846.6056294488926","3846.6056294488926","3881.93346358579","3881.93346358579","3881.93346358579","3663.50793443997","3663.50793443997","3663.50793443997","3759.948607467909","3759.948607467909","3759.948607467909","4034.63282637566","4034.63282637566","4034.63282637566","3911.5498829646276","3911.5498829646276","3911.5498829646276","","","","","","","","",""
"250","3852.600776940976","3852.600776940976","3852.600776940976","3880.994332062849","3880.994332062849","3880.994332062849","3794.7839784774333","3794.7839784774333","3794.7839784774333","3885.8310708939935","3885.8310708939935","3885.8310708939935","3920.723728985703","3920.723728985703","3920.723728985703","3673.0804321550777","3673.0804321550777","3673.0804321550777","3959.2138537877495","3959.2138537877495","3959.2138537877495","4107.190267263131","4107.190267263131","4107.190267263131","3932.679502677013","3932.679502677013","3932.679502677013","","","","","","","","",""
"260","3831.3045323189117","3831.3045323189117","3831.3045323189117","3934.2275051525685","3934.2275051525685","3934.2275051525685","3831.5986896731165","3831.5986896731165","3831.5986896731165","3925.5284876998726","3925.5284876998726","3925.5284876998726","3997.880784727319","3997.880784727319","3997.880784727319","3704.243516798034","3704.243516798034","3704.243516798034","3936.0106156462643","3936.0106156462643","3936.0106156462643","4046.4534574043146","4046.4534574043146","4046.4534574043146","3942.0169591725366","3942.0169591725366","3942.0169591725366","","","","","","","","",""
"270","3789.9978095983556","3789.9978095983556","3789.9978095983556","4001.064154646431","4001.064154646431","4001.064154646431","3697.495266317783","3697.495266317783","3697.495266317783","3961.6726859823016","3961.6726859823016","3961.6726859823016","3872.3196136969623","3872.3196136969623","3872.3196136969623","3707.9865034729614","3707.9865034729614","3707.9865034729614","3994.465151304078","3994.465151304078","3994.465151304078","4044.4069439212462","4044.4069439212462","4044.4069439212462","4055.532554800756","4055.532554800756","4055.532554800756","","","","","","","","",""
"280","3674.0616620552346","3674.0616620552346","3674.0616620552346","3836.795058887845","3836.795058887845","3836.795058887845","3779.6457524617495","3779.6457524617495","3779.6457524617495","3918.6185434812737","3918.6185434812737","3918.6185434812737","3935.3190951200463","3935.3190951200463","3935.3190951200463","3724.4477653870263","3724.4477653870263","3724.4477653870263","3945.900333132295","3945.900333132295","3945.900333132295","3975.5107955014464","3975.5107955014464","3975.5107955014464","3965.0552319551853","3965.0552319551853","3965.0552319551853","","","","","","","","",""
"290","3791.30182512014","3791.30182512014","3791.30182512014","4002.4687156945597","4002.4687156945597","4002.4687156945597","3744.2503243380716","3744.2503243380716","3744.2503243380716","3949.101135579439","3949.101135579439","3949.101135579439","3820.2433775443087","3820.2433775443087","3820.2433775443087","3696.3227482134944","3696.3227482134944","3696.3227482134944","4015.25634530525","4015.25634530525","4015.25634530525","3994.0553692338312","3994.0553692338312","3994.0553692338312","4059.308105540763","4059.308105540763","4059.308105540763","","","","","","","","",""
"300","3871.3112161388854","3871.3112161388854","3871.3112161388854","3967.520576531967","3967.520576531967","3967.520576531967","3704.077691122601","3704.077691122601","3704.077691122601","3942.747222051882","3942.747222051882","3942.747222051882","3963.2720482492396","3963.2720482492396","3963.2720482492396","3709.9360402110933","3709.9360402110933","3709.9360402110933","3991.6047295557264","3991.6047295557264","3991.6047295557264","3984.656302427263","3984.656302427263","3984.656302427263","3948.503799675015","3948.503799675015","3948.503799675015","","","","","","","","",""
"310","3821.680254697927","3821.680254697927","3821.680254697927","4034.2282620940314","4034.2282620940314","4034.2282620940314","3752.9184352278135","3752.9184352278135","3752.9184352278135","4005.1290377872165","4005.1290377872165","4005.1290377872165","3984.7921271447","3984.7921271447","3984.7921271447","3844.3070800615105","3844.3070800615105","3844.3070800615105","3916.4864476353264","3916.4864476353264","3916.4864476353264","3990.6647406819743","3990.6647406819743","3990.6647406819743","4021.075405259282","4021.075405259282","4021.075405259282","","","","","","","","",""
"320","3812.13899961088","3812.13899961088","3812.13899961088","4073.6235507366932","4073.6235507366932","4073.6235507366932","3889.0414143352937","3889.0414143352937","3889.0414143352937","3888.792628044704","3888.792628044704","3888.792628044704","3909.3523603795984","3909.3523603795984","3909.3523603795984","3917.657193894568","3917.657193894568","3917.657193894568","4004.4666948813347","4004.4666948813347","4004.4666948813347","4017.0058298297686","4017.0058298297686","4017.0058298297686","3897.1144037013505","3897.1144037013505","3897.1144037013505","","","","","","","","",""
"330","3910.276279046622","3910.276279046622","3910.276279046622","4073.824146488728","4073.824146488728","4073.824146488728","3854.5005571666247","3854.5005571666247","3854.5005571666247","3965.8369268031083","3965.8369268031083","3965.8369268031083","3985.2299892832953","3985.2299892832953","3985.2299892832953","3908.1754154290334","3908.1754154290334","3908.1754154290334","3791.9557597958396","3791.9557597958396","3791.9557597958396","3980.2872232674695","3980.2872232674695","3980.2872232674695","3963.7968678062753","3963.7968678062753","3963.7968678062753","","","","","","","","",""
"340","3778.3333341276134","3778.3333341276134","3778.3333341276134","3988.347556766771","3988.347556766771","3988.347556766771","3790.805268500354","3790.805268500354","3790.805268500354","3961.3061549395593","3961.3061549395593","3961.3061549395593","3965.8986705492434","3965.8986705492434","3965.8986705492434","3875.7510992231173","3875.7510992231173","3875.7510992231173","4050.064140246359","4050.064140246359","4050.064140246359","3933.911336536451","3933.911336536451","3933.911336536451","3997.4207832171787","3997.4207832171787","3997.4207832171787","","","","","","","","",""
"350","3715.7778679322328","3715.7778679322328","3715.7778679322328","4075.437238026153","4075.437238026153","4075.437238026153","3863.7174408250635","3863.7174408250635","3863.7174408250635","3988.1082425374493","3988.1082425374493","3988.1082425374493","3965.7241688885015","3965.7241688885015","3965.7241688885015","3928.2668380188975","3928.2668380188975","3928.2668380188975","4015.7811893872254","4015.7811893872254","4015.7811893872254","3919.194798999028","3919.194798999028","3919.194798999028","3940.1703264121106","3940.1703264121106","3940.1703264121106","","","","","","","","",""
"360","3819.252430069847","3819.252430069847","3819.252430069847","4032.87605969874","4032.87605969874","4032.87605969874","3933.2278868089766","3933.2278868089766","3933.2278868089766","3986.2493606125463","3986.2493606125463","3986.2493606125463","3949.5772288039107","3949.5772288039107","3949.5772288039107","3970.712290778693","3970.712290778693","3970.712290778693","3978.546823375828","3978.546823375828","3978.546823375828","4006.341334692194","4006.341334692194","4006.341334692194","3978.084967929054","3978.084967929054","3978.084967929054","","","","","","","","",""
"370","3870.6330451837175","3870.6330451837175","3870.6330451837175","3947.642131788553","3947.642131788553","3947.642131788553","3922.9660014481933","3922.9660014481933","3922.9660014481933","3977.3421084735323","3977.3421084735323","3977.3421084735323","3980.681224259886","3980.681224259886","3980.681224259886","3912.0482196042985","3912.0482196042985","3912.0482196042985","4006.4582536286675","4006.4582536286675","4006.4582536286675","4008.152549968146","4008.152549968146","4008.152549968146","3987.48819764603","3987.48819764603","3987.48819764603","","","","","","","","",""
"380","3740.9121309648363","3740.9121309648363","3740.9121309648363","4017.6521042932","4017.6521042932","4017.6521042932","3888.864942682622","3888.864942682622","3888.864942682622","3877.477218765601","3877.477218765601","3877.477218765601","3824.6111224917668","3824.6111224917668","3824.6111224917668","3844.9081818877835","3844.9081818877835","3844.9081818877835","4010.420043570039","4010.420043570039","4010.420043570039","3988.1013817860644","3988.1013817860644","3988.1013817860644","3984.3742055842404","3984.3742055842404","3984.3742055842404","","","","","","","","",""
"390","3732.413971965156","3732.413971965156","3732.413971965156","4046.287183176571","4046.287183176571","4046.287183176571","3833.8623245632307","3833.8623245632307","3833.8623245632307","4009.4247121793233","4009.4247121793233","4009.4247121793233","3971.1504996234826","3971.1504996234826","3971.1504996234826","3836.1312697036437","3836.1312697036437","3836.1312697036437","3926.4697903264237","3926.4697903264237","3926.4697903264237","4034.226418125957","4034.226418125957","4034.226418125957","3926.5405895709873","3926.5405895709873","3926.5405895709873","","","","","","","","",""
"400","3678.613929887447","3678.613929887447","3678.613929887447","4016.236733441196","4016.236733441196","4016.236733441196","3902.7700085644838","3902.7700085644838","3902.7700085644838","3959.5823916838926","3959.5823916838926","3959.5823916838926","3885.132246130432","3885.132246130432","3885.132246130432","3841.2558375412673","3841.2558375412673","3841.2558375412673","3976.2344535461066","3976.2344535461066","3976.2344535461066","3958.676667553563","3958.676667553563","3958.676667553563","3966.6626359805405","3966.6626359805405","3966.6626359805405","","","","","","","","",""
"410","3741.38525089419","3741.38525089419","3741.38525089419","4047.68120714047","4047.68120714047","4047.68120714047","3917.269941576087","3917.269941576087","3917.269941576087","3834.777221053505","3834.777221053505","3834.777221053505","3994.8172239692676","3994.8172239692676","3994.8172239692676","3948.452885189329","3948.452885189329","3948.452885189329","4031.7719218506522","4031.7719218506522","4031.7719218506522","3931.1760634739635","3931.1760634739635","3931.1760634739635","3843.6304988320308","3843.6304988320308","3843.6304988320308","","","","","","","","",""
"420","3750.31908268864","3750.31908268864","3750.31908268864","4008.4143652831162","4008.4143652831162","4008.4143652831162","3908.781088014781","3908.781088014781","3908.781088014781","3935.1621784055533","3935.1621784055533","3935.1621784055533","4041.5675012853726","4041.5675012853726","4041.5675012853726","3937.4063564377893","3937.4063564377893","3937.4063564377893","4006.2431131804756","4006.2431131804756","4006.2431131804756","4023.547234480696","4023.547234480696","4023.547234480696","3925.4397907174075","3925.4397907174075","3925.4397907174075","","","","","","","","",""
"430","3731.8507735362714","3731.8507735362714","3731.8507735362714","4031.4439289502056","4031.4439289502056","4031.4439289502056","3911.085750978945","3911.085750978945","3911.085750978945","3958.3133531906046","3958.3133531906046","3958.3133531906046","4063.926207716833","4063.926207716833","4063.926207716833","4033.9052697674806","4033.9052697674806","4033.9052697674806","3971.6653586394823","3971.6653586394823","3971.6653586394823","4019.6195532108673","4019.6195532108673","4019.6195532108673","3925.387344203226","3925.387344203226","3925.387344203226","","","","","","","","",""
"440","3737.5016696525536","3737.5016696525536","3737.5016696525536","4043.379552670342","4043.379552670342","4043.379552670342","3938.3854293239297","3938.3854293239297","3938.3854293239297","3998.074497854638","3998.074497854638","3998.074497854638","3980.6112406971647","3980.6112406971647","3980.6112406971647","3951.992093995894","3951.992093995894","3951.992093995894","4040.7333248703553","4040.7333248703553","4040.7333248703553","4007.3608777143177","4007.3608777143177","4007.3608777143177","3956.15798681913","3956.15798681913","3956.15798681913","","","","","","","","",""
"450","3799.975640933329","3799.975640933329","3799.975640933329","4140.52761319676","4140.52761319676","4140.52761319676","4001.0647811199497","4001.0647811199497","4001.0647811199497","4063.185050928095","4063.185050928095","4063.185050928095","4024.948489411826","4024.948489411826","4024.948489411826","4021.0917952388786","4021.0917952388786","4021.0917952388786","4028.076494875382","4028.076494875382","4028.076494875382","3945.8904209037078","3945.8904209037078","3945.8904209037078","3940.0423108596997","3940.0423108596997","3940.0423108596997","","","","","","","","",""
"460","3940.998003541217","3940.998003541217","3940.998003541217","3977.523359630235","3977.523359630235","3977.523359630235","3859.8448917331725","3859.8448917331725","3859.8448917331725","3863.9318346654713","3863.9318346654713","3863.9318346654713","3974.0182530899197","3974.0182530899197","3974.0182530899197","3970.411075438714","3970.411075438714","3970.411075438714","4046.5518392707118","4046.5518392707118","4046.5518392707118","3839.8179434673148","3839.8179434673148","3839.8179434673148","3960.4647110967576","3960.4647110967576","3960.4647110967576","","","","","","","","",""
"470","3967.710767137812","3967.710767137812","3967.710767137812","4078.447372078472","4078.447372078472","4078.447372078472","4015.4582528180485","4015.4582528180485","4015.4582528180485","3877.5264874928594","3877.5264874928594","3877.5264874928594","4032.5569164250774","4032.5569164250774","4032.5569164250774","4132.707484129199","4132.707484129199","4132.707484129199","3984.4432163359584","3984.4432163359584","3984.4432163359584","3946.455625242184","3946.455625242184","3946.455625242184","3938.439434839614","3938.439434839614","3938.439434839614","","","","","","","","",""
"480","3813.8051065820646","3813.8051065820646","3813.8051065820646","4078.090557669365","4078.090557669365","4078.090557669365","4004.8111528048976","4004.8111528048976","4004.8111528048976","4021.263552427076","4021.263552427076","4021.263552427076","4064.6114610388977","4064.6114610388977","4064.6114610388977","4117.1835174942025","4117.1835174942025","4117.1835174942025","3960.552483487605","3960.552483487605","3960.552483487605","3914.4561568271665","3914.4561568271665","3914.4561568271665","3975.144821589599","3975.144821589599","3975.144821589599","","","","","","","","",""
"490","3854.0544207178477","3854.0544207178477","3854.0544207178477","4092.5783877441763","4092.5783877441763","4092.5783877441763","3899.7045831909063","3899.7045831909063","3899.7045831909063","3899.7931521295613","3899.7931521295613","3899.7931521295613","4094.969510239835","4094.969510239835","4094.969510239835","4046.8411514255436","4046.8411514255436","4046.8411514255436","3995.8911777743547","3995.8911777743547","3995.8911777743547","3961.4636584714717","3961.4636584714717","3961.4636584714717","3877.6860062080546","3877.6860062080546","3877.6860062080546","","","","","","","","",""
"500","3886.2735837557834","3886.2735837557834","3886.2735837557834","4010.441064736129","4010.441064736129","4010.441064736129","3925.645064595129","3925.645064595129","3925.645064595129","4048.480246571452","4048.480246571452","4048.480246571452","4135.93353666336","4135.93353666336","4135.93353666336","4039.4273031620005","4039.4273031620005","4039.4273031620005","4029.0440085447467","4029.0440085447467","4029.0440085447467","3875.7406675485327","3875.7406675485327","3875.7406675485327","3977.8418609896808","3977.8418609896808","3977.8418609896808","","","","","","","","",""
"510","3859.1185033738016","3859.1185033738016","3859.1185033738016","3961.700718360166","3961.700718360166","3961.700718360166","3744.291549291561","3744.291549291561","3744.291549291561","4126.884573012455","4126.884573012455","4126.884573012455","4076.2362035606334","4076.2362035606334","4076.2362035606334","3961.240591700527","3961.240591700527","3961.240591700527","4039.0940253310096","4039.0940253310096","4039.0940253310096","3932.367505491028","3932.367505491028","3932.367505491028","4002.3614045412805","4002.3614045412805","4002.3614045412805","","","","","","","","",""
"520","4023.7983284421907","4023.7983284421907","4023.7983284421907","3969.8945274294274","3969.8945274294274","3969.8945274294274","3777.503492376879","3777.503492376879","3777.503492376879","4077.1438363536677","4077.1438363536677","4077.1438363536677","4035.627052113638","4035.627052113638","4035.627052113638","3990.5314675452596","3990.5314675452596","3990.5314675452596","4059.135166085171","4059.135166085171","4059.135166085171","3867.4319404024623","3867.4319404024623","3867.4319404024623","3942.9310656020207","3942.9310656020207","3942.9310656020207","","","","","","","","",""
"530","3807.113588510167","3807.113588510167","3807.113588510167","4074.7251407390177","4074.7251407390177","4074.7251407390177","3908.429728515957","3908.429728515957","3908.429728515957","4097.503665355511","4097.503665355511","4097.503665355511","4104.552416553297","4104.552416553297","4104.552416553297","3999.209919648277","3999.209919648277","3999.209919648277","4041.188787666423","4041.188787666423","4041.188787666423","3867.7294514888695","3867.7294514888695","3867.7294514888695","3970.6985942788006","3970.6985942788006","3970.6985942788006","","","","","","","","",""
"540","4009.4445247576514","4009.4445247576514","4009.4445247576514","4101.131271434968","4101.131271434968","4101.131271434968","3855.758130465093","3855.758130465093","3855.758130465093","4055.017526143846","4055.017526143846","4055.017526143846","3948.6554087016602","3948.6554087016602","3948.6554087016602","3919.180536745632","3919.180536745632","3919.180536745632","4109.963984271446","4109.963984271446","4109.963984271446","3855.1540017597627","3855.1540017597627","3855.1540017597627","3996.914070728368","3996.914070728368","3996.914070728368","","","","","","","","",""
"550","4006.522771633451","4006.522771633451","4006.522771633451","4080.265168804355","4080.265168804355","4080.265168804355","3923.3491926696197","3923.3491926696197","3923.3491926696197","4116.714846532444","4116.714846532444","4116.714846532444","3893.263598214349","3893.263598214349","3893.263598214349","4031.5744358156","4031.5744358156","4031.5744358156","4039.062700972957","4039.062700972957","4039.062700972957","3861.976617864087","3861.976617864087","3861.976617864087","4062.8365651376853","4062.8365651376853","4062.8365651376853","","","","","","","","",""
"560","3804.636799255276","3804.636799255276","3804.636799255276","4031.6568420625163","4031.6568420625163","4031.6568420625163","3899.7627482996686","3899.7627482996686","3899.7627482996686","4041.895102941066","4041.895102941066","4041.895102941066","4030.0637939267704","4030.0637939267704","4030.0637939267704","4039.7058397085916","4039.7058397085916","4039.7058397085916","4060.500504909617","4060.500504909617","4060.500504909617","3907.6707496331246","3907.6707496331246","3907.6707496331246","3978.68188835616","3978.68188835616","3978.68188835616","","","","","","","","",""
"570","3927.0184102290686","3927.0184102290686","3927.0184102290686","4010.17321052083","4010.17321052083","4010.17321052083","3943.4304500593207","3943.4304500593207","3943.4304500593207","3933.5749467672226","3933.5749467672226","3933.5749467672226","4028.9111124231868","4028.9111124231868","4028.9111124231868","4142.840752043382","4142.840752043382","4142.840752043382","4094.175737286092","4094.175737286092","4094.175737286092","3858.894894764266","3858.894894764266","3858.894894764266","4000.6226603177374","4000.6226603177374","4000.6226603177374","","","","","","","","",""
"580","3995.902554585762","3995.902554585762","3995.902554585762","3922.453982478916","3922.453982478916","3922.453982478916","3917.3787257380595","3917.3787257380595","3917.3787257380595","4006.3965279135678","4006.3965279135678","4006.3965279135678","4071.771047636595","4071.771047636595","4071.771047636595","4018.804459140649","4018.804459140649","4018.804459140649","4136.536235092155","4136.536235092155","4136.536235092155","3947.8808528799054","3947.8808528799054","3947.8808528799054","4035.1575925658035","4035.1575925658035","4035.1575925658035","","","","","","","","",""
"590","3904.522901236607","3904.522901236607","3904.522901236607","3924.313693324059","3924.313693324059","3924.313693324059","3930.0845648587997","3930.0845648587997","3930.0845648587997","3980.858182624675","3980.858182624675","3980.858182624675","4086.364204954388","4086.364204954388","4086.364204954388","4093.2183021349783","4093.2183021349783","4093.2183021349783","4129.032777633324","4129.032777633324","4129.032777633324","3994.4393942215697","3994.4393942215697","3994.4393942215697","3995.04803461153","3995.04803461153","3995.04803461153","","","","","","","","",""
"600","3996.515903711358","3996.515903711358","3996.515903711358","3875.966692688595","3875.966692688595","3875.966692688595","3987.044706694778","3987.044706694778","3987.044706694778","3944.504210367804","3944.504210367804","3944.504210367804","4021.624438149086","4021.624438149086","4021.624438149086","4068.8117574214352","4068.8117574214352","4068.8117574214352","4107.580381289049","4107.580381289049","4107.580381289049","3926.8672725914485","3926.8672725914485","3926.8672725914485","4009.99145757568","4009.99145757568","4009.99145757568","","","","","","","","",""
"610","3979.4897244501917","3979.4897244501917","3979.4897244501917","3883.188402921152","3883.188402921152","3883.188402921152","3986.607921865741","3986.607921865741","3986.607921865741","3998.659698041688","3998.659698041688","3998.659698041688","3949.9206678958712","3949.9206678958712","3949.9206678958712","4052.975676105564","4052.975676105564","4052.975676105564","4125.08602719988","4125.08602719988","4125.08602719988","3979.32986943321","3979.32986943321","3979.32986943321","4026.110475418139","4026.110475418139","4026.110475418139","","","","","","","","",""
"620","3886.587030431947","3886.587030431947","3886.587030431947","3968.929058567702","3968.929058567702","3968.929058567702","4085.864521144308","4085.864521144308","4085.864521144308","4017.970022388296","4017.970022388296","4017.970022388296","3957.3702255811913","3957.3702255811913","3957.3702255811913","3961.8906354130786","3961.8906354130786","3961.8906354130786","4064.89736287124","4064.89736287124","4064.89736287124","3892.1922874759302","3892.1922874759302","3892.1922874759302","3973.4148487125944","3973.4148487125944","3973.4148487125944","","","","","","","","",""
"630","3967.1411634900205","3967.1411634900205","3967.1411634900205","3968.523468950664","3968.523468950664","3968.523468950664","4022.409997137712","4022.409997137712","4022.409997137712","4069.536008459481","4069.536008459481","4069.536008459481","4087.618675753376","4087.618675753376","4087.618675753376","3918.8154424787076","3918.8154424787076","3918.8154424787076","4062.4380950770756","4062.4380950770756","4062.4380950770756","3974.851366604299","3974.851366604299","3974.851366604299","4037.112259159262","4037.112259159262","4037.112259159262","","","","","","","","",""
"640","3942.397259054086","3942.397259054086","3942.397259054086","4015.0889570039217","4015.0889570039217","4015.0889570039217","3992.044981174894","3992.044981174894","3992.044981174894","4123.315527533252","4123.315527533252","4123.315527533252","4110.951514725828","4110.951514725828","4110.951514725828","4115.575302061341","4115.575302061341","4115.575302061341","3951.7383085110173","3951.7383085110173","3951.7383085110173","3932.211574375665","3932.211574375665","3932.211574375665","4009.147081412443","4009.147081412443","4009.147081412443","","","","","","","","",""
"650","3953.4446021926256","3953.4446021926256","3953.4446021926256","4064.1168781131955","4064.1168781131955","4064.1168781131955","3988.596046904645","3988.596046904645","3988.596046904645","4098.6231693827285","4098.6231693827285","4098.6231693827285","3981.2530118428754","3981.2530118428754","3981.2530118428754","3927.48160507894","3927.48160507894","3927.48160507894","4066.7441715817695","4066.7441715817695","4066.7441715817695","3915.590371840847","3915.590371840847","3915.590371840847","4082.5679289295877","4082.5679289295877","4082.5679289295877","","","","","","","","",""
"660","4035.1540489172853","4035.1540489172853","4035.1540489172853","4062.801758946821","4062.801758946821","4062.801758946821","4037.401592073915","4037.401592073915","4037.401592073915","4024.161356200133","4024.161356200133","4024.161356200133","4157.6767203713125","4157.6767203713125","4157.6767203713125","3999.136853648456","3999.136853648456","3999.136853648456","4073.484788570409","4073.484788570409","4073.484788570409","3951.97717736473","3951.97717736473","3951.97717736473","4028.003536274504","4028.003536274504","4028.003536274504","","","","","","","","",""
"670","3946.4802381338386","3946.4802381338386","3946.4802381338386","3953.0323209361354","3953.0323209361354","3953.0323209361354","4047.1858255459433","4047.1858255459433","4047.1858255459433","4010.428570605292","4010.428570605292","4010.428570605292","4086.72024094773","4086.72024094773","4086.72024094773","3981.90028430107","3981.90028430107","3981.90028430107","4106.77455660159","4106.77455660159","4106.77455660159","3959.291274302907","3959.291274302907","3959.291274302907","4032.768085879138","4032.768085879138","4032.768085879138","","","","","","","","",""
