"Step","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"200","","","","","","","","","","2550.2028421267296","2550.2028421267296","2550.2028421267296","2867.551716618487","2867.551716618487","2867.551716618487","2893.039607030255","2893.039607030255","2893.039607030255","3082.501852219737","3082.501852219737","3082.501852219737","3112.373846747015","3112.373846747015","3112.373846747015","2861.3858738980393","2861.3858738980393","2861.3858738980393","2898.395772264014","2898.395772264014","2898.395772264014","2885.809401938387","2885.809401938387","2885.809401938387","2902.053032131752","2902.053032131752","2902.053032131752"
"210","","","","","","","","","","2794.847285891675","2794.847285891675","2794.847285891675","2939.458379492149","2939.458379492149","2939.458379492149","2870.8176230544764","2870.8176230544764","2870.8176230544764","3073.4700379963583","3073.4700379963583","3073.4700379963583","3052.9179331608525","3052.9179331608525","3052.9179331608525","2913.509451569048","2913.509451569048","2913.509451569048","2972.838221120932","2972.838221120932","2972.838221120932","2919.893813164417","2919.893813164417","2919.893813164417","2990.239618487384","2990.239618487384","2990.239618487384"
"220","","","","","","","","","","2956.0511296513987","2956.0511296513987","2956.0511296513987","2806.513883264023","2806.513883264023","2806.513883264023","2997.9903914223673","2997.9903914223673","2997.9903914223673","3056.6241119592614","3056.6241119592614","3056.6241119592614","3253.7671079778897","3253.7671079778897","3253.7671079778897","2963.7716293584963","2963.7716293584963","2963.7716293584963","3003.297324971026","3003.297324971026","3003.297324971026","3045.193884809377","3045.193884809377","3045.193884809377","2920.6129090101244","2920.6129090101244","2920.6129090101244"
"230","","","","","","","","","","3011.1508680557226","3011.1508680557226","3011.1508680557226","2978.1232590155723","2978.1232590155723","2978.1232590155723","3009.5389510310974","3009.5389510310974","3009.5389510310974","3118.7858398440176","3118.7858398440176","3118.7858398440176","3301.1123198217683","3301.1123198217683","3301.1123198217683","3167.5304957280805","3167.5304957280805","3167.5304957280805","3146.949356583188","3146.949356583188","3146.949356583188","2964.7251079965363","2964.7251079965363","2964.7251079965363","2974.804616612285","2974.804616612285","2974.804616612285"
"240","","","","","","","","","","3082.739973110614","3082.739973110614","3082.739973110614","2902.6809599779444","2902.6809599779444","2902.6809599779444","2825.990002012707","2825.990002012707","2825.990002012707","3195.9341302020525","3195.9341302020525","3195.9341302020525","3205.62836511991","3205.62836511991","3205.62836511991","3173.827751146787","3173.827751146787","3173.827751146787","3152.164896716163","3152.164896716163","3152.164896716163","2931.0708787640165","2931.0708787640165","2931.0708787640165","3047.6138376444383","3047.6138376444383","3047.6138376444383"
"250","","","","","","","","","","3104.3487477949675","3104.3487477949675","3104.3487477949675","3005.369568479522","3005.369568479522","3005.369568479522","2942.600055248905","2942.600055248905","2942.600055248905","3116.750334826721","3116.750334826721","3116.750334826721","3312.5871251754784","3312.5871251754784","3312.5871251754784","3128.5341745606092","3128.5341745606092","3128.5341745606092","3103.5655630021565","3103.5655630021565","3103.5655630021565","2945.3633292970717","2945.3633292970717","2945.3633292970717","2976.2350687334097","2976.2350687334097","2976.2350687334097"
"260","","","","","","","","","","3051.6389587485637","3051.6389587485637","3051.6389587485637","3119.20094463801","3119.20094463801","3119.20094463801","3011.691929455752","3011.691929455752","3011.691929455752","3381.729265548888","3381.729265548888","3381.729265548888","3277.213739003853","3277.213739003853","3277.213739003853","3177.458816010933","3177.458816010933","3177.458816010933","3221.2144264633985","3221.2144264633985","3221.2144264633985","3005.552863204868","3005.552863204868","3005.552863204868","3070.950979921672","3070.950979921672","3070.950979921672"
"270","","","","","","","","","","3042.8581941105376","3042.8581941105376","3042.8581941105376","2991.8807291361145","2991.8807291361145","2991.8807291361145","2958.7523739713624","2958.7523739713624","2958.7523739713624","3128.8549047901047","3128.8549047901047","3128.8549047901047","3342.7642178011747","3342.7642178011747","3342.7642178011747","3303.917256711365","3303.917256711365","3303.917256711365","3214.510858434528","3214.510858434528","3214.510858434528","3039.1351331953956","3039.1351331953956","3039.1351331953956","3073.6595595400727","3073.6595595400727","3073.6595595400727"
"280","","","","","","","","","","3090.151424264409","3090.151424264409","3090.151424264409","3129.8969284246637","3129.8969284246637","3129.8969284246637","3101.103673289847","3101.103673289847","3101.103673289847","3099.8324646828137","3099.8324646828137","3099.8324646828137","3375.463187676134","3375.463187676134","3375.463187676134","3291.4331570470545","3291.4331570470545","3291.4331570470545","3068.490507917112","3068.490507917112","3068.490507917112","3091.187028146574","3091.187028146574","3091.187028146574","3120.205236124403","3120.205236124403","3120.205236124403"
"290","","","","","","","","","","2917.6115651800765","2917.6115651800765","2917.6115651800765","3149.740646173291","3149.740646173291","3149.740646173291","3120.2392183421935","3120.2392183421935","3120.2392183421935","3232.3681955799343","3232.3681955799343","3232.3681955799343","3408.119766352167","3408.119766352167","3408.119766352167","3351.7995683685485","3351.7995683685485","3351.7995683685485","3060.146557158762","3060.146557158762","3060.146557158762","2984.1292314919683","2984.1292314919683","2984.1292314919683","3083.6072356791965","3083.6072356791965","3083.6072356791965"
"300","","","","","","","","","","3021.886365200705","3021.886365200705","3021.886365200705","2994.4917622040193","2994.4917622040193","2994.4917622040193","3054.049546942507","3054.049546942507","3054.049546942507","3116.3328964253806","3116.3328964253806","3116.3328964253806","3351.1086566389117","3351.1086566389117","3351.1086566389117","3445.904832818739","3445.904832818739","3445.904832818739","3084.472729277619","3084.472729277619","3084.472729277619","3028.0635688024186","3028.0635688024186","3028.0635688024186","3086.247897707486","3086.247897707486","3086.247897707486"
"310","","","","","","","","","","3141.387880461424","3141.387880461424","3141.387880461424","3154.983444211663","3154.983444211663","3154.983444211663","2956.4590216103184","2956.4590216103184","2956.4590216103184","3202.130693841965","3202.130693841965","3202.130693841965","3272.077825329781","3272.077825329781","3272.077825329781","3240.673560739092","3240.673560739092","3240.673560739092","3231.709530044076","3231.709530044076","3231.709530044076","3107.065124528869","3107.065124528869","3107.065124528869","3099.8672590750875","3099.8672590750875","3099.8672590750875"
"320","","","","","","","","","","3114.78148798395","3114.78148798395","3114.78148798395","3080.2092320937736","3080.2092320937736","3080.2092320937736","3155.600435393048","3155.600435393048","3155.600435393048","3357.648758350208","3357.648758350208","3357.648758350208","3362.7287841189877","3362.7287841189877","3362.7287841189877","3354.972872603935","3354.972872603935","3354.972872603935","3185.73093700678","3185.73093700678","3185.73093700678","3164.398141490824","3164.398141490824","3164.398141490824","3159.2481906444996","3159.2481906444996","3159.2481906444996"
"330","","","","","","","","","","3124.0981259637915","3124.0981259637915","3124.0981259637915","3013.1738229321268","3013.1738229321268","3013.1738229321268","3203.681870259117","3203.681870259117","3203.681870259117","3396.3917553752153","3396.3917553752153","3396.3917553752153","3248.317280852345","3248.317280852345","3248.317280852345","3377.625786522623","3377.625786522623","3377.625786522623","3219.5940181503242","3219.5940181503242","3219.5940181503242","3122.2457794997017","3122.2457794997017","3122.2457794997017","3162.275968038846","3162.275968038846","3162.275968038846"
"340","","","","","","","","","","2973.158169001311","2973.158169001311","2973.158169001311","3228.762754948676","3228.762754948676","3228.762754948676","3285.5636863718655","3285.5636863718655","3285.5636863718655","3355.7170171439648","3355.7170171439648","3355.7170171439648","3312.7326007617726","3312.7326007617726","3312.7326007617726","3344.338105995387","3344.338105995387","3344.338105995387","3108.152378118562","3108.152378118562","3108.152378118562","3080.3809466088633","3080.3809466088633","3080.3809466088633","3246.526859239362","3246.526859239362","3246.526859239362"
"350","","","","","","","","","","3100.4497134899343","3100.4497134899343","3100.4497134899343","3160.922093537174","3160.922093537174","3160.922093537174","3354.7776151730795","3354.7776151730795","3354.7776151730795","3483.925247671951","3483.925247671951","3483.925247671951","3244.6466883642333","3244.6466883642333","3244.6466883642333","3399.5326882911368","3399.5326882911368","3399.5326882911368","3230.8614802926613","3230.8614802926613","3230.8614802926613","3173.207779463894","3173.207779463894","3173.207779463894","3188.759454345214","3188.759454345214","3188.759454345214"
"360","","","","","","","","","","3193.8547569403468","3193.8547569403468","3193.8547569403468","3338.3763663686705","3338.3763663686705","3338.3763663686705","3350.9184288487727","3350.9184288487727","3350.9184288487727","3432.6591402194613","3432.6591402194613","3432.6591402194613","3321.4025701292003","3321.4025701292003","3321.4025701292003","3405.067564183767","3405.067564183767","3405.067564183767","3118.9688081213235","3118.9688081213235","3118.9688081213235","3089.858025491681","3089.858025491681","3089.858025491681","3265.9582552924803","3265.9582552924803","3265.9582552924803"
"370","","","","","","","","","","3048.5825940218806","3048.5825940218806","3048.5825940218806","3221.731306848713","3221.731306848713","3221.731306848713","3370.5303505015777","3370.5303505015777","3370.5303505015777","3431.46726720289","3431.46726720289","3431.46726720289","3358.4547454287813","3358.4547454287813","3358.4547454287813","3420.948751445042","3420.948751445042","3420.948751445042","3081.310885244899","3081.310885244899","3081.310885244899","3169.8245848425786","3169.8245848425786","3169.8245848425786","3188.1364647830947","3188.1364647830947","3188.1364647830947"
"380","","","","","","","","","","3161.469298366457","3161.469298366457","3161.469298366457","3238.105793825661","3238.105793825661","3238.105793825661","3323.643770503627","3323.643770503627","3323.643770503627","3516.7751466984687","3516.7751466984687","3516.7751466984687","3398.108499683415","3398.108499683415","3398.108499683415","3418.8408435678402","3418.8408435678402","3418.8408435678402","3257.064588454826","3257.064588454826","3257.064588454826","3217.7108642743556","3217.7108642743556","3217.7108642743556","3217.460823219873","3217.460823219873","3217.460823219873"
"390","","","","","","","","","","3198.864513609806","3198.864513609806","3198.864513609806","3217.2213665776167","3217.2213665776167","3217.2213665776167","3324.1475266398875","3324.1475266398875","3324.1475266398875","3545.843543702078","3545.843543702078","3545.843543702078","3380.1841095577824","3380.1841095577824","3380.1841095577824","3323.340853301971","3323.340853301971","3323.340853301971","3310.030548174726","3310.030548174726","3310.030548174726","3166.104385892816","3166.104385892816","3166.104385892816","3235.3324358592668","3235.3324358592668","3235.3324358592668"
"400","","","","","","","","","","3169.547306776802","3169.547306776802","3169.547306776802","3149.5244598080135","3149.5244598080135","3149.5244598080135","3372.286322291226","3372.286322291226","3372.286322291226","3508.8824350750206","3508.8824350750206","3508.8824350750206","3441.5430183950884","3441.5430183950884","3441.5430183950884","3396.2528670786255","3396.2528670786255","3396.2528670786255","3359.61029730208","3359.61029730208","3359.61029730208","3227.1789267787535","3227.1789267787535","3227.1789267787535","3184.4540798552453","3184.4540798552453","3184.4540798552453"
"410","","","","","","","","","","3136.770489804442","3136.770489804442","3136.770489804442","3116.704963971936","3116.704963971936","3116.704963971936","3391.1986430573243","3391.1986430573243","3391.1986430573243","3618.8509356308946","3618.8509356308946","3618.8509356308946","3448.2190417077663","3448.2190417077663","3448.2190417077663","3500.9734205017085","3500.9734205017085","3500.9734205017085","3233.387766325725","3233.387766325725","3233.387766325725","3235.523778711161","3235.523778711161","3235.523778711161","3198.2673875766063","3198.2673875766063","3198.2673875766063"
"420","","","","","","","","","","3300.2663870858246","3300.2663870858246","3300.2663870858246","3125.409254361399","3125.409254361399","3125.409254361399","3501.2251499269087","3501.2251499269087","3501.2251499269087","3632.561087802027","3632.561087802027","3632.561087802027","3279.7035943810743","3279.7035943810743","3279.7035943810743","3555.3435024938517","3555.3435024938517","3555.3435024938517","3272.5712041446377","3272.5712041446377","3272.5712041446377","3313.4380298306482","3313.4380298306482","3313.4380298306482","3179.68344664752","3179.68344664752","3179.68344664752"
"430","","","","","","","","","","3136.1082612093223","3136.1082612093223","3136.1082612093223","3295.8546828410012","3295.8546828410012","3295.8546828410012","3452.8941829034784","3452.8941829034784","3452.8941829034784","3638.9418491063275","3638.9418491063275","3638.9418491063275","3575.9599621300804","3575.9599621300804","3575.9599621300804","3548.9141807438455","3548.9141807438455","3548.9141807438455","3238.1749180651796","3238.1749180651796","3238.1749180651796","3195.8726348844684","3195.8726348844684","3195.8726348844684","3228.9001259312927","3228.9001259312927","3228.9001259312927"
"440","","","","","","","","","","3213.6821764011484","3213.6821764011484","3213.6821764011484","3119.765293827041","3119.765293827041","3119.765293827041","3457.598586358575","3457.598586358575","3457.598586358575","3629.445113361266","3629.445113361266","3629.445113361266","3520.2856366372566","3520.2856366372566","3520.2856366372566","3479.9059050887963","3479.9059050887963","3479.9059050887963","3279.753063658598","3279.753063658598","3279.753063658598","3197.9674726347075","3197.9674726347075","3197.9674726347075","3174.2581744507092","3174.2581744507092","3174.2581744507092"
"450","","","","","","","","","","3265.749632612861","3265.749632612861","3265.749632612861","3325.9674717919734","3325.9674717919734","3325.9674717919734","3547.2595856961298","3547.2595856961298","3547.2595856961298","3681.842556208522","3681.842556208522","3681.842556208522","3487.0311639655474","3487.0311639655474","3487.0311639655474","3519.7904869295076","3519.7904869295076","3519.7904869295076","3377.3594389834775","3377.3594389834775","3377.3594389834775","3234.067717206378","3234.067717206378","3234.067717206378","3259.066642991068","3259.066642991068","3259.066642991068"
"460","","","","","","","","","","3196.752610663238","3196.752610663238","3196.752610663238","3306.816736877062","3306.816736877062","3306.816736877062","3446.6549472632746","3446.6549472632746","3446.6549472632746","3666.4845823346636","3666.4845823346636","3666.4845823346636","3659.42862702955","3659.42862702955","3659.42862702955","3537.123748635073","3537.123748635073","3537.123748635073","3324.561071728386","3324.561071728386","3324.561071728386","3281.583970881863","3281.583970881863","3281.583970881863","3160.0062380513905","3160.0062380513905","3160.0062380513905"
"470","","","","","","","","","","3147.3294293973026","3147.3294293973026","3147.3294293973026","3220.0346898083662","3220.0346898083662","3220.0346898083662","3311.4394552882295","3311.4394552882295","3311.4394552882295","3661.204914217964","3661.204914217964","3661.204914217964","3478.2366113509497","3478.2366113509497","3478.2366113509497","3717.9966017328175","3717.9966017328175","3717.9966017328175","3405.3917679476267","3405.3917679476267","3405.3917679476267","3309.150937629246","3309.150937629246","3309.150937629246","3253.814780603097","3253.814780603097","3253.814780603097"
"480","","","","","","","","","","3277.9234174932244","3277.9234174932244","3277.9234174932244","3190.280046748461","3190.280046748461","3190.280046748461","3375.3975606450244","3375.3975606450244","3375.3975606450244","3534.4310900813434","3534.4310900813434","3534.4310900813434","3525.253359622481","3525.253359622481","3525.253359622481","3633.3961920613992","3633.3961920613992","3633.3961920613992","3437.5164876909053","3437.5164876909053","3437.5164876909053","3294.718785900755","3294.718785900755","3294.718785900755","3168.618104609011","3168.618104609011","3168.618104609011"
"490","","","","","","","","","","3233.1704984499315","3233.1704984499315","3233.1704984499315","3278.8459011801533","3278.8459011801533","3278.8459011801533","3449.556114491211","3449.556114491211","3449.556114491211","3428.7644971059867","3428.7644971059867","3428.7644971059867","3497.017533340602","3497.017533340602","3497.017533340602","3535.6644147553","3535.6644147553","3535.6644147553","3286.1554986313486","3286.1554986313486","3286.1554986313486","3432.637975047629","3432.637975047629","3432.637975047629","3279.004193468809","3279.004193468809","3279.004193468809"
"500","","","","","","","","","","3222.603365498807","3222.603365498807","3222.603365498807","3298.2388989647648","3298.2388989647648","3298.2388989647648","3382.635194797383","3382.635194797383","3382.635194797383","3546.2196603082607","3546.2196603082607","3546.2196603082607","3536.897812026348","3536.897812026348","3536.897812026348","3486.942331734573","3486.942331734573","3486.942331734573","3303.4211988229185","3303.4211988229185","3303.4211988229185","3364.391943594003","3364.391943594003","3364.391943594003","3283.6625029175543","3283.6625029175543","3283.6625029175543"
"510","","","","","","","","","","3308.288758892349","3308.288758892349","3308.288758892349","3206.664438239373","3206.664438239373","3206.664438239373","3475.6362061239283","3475.6362061239283","3475.6362061239283","3664.01466723841","3664.01466723841","3664.01466723841","3366.0759743202716","3366.0759743202716","3366.0759743202716","3553.028951090075","3553.028951090075","3553.028951090075","3262.881339312529","3262.881339312529","3262.881339312529","3455.5308288102315","3455.5308288102315","3455.5308288102315","3245.3176698192647","3245.3176698192647","3245.3176698192647"
"520","","","","","","","","","","3418.43919864648","3418.43919864648","3418.43919864648","3228.9999858026085","3228.9999858026085","3228.9999858026085","3592.9911404305763","3592.9911404305763","3592.9911404305763","3717.712597774828","3717.712597774828","3717.712597774828","3500.521284481086","3500.521284481086","3500.521284481086","3736.5685907451816","3736.5685907451816","3736.5685907451816","3255.6361053579208","3255.6361053579208","3255.6361053579208","3426.3688043607194","3426.3688043607194","3426.3688043607194","3307.754954037039","3307.754954037039","3307.754954037039"
"530","","","","","","","","","","3318.861463194384","3318.861463194384","3318.861463194384","3277.253080574826","3277.253080574826","3277.253080574826","3649.7931734379554","3649.7931734379554","3649.7931734379554","3727.112443666675","3727.112443666675","3727.112443666675","3561.192231373557","3561.192231373557","3561.192231373557","3796.540157097805","3796.540157097805","3796.540157097805","3395.181642862551","3395.181642862551","3395.181642862551","3344.2037205192987","3344.2037205192987","3344.2037205192987","3380.699392936257","3380.699392936257","3380.699392936257"
"540","","","","","","","","","","3442.834441624595","3442.834441624595","3442.834441624595","3309.449004692817","3309.449004692817","3309.449004692817","3586.5704220082516","3586.5704220082516","3586.5704220082516","3743.55113473443","3743.55113473443","3743.55113473443","3484.6522727632014","3484.6522727632014","3484.6522727632014","3607.435173979552","3607.435173979552","3607.435173979552","3435.002341626784","3435.002341626784","3435.002341626784","3420.654252129949","3420.654252129949","3420.654252129949","3369.7237582363728","3369.7237582363728","3369.7237582363728"
"550","","","","","","","","","","3391.823905824031","3391.823905824031","3391.823905824031","3420.1419324746066","3420.1419324746066","3420.1419324746066","3548.635306822478","3548.635306822478","3548.635306822478","3741.108448826342","3741.108448826342","3741.108448826342","3558.081428341863","3558.081428341863","3558.081428341863","3670.8948214052625","3670.8948214052625","3670.8948214052625","3451.8750350154173","3451.8750350154173","3451.8750350154173","3415.5721268238353","3415.5721268238353","3415.5721268238353","3393.492434213241","3393.492434213241","3393.492434213241"
"560","","","","","","","","","","3345.6241170780945","3345.6241170780945","3345.6241170780945","3341.696469724149","3341.696469724149","3341.696469724149","3428.1084196442716","3428.1084196442716","3428.1084196442716","3798.2493519226073","3798.2493519226073","3798.2493519226073","3645.2789792049953","3645.2789792049953","3645.2789792049953","3628.4483734537644","3628.4483734537644","3628.4483734537644","3464.631790520227","3464.631790520227","3464.631790520227","3394.261172854292","3394.261172854292","3394.261172854292","3276.3615305609246","3276.3615305609246","3276.3615305609246"
"570","","","","","","","","","","3470.734403231014","3470.734403231014","3470.734403231014","3357.765177183142","3357.765177183142","3357.765177183142","3509.0095179583222","3509.0095179583222","3509.0095179583222","3688.187368222668","3688.187368222668","3688.187368222668","3656.576146151635","3656.576146151635","3656.576146151635","3777.505543121179","3777.505543121179","3777.505543121179","3335.2254800778683","3335.2254800778683","3335.2254800778683","3459.131837748836","3459.131837748836","3459.131837748836","3385.6132326465076","3385.6132326465076","3385.6132326465076"
"580","","","","","","","","","","3527.611971488215","3527.611971488215","3527.611971488215","3352.9660328600503","3352.9660328600503","3352.9660328600503","3561.3608279959963","3561.3608279959963","3561.3608279959963","3714.873913504997","3714.873913504997","3714.873913504997","3549.0447916101157","3549.0447916101157","3549.0447916101157","3871.9977133450107","3871.9977133450107","3871.9977133450107","3364.32778570979","3364.32778570979","3364.32778570979","3470.7827434784194","3470.7827434784194","3470.7827434784194","3383.9943336647884","3383.9943336647884","3383.9943336647884"
"590","","","","","","","","","","3419.054409935813","3419.054409935813","3419.054409935813","3396.1546361938613","3396.1546361938613","3396.1546361938613","3608.493713685388","3608.493713685388","3608.493713685388","3717.4879454651063","3717.4879454651063","3717.4879454651063","3653.559809108978","3653.559809108978","3653.559809108978","3685.22423569792","3685.22423569792","3685.22423569792","3453.811721592262","3453.811721592262","3453.811721592262","3399.9075760132546","3399.9075760132546","3399.9075760132546","3254.0193533472175","3254.0193533472175","3254.0193533472175"
"600","","","","","","","","","","3447.9420569313165","3447.9420569313165","3447.9420569313165","3267.1878739583167","3267.1878739583167","3267.1878739583167","3600.1910991175123","3600.1910991175123","3600.1910991175123","3908.818859788361","3908.818859788361","3908.818859788361","3594.9752619668725","3594.9752619668725","3594.9752619668725","3689.405400038031","3689.405400038031","3689.405400038031","3472.550916942997","3472.550916942997","3472.550916942997","3427.761911637659","3427.761911637659","3427.761911637659","3397.497200860792","3397.497200860792","3397.497200860792"
"610","","","","","","","","","","3443.500090479538","3443.500090479538","3443.500090479538","3285.4547117846787","3285.4547117846787","3285.4547117846787","3657.136994277229","3657.136994277229","3657.136994277229","3844.428199124107","3844.428199124107","3844.428199124107","3630.385979155109","3630.385979155109","3630.385979155109","3733.1120485198344","3733.1120485198344","3733.1120485198344","3440.1698375122746","3440.1698375122746","3440.1698375122746","3519.265701405573","3519.265701405573","3519.265701405573","3419.5936488270927","3419.5936488270927","3419.5936488270927"
"620","","","","","","","","","","3573.2319730330573","3573.2319730330573","3573.2319730330573","3277.2207021371396","3277.2207021371396","3277.2207021371396","3630.124471903889","3630.124471903889","3630.124471903889","3874.697640036132","3874.697640036132","3874.697640036132","3619.79966233108","3619.79966233108","3619.79966233108","3793.102521528832","3793.102521528832","3793.102521528832","3563.2741437312116","3563.2741437312116","3563.2741437312116","3489.1362437609278","3489.1362437609278","3489.1362437609278","3367.526526636421","3367.526526636421","3367.526526636421"
"630","","","","","","","","","","3511.796953415578","3511.796953415578","3511.796953415578","3217.339531619894","3217.339531619894","3217.339531619894","3651.438479734182","3651.438479734182","3651.438479734182","3938.9706856245343","3938.9706856245343","3938.9706856245343","3612.7129963731445","3612.7129963731445","3612.7129963731445","3835.4083576468656","3835.4083576468656","3835.4083576468656","3561.0944390258287","3561.0944390258287","3561.0944390258287","3459.7220083599705","3459.7220083599705","3459.7220083599705","3366.146833620398","3366.146833620398","3366.146833620398"
"640","","","","","","","","","","3598.658576547065","3598.658576547065","3598.658576547065","3271.600779306021","3271.600779306021","3271.600779306021","3533.3795469136007","3533.3795469136007","3533.3795469136007","3952.4518691958683","3952.4518691958683","3952.4518691958683","3642.795942631459","3642.795942631459","3642.795942631459","3870.2896437664226","3870.2896437664226","3870.2896437664226","3502.5559236700938","3502.5559236700938","3502.5559236700938","3424.8191740374577","3424.8191740374577","3424.8191740374577","3418.5290459769303","3418.5290459769303","3418.5290459769303"
"650","","","","","","","","","","3426.1783525676437","3426.1783525676437","3426.1783525676437","3378.265312873986","3378.265312873986","3378.265312873986","3552.0295581485743","3552.0295581485743","3552.0295581485743","3837.099275286068","3837.099275286068","3837.099275286068","3625.696106587151","3625.696106587151","3625.696106587151","3907.37961028486","3907.37961028486","3907.37961028486","3363.853869617214","3363.853869617214","3363.853869617214","3476.2015738362325","3476.2015738362325","3476.2015738362325","3357.885238612061","3357.885238612061","3357.885238612061"
"660","","","","","","","","","","3366.3146266497897","3366.3146266497897","3366.3146266497897","3400.3270611691382","3400.3270611691382","3400.3270611691382","3625.6811987229157","3625.6811987229157","3625.6811987229157","3857.0801028259725","3857.0801028259725","3857.0801028259725","3686.438782878732","3686.438782878732","3686.438782878732","3658.985130669261","3658.985130669261","3658.985130669261","3453.351666327537","3453.351666327537","3453.351666327537","3538.824451730879","3538.824451730879","3538.824451730879","3486.1762584606595","3486.1762584606595","3486.1762584606595"
"670","","","","","","","","","","3499.500966294502","3499.500966294502","3499.500966294502","3373.343802123246","3373.343802123246","3373.343802123246","3679.62031356664","3679.62031356664","3679.62031356664","4069.1831783175703","4069.1831783175703","4069.1831783175703","3689.2740724079717","3689.2740724079717","3689.2740724079717","3770.02744455133","3770.02744455133","3770.02744455133","3407.506500111401","3407.506500111401","3407.506500111401","3469.7285475664016","3469.7285475664016","3469.7285475664016","3445.8480579254306","3445.8480579254306","3445.8480579254306"
