"Step","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"680","","","","","","","","","","3362.7592138740265","3362.7592138740265","3362.7592138740265","3402.322574918356","3402.322574918356","3402.322574918356","3628.5667376002734","3628.5667376002734","3628.5667376002734","3996.015713260998","3996.015713260998","3996.015713260998","3669.340068060388","3669.340068060388","3669.340068060388","3765.8900547609273","3765.8900547609273","3765.8900547609273","3440.2551887738286","3440.2551887738286","3440.2551887738286","3517.312135046227","3517.312135046227","3517.312135046227","3436.8493990937727","3436.8493990937727","3436.8493990937727"
"690","","","","","","","","","","3361.317208821997","3361.317208821997","3361.317208821997","3378.2150359951106","3378.2150359951106","3378.2150359951106","3566.2743803042104","3566.2743803042104","3566.2743803042104","3932.8049662748645","3932.8049662748645","3932.8049662748645","3661.5886896544826","3661.5886896544826","3661.5886896544826","3689.20123583626","3689.20123583626","3689.20123583626","3529.4250598211975","3529.4250598211975","3529.4250598211975","3528.9464488499084","3528.9464488499084","3528.9464488499084","3401.740075552248","3401.740075552248","3401.740075552248"
"700","","","","","","","","","","3470.2205564338046","3470.2205564338046","3470.2205564338046","3407.588112449675","3407.588112449675","3407.588112449675","3603.5649128924924","3603.5649128924924","3603.5649128924924","3897.255596050927","3897.255596050927","3897.255596050927","3776.754573778052","3776.754573778052","3776.754573778052","3781.8993804969446","3781.8993804969446","3781.8993804969446","3567.606326429567","3567.606326429567","3567.606326429567","3466.276575124298","3466.276575124298","3466.276575124298","3411.4286069982095","3411.4286069982095","3411.4286069982095"
"710","","","","","","","","","","3450.124785030115","3450.124785030115","3450.124785030115","3404.8297028193324","3404.8297028193324","3404.8297028193324","3747.3681349313847","3747.3681349313847","3747.3681349313847","3914.538751576314","3914.538751576314","3914.538751576314","3757.210173072091","3757.210173072091","3757.210173072091","3824.0931293666567","3824.0931293666567","3824.0931293666567","3592.638088347295","3592.638088347295","3592.638088347295","3488.4996662188214","3488.4996662188214","3488.4996662188214","3442.5300499751625","3442.5300499751625","3442.5300499751625"
"720","","","","","","","","","","3450.415571792294","3450.415571792294","3450.415571792294","3393.0935867368776","3393.0935867368776","3393.0935867368776","3637.025976018781","3637.025976018781","3637.025976018781","3927.652670305004","3927.652670305004","3927.652670305004","3693.9983208774515","3693.9983208774515","3693.9983208774515","3862.3455425762863","3862.3455425762863","3862.3455425762863","3627.6760931933954","3627.6760931933954","3627.6760931933954","3562.5071259243878","3562.5071259243878","3562.5071259243878","3529.80505211422","3529.80505211422","3529.80505211422"
"730","","","","","","","","","","3522.230044814598","3522.230044814598","3522.230044814598","3451.7529901083517","3451.7529901083517","3451.7529901083517","3625.422539408291","3625.422539408291","3625.422539408291","3912.571234061949","3912.571234061949","3912.571234061949","3772.3327459088696","3772.3327459088696","3772.3327459088696","3823.52523709491","3823.52523709491","3823.52523709491","3640.2725155033463","3640.2725155033463","3640.2725155033463","3558.2076385142645","3558.2076385142645","3558.2076385142645","3465.0944318291904","3465.0944318291904","3465.0944318291904"
"735","","","","","","","","","","","","","","","","3698.497888845236","3698.497888845236","3698.497888845236","","","","","","","","","","","","","","","","","",""
"740","","","","","","","","","","3516.8217519415507","3516.8217519415507","3516.8217519415507","3399.2663681155054","3399.2663681155054","3399.2663681155054","","","","3898.8961193936366","3898.8961193936366","3898.8961193936366","3718.7302293846105","3718.7302293846105","3718.7302293846105","3753.214836287932","3753.214836287932","3753.214836287932","3615.192958453133","3615.192958453133","3615.192958453133","3541.1979554427635","3541.1979554427635","3541.1979554427635","3518.9347049515645","3518.9347049515645","3518.9347049515645"
"741","","","","","","","","","","","","","","","","3663.807602130832","3663.807602130832","3663.807602130832","","","","","","","","","","","","","","","","","",""
"750","","","","","","","","","","3601.3866087566666","3601.3866087566666","3601.3866087566666","3448.0350887777413","3448.0350887777413","3448.0350887777413","","","","3866.4397956287708","3866.4397956287708","3866.4397956287708","3737.3887875101414","3737.3887875101414","3737.3887875101414","3817.9485618934837","3817.9485618934837","3817.9485618934837","3636.9260681596743","3636.9260681596743","3636.9260681596743","3402.3573226442904","3402.3573226442904","3402.3573226442904","3472.9048307155304","3472.9048307155304","3472.9048307155304"
"751","","","","","","","","","","","","","","","","3603.485878038693","3603.485878038693","3603.485878038693","","","","","","","","","","","","","","","","","",""
"760","","","","","","","","","","3596.143968012543","3596.143968012543","3596.143968012543","3412.4369438426393","3412.4369438426393","3412.4369438426393","","","","3818.033489864973","3818.033489864973","3818.033489864973","3794.818499207306","3794.818499207306","3794.818499207306","3748.2261402911827","3748.2261402911827","3748.2261402911827","3510.5591284434668","3510.5591284434668","3510.5591284434668","3443.836075746377","3443.836075746377","3443.836075746377","3431.3533331116546","3431.3533331116546","3431.3533331116546"
"761","","","","","","","","","","","","","","","","3739.765907174842","3739.765907174842","3739.765907174842","","","","","","","","","","","","","","","","","",""
"770","","","","","","","","","","3509.0429303572005","3509.0429303572005","3509.0429303572005","3401.2931910040656","3401.2931910040656","3401.2931910040656","","","","3858.005495139006","3858.005495139006","3858.005495139006","3748.5407074107743","3748.5407074107743","3748.5407074107743","3870.790966894439","3870.790966894439","3870.790966894439","3624.81816845009","3624.81816845009","3624.81816845009","3449.9514730409237","3449.9514730409237","3449.9514730409237","3482.0858238095507","3482.0858238095507","3482.0858238095507"
"771","","","","","","","","","","","","","","","","3733.7845712603694","3733.7845712603694","3733.7845712603694","","","","","","","","","","","","","","","","","",""
"780","","","","","","","","","","3654.3178061738627","3654.3178061738627","3654.3178061738627","3469.2259238299","3469.2259238299","3469.2259238299","","","","3884.887814311186","3884.887814311186","3884.887814311186","3822.8562251038165","3822.8562251038165","3822.8562251038165","3870.167760411764","3870.167760411764","3870.167760411764","3562.114384384724","3562.114384384724","3562.114384384724","3526.270076211774","3526.270076211774","3526.270076211774","3498.127827336747","3498.127827336747","3498.127827336747"
"781","","","","","","","","","","","","","","","","3824.103181570846","3824.103181570846","3824.103181570846","","","","","","","","","","","","","","","","","",""
"790","","","","","","","","","","3621.2341391846376","3621.2341391846376","3621.2341391846376","3335.9189808568253","3335.9189808568253","3335.9189808568253","","","","3893.647592277883","3893.647592277883","3893.647592277883","3810.399636517012","3810.399636517012","3810.399636517012","3696.9116746482177","3696.9116746482177","3696.9116746482177","3560.6531028210898","3560.6531028210898","3560.6531028210898","3517.7403430296413","3517.7403430296413","3517.7403430296413","3419.2619818826934","3419.2619818826934","3419.2619818826934"
"791","","","","","","","","","","","","","","","","3666.1296782640566","3666.1296782640566","3666.1296782640566","","","","","","","","","","","","","","","","","",""
"800","","","","","","","","","","3684.1020692097636","3684.1020692097636","3684.1020692097636","3447.78050946899","3447.78050946899","3447.78050946899","","","","3937.075879666055","3937.075879666055","3937.075879666055","3796.991094926623","3796.991094926623","3796.991094926623","3858.1353632956293","3858.1353632956293","3858.1353632956293","3563.948228822871","3563.948228822871","3563.948228822871","3548.31374219197","3548.31374219197","3548.31374219197","3523.9637547697544","3523.9637547697544","3523.9637547697544"
"801","","","","","","","","","","","","","","","","3706.0593018600703","3706.0593018600703","3706.0593018600703","","","","","","","","","","","","","","","","","",""
"810","","","","","","","","","","3686.2633642189385","3686.2633642189385","3686.2633642189385","3421.304647723568","3421.304647723568","3421.304647723568","","","","3981.977666108533","3981.977666108533","3981.977666108533","3836.1035219858545","3836.1035219858545","3836.1035219858545","3906.726185410006","3906.726185410006","3906.726185410006","3584.1802062182796","3584.1802062182796","3584.1802062182796","3510.387251819194","3510.387251819194","3510.387251819194","3569.386172366986","3569.386172366986","3569.386172366986"
"811","","","","","","","","","","","","","","","","3808.8239238009664","3808.8239238009664","3808.8239238009664","","","","","","","","","","","","","","","","","",""
"820","","","","","","","","","","3591.201291699553","3591.201291699553","3591.201291699553","3470.7342159271093","3470.7342159271093","3470.7342159271093","","","","3978.806676339301","3978.806676339301","3978.806676339301","3715.2734976267443","3715.2734976267443","3715.2734976267443","3942.4061767660764","3942.4061767660764","3942.4061767660764","3599.224552724404","3599.224552724404","3599.224552724404","3440.7755010857527","3440.7755010857527","3440.7755010857527","3505.2957852557433","3505.2957852557433","3505.2957852557433"
"821","","","","","","","","","","","","","","","","3756.1160452213308","3756.1160452213308","3756.1160452213308","","","","","","","","","","","","","","","","","",""
"830","","","","","","","","","","3654.2233191299683","3654.2233191299683","3654.2233191299683","3574.4908448814867","3574.4908448814867","3574.4908448814867","","","","3877.2006483814926","3877.2006483814926","3877.2006483814926","3800.9562370253093","3800.9562370253093","3800.9562370253093","3913.085526678225","3913.085526678225","3913.085526678225","3620.3386326990367","3620.3386326990367","3620.3386326990367","3551.887238097709","3551.887238097709","3551.887238097709","3551.3075636194494","3551.3075636194494","3551.3075636194494"
"831","","","","","","","","","","","","","","","","3786.5666112007484","3786.5666112007484","3786.5666112007484","","","","","","","","","","","","","","","","","",""
"840","","","","","","","","","","3684.8704904246747","3684.8704904246747","3684.8704904246747","3574.8115205684066","3574.8115205684066","3574.8115205684066","","","","3926.9504911731156","3926.9504911731156","3926.9504911731156","3782.323685063039","3782.323685063039","3782.323685063039","3938.1652024621994","3938.1652024621994","3938.1652024621994","3677.1292085173895","3677.1292085173895","3677.1292085173895","3588.7443616586943","3588.7443616586943","3588.7443616586943","3514.2241661206813","3514.2241661206813","3514.2241661206813"
"841","","","","","","","","","","","","","","","","3755.9081016006335","3755.9081016006335","3755.9081016006335","","","","","","","","","","","","","","","","","",""
"850","","","","","","","","","","3631.9610070937706","3631.9610070937706","3631.9610070937706","3580.5724364057737","3580.5724364057737","3580.5724364057737","","","","3949.130729778329","3949.130729778329","3949.130729778329","3827.823306683148","3827.823306683148","3827.823306683148","3911.694114393068","3911.694114393068","3911.694114393068","3558.9356088865075","3558.9356088865075","3558.9356088865075","3576.9598020305666","3576.9598020305666","3576.9598020305666","3614.624886765176","3614.624886765176","3614.624886765176"
"851","","","","","","","","","","","","","","","","3778.932383838026","3778.932383838026","3778.932383838026","","","","","","","","","","","","","","","","","",""
"860","","","","","","","","","","3716.393597896643","3716.393597896643","3716.393597896643","3454.466854644811","3454.466854644811","3454.466854644811","","","","3935.2755055633156","3935.2755055633156","3935.2755055633156","3764.887706632325","3764.887706632325","3764.887706632325","3793.0865131451874","3793.0865131451874","3793.0865131451874","3601.328234047591","3601.328234047591","3601.328234047591","3534.8727259691177","3534.8727259691177","3534.8727259691177","3482.8618589764446","3482.8618589764446","3482.8618589764446"
"861","","","","","","","","","","","","","","","","3664.2944270198195","3664.2944270198195","3664.2944270198195","","","","","","","","","","","","","","","","","",""
"870","","","","","","","","","","3662.533352357391","3662.533352357391","3662.533352357391","3616.259195848585","3616.259195848585","3616.259195848585","","","","3998.128085141258","3998.128085141258","3998.128085141258","3816.7229192146033","3816.7229192146033","3816.7229192146033","3818.745599318639","3818.745599318639","3818.745599318639","3635.40978267493","3635.40978267493","3635.40978267493","3594.8085747401833","3594.8085747401833","3594.8085747401833","3547.936546695707","3547.936546695707","3547.936546695707"
"871","","","","","","","","","","","","","","","","3740.748960650545","3740.748960650545","3740.748960650545","","","","","","","","","","","","","","","","","",""
"880","","","","","","","","","","3566.054353737476","3566.054353737476","3566.054353737476","3637.1474177259634","3637.1474177259634","3637.1474177259634","","","","3899.0978500687525","3899.0978500687525","3899.0978500687525","3826.4854628761545","3826.4854628761545","3826.4854628761545","3924.615996000798","3924.615996000798","3924.615996000798","3542.161435385498","3542.161435385498","3542.161435385498","3557.0660579693285","3557.0660579693285","3557.0660579693285","3428.244754461007","3428.244754461007","3428.244754461007"
"881","","","","","","","","","","","","","","","","3624.3984238399453","3624.3984238399453","3624.3984238399453","","","","","","","","","","","","","","","","","",""
"890","","","","","","","","","","3509.875728966102","3509.875728966102","3509.875728966102","3572.6711226373714","3572.6711226373714","3572.6711226373714","","","","3960.913107738259","3960.913107738259","3960.913107738259","3697.205637303846","3697.205637303846","3697.205637303846","3937.8696682098007","3937.8696682098007","3937.8696682098007","3605.8997842526505","3605.8997842526505","3605.8997842526505","3484.7204936709372","3484.7204936709372","3484.7204936709372","3546.7116722640217","3546.7116722640217","3546.7116722640217"
"891","","","","","","","","","","","","","","","","3685.260825550288","3685.260825550288","3685.260825550288","","","","","","","","","","","","","","","","","",""
"900","","","","","","","","","","3577.7886911180003","3577.7886911180003","3577.7886911180003","3697.897845369156","3697.897845369156","3697.897845369156","","","","3816.3808335374583","3816.3808335374583","3816.3808335374583","3862.595081211564","3862.595081211564","3862.595081211564","3841.8574951743576","3841.8574951743576","3841.8574951743576","3649.9476218925583","3649.9476218925583","3649.9476218925583","3559.918738534502","3559.918738534502","3559.918738534502","3574.8140960447736","3574.8140960447736","3574.8140960447736"
"901","","","","","","","","","","","","","","","","3577.9243054937033","3577.9243054937033","3577.9243054937033","","","","","","","","","","","","","","","","","",""
"903","","","","","","","","","","","","","3747.9286759585025","3747.9286759585025","3747.9286759585025","","","","","","","","","","","","","","","","","","","","",""
"910","","","","","","","","","","3501.3126291219014","3501.3126291219014","3501.3126291219014","3749.022193895574","3749.022193895574","3749.022193895574","","","","3933.4624779221094","3933.4624779221094","3933.4624779221094","3936.736083903225","3936.736083903225","3936.736083903225","3879.2989328075914","3879.2989328075914","3879.2989328075914","3700.6641908341","3700.6641908341","3700.6641908341","3418.05344187495","3418.05344187495","3418.05344187495","3627.098580084495","3627.098580084495","3627.098580084495"
"911","","","","","","","","","","","","","","","","3705.9757594329776","3705.9757594329776","3705.9757594329776","","","","","","","","","","","","","","","","","",""
"913","","","","","","","","","","3721.785810183904","3721.785810183904","3721.785810183904","","","","","","","","","","","","","","","","","","","","","","","",""
"920","","","","","","","","","","3703.5516834279247","3703.5516834279247","3703.5516834279247","3721.155595077197","3721.155595077197","3721.155595077197","","","","3971.7377462332747","3971.7377462332747","3971.7377462332747","4014.43845598376","4014.43845598376","4014.43845598376","3748.134247337576","3748.134247337576","3748.134247337576","3616.84637706881","3616.84637706881","3616.84637706881","3586.7144740291856","3586.7144740291856","3586.7144740291856","3571.0527738446135","3571.0527738446135","3571.0527738446135"
"921","","","","","","","","","","","","","","","","3705.3801782910405","3705.3801782910405","3705.3801782910405","","","","","","","","","","","","","","","","","",""
"930","","","","","","","","","","3721.3764311897294","3721.3764311897294","3721.3764311897294","3740.687192111366","3740.687192111366","3740.687192111366","","","","3985.686130904954","3985.686130904954","3985.686130904954","3968.688603087382","3968.688603087382","3968.688603087382","3866.4149406406664","3866.4149406406664","3866.4149406406664","3625.7518791860484","3625.7518791860484","3625.7518791860484","3559.4248452964375","3559.4248452964375","3559.4248452964375","3660.2124246723724","3660.2124246723724","3660.2124246723724"
"931","","","","","","","","","","","","","","","","3731.236069549028","3731.236069549028","3731.236069549028","","","","","","","","","","","","","","","","","",""
"940","","","","","","","","","","3701.972267689865","3701.972267689865","3701.972267689865","3739.3281981793007","3739.3281981793007","3739.3281981793007","","","","3941.0619058614757","3941.0619058614757","3941.0619058614757","4033.001150215646","4033.001150215646","4033.001150215646","3958.166973671416","3958.166973671416","3958.166973671416","3569.3127794893635","3569.3127794893635","3569.3127794893635","3604.2732079042107","3604.2732079042107","3604.2732079042107","3608.736551873394","3608.736551873394","3608.736551873394"
"941","","","","","","","","","","","","","","","","3764.2475060851707","3764.2475060851707","3764.2475060851707","","","","","","","","","","","","","","","","","",""
"950","","","","","","","","","","3694.87099602327","3694.87099602327","3694.87099602327","3745.1979153555776","3745.1979153555776","3745.1979153555776","","","","3903.0918367793392","3903.0918367793392","3903.0918367793392","3848.7576023058136","3848.7576023058136","3848.7576023058136","3924.0008885360467","3924.0008885360467","3924.0008885360467","3633.3294551082954","3633.3294551082954","3633.3294551082954","3597.550429772088","3597.550429772088","3597.550429772088","3598.4325855188895","3598.4325855188895","3598.4325855188895"
"951","","","","","","","","","","","","","","","","3738.195514729491","3738.195514729491","3738.195514729491","","","","","","","","","","","","","","","","","",""
"960","","","","","","","","","","3720.142097732357","3720.142097732357","3720.142097732357","3689.9486247490813","3689.9486247490813","3689.9486247490813","","","","3959.4098781828434","3959.4098781828434","3959.4098781828434","3926.6547055453075","3926.6547055453075","3926.6547055453075","3921.0848130514","3921.0848130514","3921.0848130514","3599.314940077148","3599.314940077148","3599.314940077148","3509.7323933170337","3509.7323933170337","3509.7323933170337","3541.3450958724375","3541.3450958724375","3541.3450958724375"
"961","","","","","","","","","","","","","","","","3794.4118633629405","3794.4118633629405","3794.4118633629405","","","","","","","","","","","","","","","","","",""
"970","","","","","","","","","","3655.9640239131113","3655.9640239131113","3655.9640239131113","3644.167238032854","3644.167238032854","3644.167238032854","","","","4022.3929818383344","4022.3929818383344","4022.3929818383344","3913.9698193427516","3913.9698193427516","3913.9698193427516","3841.9676008875263","3841.9676008875263","3841.9676008875263","3663.0540165193875","3663.0540165193875","3663.0540165193875","3535.8542340366766","3535.8542340366766","3535.8542340366766","3600.503726725562","3600.503726725562","3600.503726725562"
"971","","","","","","","","","","","","","","","","3815.3137418112165","3815.3137418112165","3815.3137418112165","","","","","","","","","","","","","","","","","",""
"980","","","","","","","","","","3678.3737293931977","3678.3737293931977","3678.3737293931977","3688.767582857881","3688.767582857881","3688.767582857881","","","","3979.064840504264","3979.064840504264","3979.064840504264","3898.175860023378","3898.175860023378","3898.175860023378","3843.5407299387757","3843.5407299387757","3843.5407299387757","3682.268802767142","3682.268802767142","3682.268802767142","3479.721887749004","3479.721887749004","3479.721887749004","3635.973576659424","3635.973576659424","3635.973576659424"
"990","","","","","","","","","","3649.5003584596743","3649.5003584596743","3649.5003584596743","3565.134073879977","3565.134073879977","3565.134073879977","","","","3973.7443075476863","3973.7443075476863","3973.7443075476863","3828.0734565711186","3828.0734565711186","3828.0734565711186","3795.2713017777132","3795.2713017777132","3795.2713017777132","3695.928553374254","3695.928553374254","3695.928553374254","3488.2231316643715","3488.2231316643715","3488.2231316643715","3612.3965838738904","3612.3965838738904","3612.3965838738904"
"1000","","","","","","","","","","3674.3609351735213","3674.3609351735213","3674.3609351735213","3585.9448552287445","3585.9448552287445","3585.9448552287445","","","","","","","","","","","","","","","","","","","","",""
"1010","","","","","","","","","","3648.7103705306554","3648.7103705306554","3648.7103705306554","","","","","","","","","","","","","","","","","","","","","","","",""
"5000","189.92642264975572","189.92642264975572","189.92642264975572","182.71705614552334","182.71705614552334","182.71705614552334","364.9625575791303","364.9625575791303","364.9625575791303","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10000","321.7995466531029","321.7995466531029","321.7995466531029","233.32117004293968","233.32117004293968","233.32117004293968","308.6240376936604","308.6240376936604","308.6240376936604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15000","171.7602059199916","171.7602059199916","171.7602059199916","861.3424058916271","861.3424058916271","861.3424058916271","369.0758135867272","369.0758135867272","369.0758135867272","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20000","496.35029982938636","496.35029982938636","496.35029982938636","520.6706572293518","520.6706572293518","520.6706572293518","718.3765293862173","718.3765293862173","718.3765293862173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25000","436.8803543125191","436.8803543125191","436.8803543125191","203.27492628558497","203.27492628558497","203.27492628558497","426.2036736823871","426.2036736823871","426.2036736823871","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30000","526.7706999787915","526.7706999787915","526.7706999787915","422.12031596217287","422.12031596217287","422.12031596217287","562.8144257980184","562.8144257980184","562.8144257980184","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35000","499.4898304219901","499.4898304219901","499.4898304219901","252.66396210647534","252.66396210647534","252.66396210647534","744.7460331574821","744.7460331574821","744.7460331574821","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40000","347.02801628449055","347.02801628449055","347.02801628449055","268.73435793014755","268.73435793014755","268.73435793014755","445.0743707486181","445.0743707486181","445.0743707486181","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45000","438.67887669101447","438.67887669101447","438.67887669101447","548.0311333686672","548.0311333686672","548.0311333686672","362.4539713436358","362.4539713436358","362.4539713436358","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50000","554.968567084386","554.968567084386","554.968567084386","165.39202654124242","165.39202654124242","165.39202654124242","301.0300441701603","301.0300441701603","301.0300441701603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55000","377.6646483131604","377.6646483131604","377.6646483131604","699.1546086966541","699.1546086966541","699.1546086966541","413.20294274061234","413.20294274061234","413.20294274061234","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60000","252.3446713865223","252.3446713865223","252.3446713865223","312.41459298423257","312.41459298423257","312.41459298423257","426.00037277688125","426.00037277688125","426.00037277688125","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65000","478.30070672027637","478.30070672027637","478.30070672027637","331.671574764981","331.671574764981","331.671574764981","550.9515877583707","550.9515877583707","550.9515877583707","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70000","497.45967571134025","497.45967571134025","497.45967571134025","469.98540693285815","469.98540693285815","469.98540693285815","551.7505759898054","551.7505759898054","551.7505759898054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75000","475.9231254738486","475.9231254738486","475.9231254738486","1093.616709382786","1093.616709382786","1093.616709382786","314.49500079807586","314.49500079807586","314.49500079807586","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80000","246.63310402309182","246.63310402309182","246.63310402309182","294.29034494896865","294.29034494896865","294.29034494896865","476.68381553659117","476.68381553659117","476.68381553659117","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85000","383.2218329577692","383.2218329577692","383.2218329577692","207.20984841323715","207.20984841323715","207.20984841323715","758.9755593910468","758.9755593910468","758.9755593910468","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90000","441.1391013086068","441.1391013086068","441.1391013086068","416.7514565792615","416.7514565792615","416.7514565792615","371.7887427538476","371.7887427538476","371.7887427538476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95000","807.7402632749593","807.7402632749593","807.7402632749593","566.5056433980621","566.5056433980621","566.5056433980621","478.97876401294167","478.97876401294167","478.97876401294167","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100000","573.1904268086985","573.1904268086985","573.1904268086985","1147.8450183729299","1147.8450183729299","1147.8450183729299","772.3763587720146","772.3763587720146","772.3763587720146","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105000","1135.4744894613118","1135.4744894613118","1135.4744894613118","390.0813599779443","390.0813599779443","390.0813599779443","453.094585509425","453.094585509425","453.094585509425","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110000","493.0850137619952","493.0850137619952","493.0850137619952","435.3959589699426","435.3959589699426","435.3959589699426","751.6483463799789","751.6483463799789","751.6483463799789","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115000","554.15267289542","554.15267289542","554.15267289542","609.1500044232616","609.1500044232616","609.1500044232616","720.9992399329017","720.9992399329017","720.9992399329017","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120000","978.3617220535455","978.3617220535455","978.3617220535455","218.03567835635263","218.03567835635263","218.03567835635263","430.78684302197917","430.78684302197917","430.78684302197917","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125000","462.08618895476644","462.08618895476644","462.08618895476644","413.1679939995394","413.1679939995394","413.1679939995394","602.1664749844587","602.1664749844587","602.1664749844587","","","","","","","","","","","","","","","","","","","","","","","","","","",""
