"Step","2025-04-28_23-15-40_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_23-15-40_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_23-15-40_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_23-15-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_23-15-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_23-15-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_23-12-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_23-12-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_23-12-34_halfcheetah-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-28_21-58-21_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_21-58-21_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_21-58-21_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_21-57-41_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_21-57-41_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_21-57-41_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","17-16-46_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","17-16-46_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","17-16-46_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","17-13-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","17-13-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","17-13-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","17-10-59_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","17-10-59_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","17-10-59_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","10-32-34_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","10-32-34_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","10-32-34_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","10-31-06_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","10-31-06_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","10-31-06_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","10-30-10_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","10-30-10_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","10-30-10_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","02-26-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","02-26-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","02-26-18_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","02-24-42_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","02-24-42_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","02-24-42_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","02-23-30_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","02-23-30_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","02-23-30_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","2025-04-23_00-52-38_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-23_00-52-38_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-23_00-52-38_halfcheetah-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","17-13-15_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","17-13-15_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","17-13-15_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","17-08-54_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","17-08-54_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","17-08-54_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","17-05-33_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","17-05-33_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","17-05-33_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","16-30-36_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","16-30-36_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","16-30-36_halfcheetah-medium-v2_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","16-24-11_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","16-24-11_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","16-24-11_halfcheetah-medium-v2_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","16-19-07_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","16-19-07_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","16-19-07_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-29-37_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-29-37_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-29-37_halfcheetah-medium-v2_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-20-25_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-20-25_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-20-25_halfcheetah-medium-v2_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","04-43-18_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","04-43-18_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","04-43-18_halfcheetah-medium-v2_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","00-15-38_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","00-15-38_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","00-15-38_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","00-15-33_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","00-15-33_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","00-15-33_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","23-39-34_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","23-39-34_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","23-39-34_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"0","3401.363132533765","3401.363132533765","3401.363132533765","3430.2481469321474","3430.2481469321474","3430.2481469321474","3433.323293010282","3433.323293010282","3433.323293010282","4222.5895344119435","4222.5895344119435","4222.5895344119435","4144.2066602080395","4144.2066602080395","4144.2066602080395","4156.54360256434","4156.54360256434","4156.54360256434","3909.6509417387933","3909.6509417387933","3909.6509417387933","3947.7855153725236","3947.7855153725236","3947.7855153725236","3961.5535189657994","3961.5535189657994","3961.5535189657994","4066.8636626915168","4066.8636626915168","4066.8636626915168","4038.829712535627","4038.829712535627","4038.829712535627","3629.5973115097586","3629.5973115097586","3629.5973115097586","3883.49859643519","3883.49859643519","3883.49859643519","3754.4855741538704","3754.4855741538704","3754.4855741538704","4044.576874462745","4044.576874462745","4044.576874462745","4053.098367347123","4053.098367347123","4053.098367347123","3987.663810399499","3987.663810399499","3987.663810399499","4076.6345526394493","4076.6345526394493","4076.6345526394493","3881.584314905602","3881.584314905602","3881.584314905602","4218.824246137905","4218.824246137905","4218.824246137905","3988.4448848203147","3988.4448848203147","3988.4448848203147","4025.981868054765","4025.981868054765","4025.981868054765","4075.3965591699043","4075.3965591699043","4075.3965591699043","3914.8495481421023","3914.8495481421023","3914.8495481421023","4339.85766546297","4339.85766546297","4339.85766546297","4366.4937246341215","4366.4937246341215","4366.4937246341215","4334.569670227363","4334.569670227363","4334.569670227363"
"10","3329.754306082853","3329.754306082853","3329.754306082853","3289.7127695523973","3289.7127695523973","3289.7127695523973","3288.8724553772277","3288.8724553772277","3288.8724553772277","4100.537430286984","4100.537430286984","4100.537430286984","4193.4462985515465","4193.4462985515465","4193.4462985515465","4009.358790942647","4009.358790942647","4009.358790942647","4657.461146067869","4657.461146067869","4657.461146067869","-475.27156152323334","-475.27156152323334","-475.27156152323334","2468.5090049175587","2468.5090049175587","2468.5090049175587","-378.07003963951655","-378.07003963951655","-378.07003963951655","3857.232226431207","3857.232226431207","3857.232226431207","4506.378344675893","4506.378344675893","4506.378344675893","-880.9027201958739","-880.9027201958739","-880.9027201958739","4084.4570804187124","4084.4570804187124","4084.4570804187124","4090.0702527224685","4090.0702527224685","4090.0702527224685","2681.0459199538154","2681.0459199538154","2681.0459199538154","-371.74441960869564","-371.74441960869564","-371.74441960869564","3806.7487064281386","3806.7487064281386","3806.7487064281386","4517.490534328356","4517.490534328356","4517.490534328356","-89.45008638111797","-89.45008638111797","-89.45008638111797","4084.113763461171","4084.113763461171","4084.113763461171","2995.942704518031","2995.942704518031","2995.942704518031","-380.3225022041382","-380.3225022041382","-380.3225022041382","3980.58492382625","3980.58492382625","3980.58492382625","4413.081066380061","4413.081066380061","4413.081066380061","4360.7802721514945","4360.7802721514945","4360.7802721514945","4487.290676142001","4487.290676142001","4487.290676142001"
"20","4052.103989745884","4052.103989745884","4052.103989745884","4097.942437353285","4097.942437353285","4097.942437353285","4119.158672015876","4119.158672015876","4119.158672015876","4304.7827877266345","4304.7827877266345","4304.7827877266345","4376.528431162833","4376.528431162833","4376.528431162833","4225.58004210444","4225.58004210444","4225.58004210444","4551.651737933202","4551.651737933202","4551.651737933202","2541.4267931559357","2541.4267931559357","2541.4267931559357","2121.1204228744878","2121.1204228744878","2121.1204228744878","-397.9809901196565","-397.9809901196565","-397.9809901196565","3832.718048122413","3832.718048122413","3832.718048122413","4559.996010428226","4559.996010428226","4559.996010428226","2483.932224575366","2483.932224575366","2483.932224575366","4122.526146934926","4122.526146934926","4122.526146934926","4420.393212205917","4420.393212205917","4420.393212205917","1955.524275104676","1955.524275104676","1955.524275104676","-374.63770956764995","-374.63770956764995","-374.63770956764995","3761.744974622931","3761.744974622931","3761.744974622931","4504.357889746587","4504.357889746587","4504.357889746587","3031.179988200574","3031.179988200574","3031.179988200574","4258.981105153458","4258.981105153458","4258.981105153458","2320.646335603117","2320.646335603117","2320.646335603117","-390.89426676872864","-390.89426676872864","-390.89426676872864","3796.7788007385243","3796.7788007385243","3796.7788007385243","4565.144850462514","4565.144850462514","4565.144850462514","4405.894841589312","4405.894841589312","4405.894841589312","4616.470670904792","4616.470670904792","4616.470670904792"
"30","4049.4460141428526","4049.4460141428526","4049.4460141428526","4183.878320942249","4183.878320942249","4183.878320942249","4177.439846817427","4177.439846817427","4177.439846817427","4384.977576137421","4384.977576137421","4384.977576137421","4423.312394175938","4423.312394175938","4423.312394175938","4190.828794034175","4190.828794034175","4190.828794034175","4599.767380805746","4599.767380805746","4599.767380805746","2866.9030884118283","2866.9030884118283","2866.9030884118283","2344.3656893184866","2344.3656893184866","2344.3656893184866","-360.6478416562269","-360.6478416562269","-360.6478416562269","3806.499613739144","3806.499613739144","3806.499613739144","4519.058671548363","4519.058671548363","4519.058671548363","3437.5761536861037","3437.5761536861037","3437.5761536861037","4288.166962910452","4288.166962910452","4288.166962910452","4333.975329450419","4333.975329450419","4333.975329450419","2637.2076202729377","2637.2076202729377","2637.2076202729377","-369.4352786383928","-369.4352786383928","-369.4352786383928","3755.890547263922","3755.890547263922","3755.890547263922","4423.338555338099","4423.338555338099","4423.338555338099","3793.3616905941285","3793.3616905941285","3793.3616905941285","4301.763592663866","4301.763592663866","4301.763592663866","2667.553857066188","2667.553857066188","2667.553857066188","-341.69857967736834","-341.69857967736834","-341.69857967736834","3557.1569146601773","3557.1569146601773","3557.1569146601773","4602.79327377397","4602.79327377397","4602.79327377397","4544.263236239223","4544.263236239223","4544.263236239223","4516.109210302469","4516.109210302469","4516.109210302469"
"40","4008.522636239569","4008.522636239569","4008.522636239569","4198.942322657924","4198.942322657924","4198.942322657924","4200.191662186999","4200.191662186999","4200.191662186999","4358.817025534268","4358.817025534268","4358.817025534268","4401.940339247407","4401.940339247407","4401.940339247407","4288.871834371129","4288.871834371129","4288.871834371129","4508.367485702222","4508.367485702222","4508.367485702222","4171.0954180442195","4171.0954180442195","4171.0954180442195","2486.0181841698054","2486.0181841698054","2486.0181841698054","-342.6156452749194","-342.6156452749194","-342.6156452749194","3680.935369271294","3680.935369271294","3680.935369271294","4483.474482159069","4483.474482159069","4483.474482159069","3787.5635469615763","3787.5635469615763","3787.5635469615763","4257.418573293597","4257.418573293597","4257.418573293597","4392.190153298505","4392.190153298505","4392.190153298505","2653.04389002275","2653.04389002275","2653.04389002275","-343.53199376589845","-343.53199376589845","-343.53199376589845","3607.1665871929135","3607.1665871929135","3607.1665871929135","4564.456133067613","4564.456133067613","4564.456133067613","3680.6299376333577","3680.6299376333577","3680.6299376333577","4185.589947498429","4185.589947498429","4185.589947498429","2518.281418870627","2518.281418870627","2518.281418870627","-334.5843190962125","-334.5843190962125","-334.5843190962125","3638.0849860987873","3638.0849860987873","3638.0849860987873","4510.918228188433","4510.918228188433","4510.918228188433","4541.765821851894","4541.765821851894","4541.765821851894","4617.125995939287","4617.125995939287","4617.125995939287"
"50","4031.5239666491434","4031.5239666491434","4031.5239666491434","4039.2343301213755","4039.2343301213755","4039.2343301213755","3937.5644022457286","3937.5644022457286","3937.5644022457286","4313.45304960191","4313.45304960191","4313.45304960191","4478.379937007934","4478.379937007934","4478.379937007934","4297.338733492278","4297.338733492278","4297.338733492278","4548.532274742893","4548.532274742893","4548.532274742893","4309.519958947947","4309.519958947947","4309.519958947947","2647.1924560059697","2647.1924560059697","2647.1924560059697","-288.7227433833336","-288.7227433833336","-288.7227433833336","3429.680521300077","3429.680521300077","3429.680521300077","4585.658868655577","4585.658868655577","4585.658868655577","4048.188530465364","4048.188530465364","4048.188530465364","4302.114563020194","4302.114563020194","4302.114563020194","4243.655883006925","4243.655883006925","4243.655883006925","2489.7484158576635","2489.7484158576635","2489.7484158576635","-315.7713561760826","-315.7713561760826","-315.7713561760826","3585.8376623841787","3585.8376623841787","3585.8376623841787","4515.288183669263","4515.288183669263","4515.288183669263","4379.216538409601","4379.216538409601","4379.216538409601","4331.346753352025","4331.346753352025","4331.346753352025","2247.7165531393484","2247.7165531393484","2247.7165531393484","-285.6521295912433","-285.6521295912433","-285.6521295912433","3535.2028831174366","3535.2028831174366","3535.2028831174366","4596.357701403091","4596.357701403091","4596.357701403091","4543.138535423095","4543.138535423095","4543.138535423095","4624.242644662461","4624.242644662461","4624.242644662461"
"60","3925.436515453957","3925.436515453957","3925.436515453957","4071.8846805188223","4071.8846805188223","4071.8846805188223","4061.50533388163","4061.50533388163","4061.50533388163","4298.951461191791","4298.951461191791","4298.951461191791","4257.126069164287","4257.126069164287","4257.126069164287","4263.450581800514","4263.450581800514","4263.450581800514","4505.046374224548","4505.046374224548","4505.046374224548","4733.963363254918","4733.963363254918","4733.963363254918","2633.1331420416363","2633.1331420416363","2633.1331420416363","-284.2095380004047","-284.2095380004047","-284.2095380004047","3413.08107795947","3413.08107795947","3413.08107795947","4560.472090133323","4560.472090133323","4560.472090133323","3956.232531327204","3956.232531327204","3956.232531327204","4275.803567809142","4275.803567809142","4275.803567809142","4209.22427174564","4209.22427174564","4209.22427174564","2322.1632596340296","2322.1632596340296","2322.1632596340296","-283.3520487864401","-283.3520487864401","-283.3520487864401","3292.7348736689346","3292.7348736689346","3292.7348736689346","4567.387100753888","4567.387100753888","4567.387100753888","4239.57022831499","4239.57022831499","4239.57022831499","4320.580348551741","4320.580348551741","4320.580348551741","2211.8972893204495","2211.8972893204495","2211.8972893204495","-267.9688932671117","-267.9688932671117","-267.9688932671117","3578.3672224943994","3578.3672224943994","3578.3672224943994","4654.526501765115","4654.526501765115","4654.526501765115","4543.414121076387","4543.414121076387","4543.414121076387","4630.50959024214","4630.50959024214","4630.50959024214"
"70","4178.492166887763","4178.492166887763","4178.492166887763","4064.1772055800416","4064.1772055800416","4064.1772055800416","4130.8853501756275","4130.8853501756275","4130.8853501756275","4292.12602591251","4292.12602591251","4292.12602591251","4134.6557502290525","4134.6557502290525","4134.6557502290525","4219.461413902951","4219.461413902951","4219.461413902951","4558.358417959219","4558.358417959219","4558.358417959219","4279.792783678429","4279.792783678429","4279.792783678429","2507.1546731663907","2507.1546731663907","2507.1546731663907","-223.65342358877177","-223.65342358877177","-223.65342358877177","3582.6536261592746","3582.6536261592746","3582.6536261592746","4555.998645737194","4555.998645737194","4555.998645737194","3987.8611242654697","3987.8611242654697","3987.8611242654697","4233.936920242586","4233.936920242586","4233.936920242586","4382.618348087499","4382.618348087499","4382.618348087499","2266.5626366236806","2266.5626366236806","2266.5626366236806","-277.0599851653879","-277.0599851653879","-277.0599851653879","3186.073297778571","3186.073297778571","3186.073297778571","4554.570127126581","4554.570127126581","4554.570127126581","4444.766490140025","4444.766490140025","4444.766490140025","4220.4869206966005","4220.4869206966005","4220.4869206966005","2251.331856166444","2251.331856166444","2251.331856166444","-202.67790166925195","-202.67790166925195","-202.67790166925195","3736.122183780546","3736.122183780546","3736.122183780546","4642.0146120297295","4642.0146120297295","4642.0146120297295","4506.641022935549","4506.641022935549","4506.641022935549","4714.598363811572","4714.598363811572","4714.598363811572"
"80","4000.415276866882","4000.415276866882","4000.415276866882","4114.826788893939","4114.826788893939","4114.826788893939","4260.824200718516","4260.824200718516","4260.824200718516","4384.645082302586","4384.645082302586","4384.645082302586","4321.999078825349","4321.999078825349","4321.999078825349","4201.429516802879","4201.429516802879","4201.429516802879","4480.044425156391","4480.044425156391","4480.044425156391","4433.551711637624","4433.551711637624","4433.551711637624","2599.1747913066406","2599.1747913066406","2599.1747913066406","-136.71545486194736","-136.71545486194736","-136.71545486194736","3611.494771638971","3611.494771638971","3611.494771638971","4554.454436645498","4554.454436645498","4554.454436645498","4139.8471477908","4139.8471477908","4139.8471477908","4262.9532193761825","4262.9532193761825","4262.9532193761825","4283.241887077995","4283.241887077995","4283.241887077995","2245.2008148217924","2245.2008148217924","2245.2008148217924","-204.98071045668402","-204.98071045668402","-204.98071045668402","3439.659732844848","3439.659732844848","3439.659732844848","4496.137207087283","4496.137207087283","4496.137207087283","4713.665622318122","4713.665622318122","4713.665622318122","4147.079100056837","4147.079100056837","4147.079100056837","2049.2089905857147","2049.2089905857147","2049.2089905857147","-60.538309763005465","-60.538309763005465","-60.538309763005465","3697.595882173474","3697.595882173474","3697.595882173474","4672.013528561225","4672.013528561225","4672.013528561225","4533.571698778185","4533.571698778185","4533.571698778185","4613.633091427045","4613.633091427045","4613.633091427045"
"90","4101.880051024428","4101.880051024428","4101.880051024428","4102.021005496283","4102.021005496283","4102.021005496283","4188.992661559527","4188.992661559527","4188.992661559527","4257.5807734378395","4257.5807734378395","4257.5807734378395","4373.460420274556","4373.460420274556","4373.460420274556","4230.641477328845","4230.641477328845","4230.641477328845","4573.225946642123","4573.225946642123","4573.225946642123","4750.970741532812","4750.970741532812","4750.970741532812","2512.400642913827","2512.400642913827","2512.400642913827","-5.154490022989345","-5.154490022989345","-5.154490022989345","3696.052463275059","3696.052463275059","3696.052463275059","4560.56194632414","4560.56194632414","4560.56194632414","4174.832293573678","4174.832293573678","4174.832293573678","4210.102427972592","4210.102427972592","4210.102427972592","4161.480254551204","4161.480254551204","4161.480254551204","2323.4282042938767","2323.4282042938767","2323.4282042938767","-159.5814891585986","-159.5814891585986","-159.5814891585986","3417.5654658595786","3417.5654658595786","3417.5654658595786","4526.802150520435","4526.802150520435","4526.802150520435","4643.440896821798","4643.440896821798","4643.440896821798","4199.65108391885","4199.65108391885","4199.65108391885","2206.8131532985","2206.8131532985","2206.8131532985","96.07550620222807","96.07550620222807","96.07550620222807","3828.767929441946","3828.767929441946","3828.767929441946","4641.076013429265","4641.076013429265","4641.076013429265","4576.297208106926","4576.297208106926","4576.297208106926","4744.048124805355","4744.048124805355","4744.048124805355"
