"Step","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","17-07-26_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","17-07-26_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","17-07-26_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","06-14-10_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","06-14-10_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","06-14-10_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","02-18-28_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","02-18-28_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","02-18-28_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","02-16-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","02-16-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","02-16-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","02-15-20_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","02-15-20_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","02-15-20_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","02-13-15_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval","02-13-15_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MIN","02-13-15_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_3407 - avg episode reward - eval__MAX","13-32-35_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","13-32-35_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","13-32-35_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","13-30-01_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","13-30-01_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","13-30-01_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","13-27-42_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","13-27-42_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","13-27-42_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","13-23-54_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","13-23-54_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","13-23-54_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","08-47-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","08-47-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","08-47-33_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","08-45-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval","08-45-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MIN","08-45-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_0 - avg episode reward - eval__MAX","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","06-24-48_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","06-24-48_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","06-24-48_ant-medium-expert-v0_rwr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","06-15-51_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","06-15-51_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","06-15-51_ant-medium-expert-v0_qsm_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-57-04_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-57-04_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-57-04_ant-medium-expert-v0_idql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-54-32_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-54-32_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-54-32_ant-medium-expert-v0_dql_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-48-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-48-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-48-50_ant-medium-expert-v0_awr_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","05-39-09_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval","05-39-09_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MIN","05-39-09_ant-medium-expert-v0_dipo_diffusion_mlp_ta4_td20_42 - avg episode reward - eval__MAX","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"0","859.4750023943612","859.4750023943612","859.4750023943612","908.6516735178051","908.6516735178051","908.6516735178051","1007.1429464795061","1007.1429464795061","1007.1429464795061","726.0319776119234","726.0319776119234","726.0319776119234","647.3033457793824","647.3033457793824","647.3033457793824","700.1305923101808","700.1305923101808","700.1305923101808","748.6773857068705","748.6773857068705","748.6773857068705","681.0334331309157","681.0334331309157","681.0334331309157","621.3450562479076","621.3450562479076","621.3450562479076","603.8971097520175","603.8971097520175","603.8971097520175","714.6139094762952","714.6139094762952","714.6139094762952","738.2988870866712","738.2988870866712","738.2988870866712","676.8340612135006","676.8340612135006","676.8340612135006","716.9159126889588","716.9159126889588","716.9159126889588","605.2095616328876","605.2095616328876","605.2095616328876","717.4415297388085","717.4415297388085","717.4415297388085","749.1347671083436","749.1347671083436","749.1347671083436","652.1119756501156","652.1119756501156","652.1119756501156","647.8418050932702","647.8418050932702","647.8418050932702","694.2785202952043","694.2785202952043","694.2785202952043","676.4911621763579","676.4911621763579","676.4911621763579","673.0766299394674","673.0766299394674","673.0766299394674","672.0723789021408","672.0723789021408","672.0723789021408","721.2078893987658","721.2078893987658","721.2078893987658","662.6492461871306","662.6492461871306","662.6492461871306","691.6488028417094","691.6488028417094","691.6488028417094","693.244795462135","693.244795462135","693.244795462135"
"10","1110.5792063798167","1110.5792063798167","1110.5792063798167","681.5499021235123","681.5499021235123","681.5499021235123","994.5501759239085","994.5501759239085","994.5501759239085","1374.5713844039622","1374.5713844039622","1374.5713844039622","896.2154551488868","896.2154551488868","896.2154551488868","1664.0919840424044","1664.0919840424044","1664.0919840424044","-98.97641235527173","-98.97641235527173","-98.97641235527173","-40.81297969885574","-40.81297969885574","-40.81297969885574","1050.9652328659147","1050.9652328659147","1050.9652328659147","866.7076346764516","866.7076346764516","866.7076346764516","-252.75783332084941","-252.75783332084941","-252.75783332084941","1178.2652577078752","1178.2652577078752","1178.2652577078752","1670.488195322722","1670.488195322722","1670.488195322722","-107.22911515048052","-107.22911515048052","-107.22911515048052","1111.7642349595337","1111.7642349595337","1111.7642349595337","604.3710028561513","604.3710028561513","604.3710028561513","524.3421834025526","524.3421834025526","524.3421834025526","1661.4701868538632","1661.4701868538632","1661.4701868538632","-89.36643331078457","-89.36643331078457","-89.36643331078457","849.3606099604584","849.3606099604584","849.3606099604584","-168.69392873270246","-168.69392873270246","-168.69392873270246","1279.6008774918294","1279.6008774918294","1279.6008774918294","1166.5465982422807","1166.5465982422807","1166.5465982422807","842.0332682823584","842.0332682823584","842.0332682823584","1029.0312148589387","1029.0312148589387","1029.0312148589387","998.5618851349778","998.5618851349778","998.5618851349778","969.0248405770644","969.0248405770644","969.0248405770644"
"20","1728.6608034273481","1728.6608034273481","1728.6608034273481","1312.3716912139116","1312.3716912139116","1312.3716912139116","1255.567527806578","1255.567527806578","1255.567527806578","1680.8811412389894","1680.8811412389894","1680.8811412389894","1064.026180041876","1064.026180041876","1064.026180041876","1504.7832925565351","1504.7832925565351","1504.7832925565351","-76.28814765772827","-76.28814765772827","-76.28814765772827","-189.66152645851622","-189.66152645851622","-189.66152645851622","1302.888904814049","1302.888904814049","1302.888904814049","1035.8473443172807","1035.8473443172807","1035.8473443172807","245.36974830859225","245.36974830859225","245.36974830859225","1476.3208272085642","1476.3208272085642","1476.3208272085642","1582.3256041635887","1582.3256041635887","1582.3256041635887","-76.17546325272825","-76.17546325272825","-76.17546325272825","1420.793075986278","1420.793075986278","1420.793075986278","1164.9339329983939","1164.9339329983939","1164.9339329983939","1228.8981677336972","1228.8981677336972","1228.8981677336972","1515.3550235271991","1515.3550235271991","1515.3550235271991","-73.53912705971254","-73.53912705971254","-73.53912705971254","1183.8363768851605","1183.8363768851605","1183.8363768851605","188.3461568319876","188.3461568319876","188.3461568319876","1374.7709764831145","1374.7709764831145","1374.7709764831145","1508.6827835449053","1508.6827835449053","1508.6827835449053","1377.4399402698239","1377.4399402698239","1377.4399402698239","1436.791456666962","1436.791456666962","1436.791456666962","1673.0999639259792","1673.0999639259792","1673.0999639259792","1319.8336862147262","1319.8336862147262","1319.8336862147262"
"30","1882.9394662355157","1882.9394662355157","1882.9394662355157","1715.7304208747382","1715.7304208747382","1715.7304208747382","1558.2115695763823","1558.2115695763823","1558.2115695763823","1649.182056342989","1649.182056342989","1649.182056342989","1022.6082607138085","1022.6082607138085","1022.6082607138085","1206.1558977041175","1206.1558977041175","1206.1558977041175","-48.395412898686","-48.395412898686","-48.395412898686","-49.16824235453181","-49.16824235453181","-49.16824235453181","1443.794624209002","1443.794624209002","1443.794624209002","1135.202417998191","1135.202417998191","1135.202417998191","77.37168507037218","77.37168507037218","77.37168507037218","1715.6532938573193","1715.6532938573193","1715.6532938573193","1436.3199756378813","1436.3199756378813","1436.3199756378813","-57.66812696525339","-57.66812696525339","-57.66812696525339","1431.1504773405668","1431.1504773405668","1431.1504773405668","1855.1070151549902","1855.1070151549902","1855.1070151549902","1665.4610315526202","1665.4610315526202","1665.4610315526202","1385.312067473652","1385.312067473652","1385.312067473652","-53.43813327684227","-53.43813327684227","-53.43813327684227","1081.3776686538927","1081.3776686538927","1081.3776686538927","-300.33515248828616","-300.33515248828616","-300.33515248828616","1632.4973546846543","1632.4973546846543","1632.4973546846543","1808.4255165039774","1808.4255165039774","1808.4255165039774","1856.8918841887291","1856.8918841887291","1856.8918841887291","1773.8288631999485","1773.8288631999485","1773.8288631999485","1645.292363192031","1645.292363192031","1645.292363192031","1750.4704619269075","1750.4704619269075","1750.4704619269075"
"40","1961.2620292552504","1961.2620292552504","1961.2620292552504","1780.1651635573617","1780.1651635573617","1780.1651635573617","2009.9059217470306","2009.9059217470306","2009.9059217470306","1811.0035211728969","1811.0035211728969","1811.0035211728969","1208.5773737851007","1208.5773737851007","1208.5773737851007","1174.7916355418558","1174.7916355418558","1174.7916355418558","-47.31342700700432","-47.31342700700432","-47.31342700700432","40.21533300606153","40.21533300606153","40.21533300606153","1527.6938154949692","1527.6938154949692","1527.6938154949692","1128.8441956995466","1128.8441956995466","1128.8441956995466","575.4486591817773","575.4486591817773","575.4486591817773","1977.416559206374","1977.416559206374","1977.416559206374","1314.4625005903574","1314.4625005903574","1314.4625005903574","-53.14223958170872","-53.14223958170872","-53.14223958170872","1631.4590363485001","1631.4590363485001","1631.4590363485001","1921.3475499279348","1921.3475499279348","1921.3475499279348","1960.7740976330342","1960.7740976330342","1960.7740976330342","1292.5859381633143","1292.5859381633143","1292.5859381633143","-53.67874171398811","-53.67874171398811","-53.67874171398811","1182.524048575927","1182.524048575927","1182.524048575927","286.886988165248","286.886988165248","286.886988165248","1770.3687168434406","1770.3687168434406","1770.3687168434406","1835.754037479193","1835.754037479193","1835.754037479193","1845.216171253135","1845.216171253135","1845.216171253135","1868.2141116816113","1868.2141116816113","1868.2141116816113","2123.431398194575","2123.431398194575","2123.431398194575","1756.6833062050653","1756.6833062050653","1756.6833062050653"
"50","2218.328418403859","2218.328418403859","2218.328418403859","2002.0531758668592","2002.0531758668592","2002.0531758668592","2065.2949873539587","2065.2949873539587","2065.2949873539587","2079.57829490499","2079.57829490499","2079.57829490499","1310.8251342774884","1310.8251342774884","1310.8251342774884","1174.554653935404","1174.554653935404","1174.554653935404","-42.387671143109976","-42.387671143109976","-42.387671143109976","378.3731455890169","378.3731455890169","378.3731455890169","1789.1034937587267","1789.1034937587267","1789.1034937587267","1131.4416494056027","1131.4416494056027","1131.4416494056027","808.4355286426768","808.4355286426768","808.4355286426768","1896.3426162173814","1896.3426162173814","1896.3426162173814","1209.1886414211854","1209.1886414211854","1209.1886414211854","-43.96669670875656","-43.96669670875656","-43.96669670875656","1715.265636877034","1715.265636877034","1715.265636877034","2328.542573754998","2328.542573754998","2328.542573754998","2343.4932227352724","2343.4932227352724","2343.4932227352724","1273.3561946052832","1273.3561946052832","1273.3561946052832","-44.61520197821863","-44.61520197821863","-44.61520197821863","1298.0102295510171","1298.0102295510171","1298.0102295510171","529.4287924056322","529.4287924056322","529.4287924056322","1660.2577398227138","1660.2577398227138","1660.2577398227138","1944.5098549814095","1944.5098549814095","1944.5098549814095","2272.38707664905","2272.38707664905","2272.38707664905","1960.3572293473815","1960.3572293473815","1960.3572293473815","2116.657070453658","2116.657070453658","2116.657070453658","2127.651020674251","2127.651020674251","2127.651020674251"
"60","2405.005830760286","2405.005830760286","2405.005830760286","2187.674788820245","2187.674788820245","2187.674788820245","2142.2359841644925","2142.2359841644925","2142.2359841644925","1978.6406466317057","1978.6406466317057","1978.6406466317057","1327.6997349899618","1327.6997349899618","1327.6997349899618","1009.2853197157368","1009.2853197157368","1009.2853197157368","-44.290715610758525","-44.290715610758525","-44.290715610758525","370.5429639534091","370.5429639534091","370.5429639534091","1691.9760900762644","1691.9760900762644","1691.9760900762644","1523.9225159586756","1523.9225159586756","1523.9225159586756","237.31390619527156","237.31390619527156","237.31390619527156","2294.539616187006","2294.539616187006","2294.539616187006","1317.9480490143233","1317.9480490143233","1317.9480490143233","-45.21286763376856","-45.21286763376856","-45.21286763376856","1655.6276906170701","1655.6276906170701","1655.6276906170701","2321.297169518902","2321.297169518902","2321.297169518902","2479.1160533551074","2479.1160533551074","2479.1160533551074","1228.0054394542824","1228.0054394542824","1228.0054394542824","-44.06448873791033","-44.06448873791033","-44.06448873791033","1274.8848204348812","1274.8848204348812","1274.8848204348812","58.822801974731114","58.822801974731114","58.822801974731114","1695.4843244165295","1695.4843244165295","1695.4843244165295","2196.3504949692397","2196.3504949692397","2196.3504949692397","2145.723640270963","2145.723640270963","2145.723640270963","2280.7084985744805","2280.7084985744805","2280.7084985744805","2427.028648052636","2427.028648052636","2427.028648052636","2128.299063333423","2128.299063333423","2128.299063333423"
"70","2498.6198655878998","2498.6198655878998","2498.6198655878998","2265.386397471492","2265.386397471492","2265.386397471492","2203.4293172160405","2203.4293172160405","2203.4293172160405","2176.5675185046834","2176.5675185046834","2176.5675185046834","1472.8305856762743","1472.8305856762743","1472.8305856762743","991.9154623107188","991.9154623107188","991.9154623107188","-38.65936379710827","-38.65936379710827","-38.65936379710827","538.1168586513606","538.1168586513606","538.1168586513606","2028.0047185872395","2028.0047185872395","2028.0047185872395","1503.2078399128447","1503.2078399128447","1503.2078399128447","1249.7693504617012","1249.7693504617012","1249.7693504617012","2051.24445021131","2051.24445021131","2051.24445021131","1181.6559930456901","1181.6559930456901","1181.6559930456901","-40.22213811013091","-40.22213811013091","-40.22213811013091","1724.1954703594736","1724.1954703594736","1724.1954703594736","2604.3583689689117","2604.3583689689117","2604.3583689689117","2578.8297836172496","2578.8297836172496","2578.8297836172496","1130.7208986661615","1130.7208986661615","1130.7208986661615","-37.717695236209074","-37.717695236209074","-37.717695236209074","1496.4655845907932","1496.4655845907932","1496.4655845907932","324.51999872949807","324.51999872949807","324.51999872949807","1925.4663015765996","1925.4663015765996","1925.4663015765996","2020.5576334883542","2020.5576334883542","2020.5576334883542","2175.5644620734747","2175.5644620734747","2175.5644620734747","2268.6933527300725","2268.6933527300725","2268.6933527300725","2277.077006155297","2277.077006155297","2277.077006155297","2449.27418241388","2449.27418241388","2449.27418241388"
"80","2688.668265478192","2688.668265478192","2688.668265478192","2197.3086766776782","2197.3086766776782","2197.3086766776782","2432.53498230262","2432.53498230262","2432.53498230262","2087.7305087644536","2087.7305087644536","2087.7305087644536","1472.4401067002786","1472.4401067002786","1472.4401067002786","940.1064000948558","940.1064000948558","940.1064000948558","-40.07430941460215","-40.07430941460215","-40.07430941460215","470.35364755080906","470.35364755080906","470.35364755080906","1882.1260284380153","1882.1260284380153","1882.1260284380153","1387.2835815944507","1387.2835815944507","1387.2835815944507","667.1603805703402","667.1603805703402","667.1603805703402","2147.4173595528105","2147.4173595528105","2147.4173595528105","1236.3141438700338","1236.3141438700338","1236.3141438700338","-42.65534148933068","-42.65534148933068","-42.65534148933068","1845.325242764485","1845.325242764485","1845.325242764485","2577.361817269188","2577.361817269188","2577.361817269188","2619.1324599175873","2619.1324599175873","2619.1324599175873","1225.2890042781466","1225.2890042781466","1225.2890042781466","-41.03249451101161","-41.03249451101161","-41.03249451101161","1368.1554152748806","1368.1554152748806","1368.1554152748806","914.0965959789221","914.0965959789221","914.0965959789221","1873.728663219298","1873.728663219298","1873.728663219298","2059.0277279280126","2059.0277279280126","2059.0277279280126","2480.671296985711","2480.671296985711","2480.671296985711","2379.6079696587267","2379.6079696587267","2379.6079696587267","2296.7687849262543","2296.7687849262543","2296.7687849262543","2383.586254636251","2383.586254636251","2383.586254636251"
"90","2687.356043543897","2687.356043543897","2687.356043543897","2516.2177014208382","2516.2177014208382","2516.2177014208382","2409.0509240869956","2409.0509240869956","2409.0509240869956","2136.5276978359943","2136.5276978359943","2136.5276978359943","1552.5731339879426","1552.5731339879426","1552.5731339879426","997.2340263765269","997.2340263765269","997.2340263765269","-38.04461769140648","-38.04461769140648","-38.04461769140648","752.8473465916355","752.8473465916355","752.8473465916355","1780.143096426217","1780.143096426217","1780.143096426217","1346.3874854248336","1346.3874854248336","1346.3874854248336","1069.0797395031382","1069.0797395031382","1069.0797395031382","2146.052800232904","2146.052800232904","2146.052800232904","1298.7546423338097","1298.7546423338097","1298.7546423338097","-38.22222314063168","-38.22222314063168","-38.22222314063168","1834.1783668498597","1834.1783668498597","1834.1783668498597","2624.1299035669676","2624.1299035669676","2624.1299035669676","2762.5195153933805","2762.5195153933805","2762.5195153933805","1170.901079179295","1170.901079179295","1170.901079179295","-41.70696520834824","-41.70696520834824","-41.70696520834824","1367.851618083543","1367.851618083543","1367.851618083543","347.38004539495483","347.38004539495483","347.38004539495483","2034.2655881529363","2034.2655881529363","2034.2655881529363","2187.9676881541645","2187.9676881541645","2187.9676881541645","2438.5833274721294","2438.5833274721294","2438.5833274721294","2544.8063657597263","2544.8063657597263","2544.8063657597263","2599.6728688978087","2599.6728688978087","2599.6728688978087","2519.1247455918833","2519.1247455918833","2519.1247455918833"
