"Step","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_21-14-05_kitchen-complete-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","17-52-52_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","17-52-02_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval","2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN","2025-05-10_17-42-59_kitchen-complete-v0_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX","2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-05-08_07-05-08_kitchen-complete-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX"
"150000","0","0","0","0","0","0","","","","","","","0","0","0","","","","","","","","","","","",""
"155000","0.14285714285714285","0.14285714285714285","0.14285714285714285","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","","","","",""
"160000","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"165000","0","0","0","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","0","0","0","","","","","","","","","","","",""
"170000","0","0","0","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","","",""
"175000","0","0","0","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","","","","",""
"180000","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","0","0","0","","","","","","","","","","","",""
"185000","0","0","0","0","0","0","","","","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","","","","",""
"190000","0","0","0","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","0","0","0","","","","","","","","","","","",""
"195000","0","0","0","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"200000","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"205000","0","0","0","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","","","","",""
"210000","0.2857142857142857","0.2857142857142857","0.2857142857142857","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","","","","",""
"215000","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"220000","0","0","0","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"225000","0","0","0","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","1","1","1","","","","","","","","","","","",""
"230000","0","0","0","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","","","","",""
"235000","0","0","0","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","1","1","1","","","","","","","","","","","",""
"240000","0","0","0","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"245000","0.14285714285714285","0.14285714285714285","0.14285714285714285","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"250000","0.5714285714285714","0.5714285714285714","0.5714285714285714","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"255000","0.5714285714285714","0.5714285714285714","0.5714285714285714","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"260000","0.8571428571428571","0.8571428571428571","0.8571428571428571","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"265000","0.5714285714285714","0.5714285714285714","0.5714285714285714","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","","",""
"270000","1.4285714285714286","1.4285714285714286","1.4285714285714286","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"275000","1.2857142857142858","1.2857142857142858","1.2857142857142858","1","1","1","","","","","","","2.125","2.125","2.125","","","","","","","","","","","",""
"280000","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","","",""
"285000","1.1428571428571428","1.1428571428571428","1.1428571428571428","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"290000","0.8571428571428571","0.8571428571428571","0.8571428571428571","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"295000","1.4285714285714286","1.4285714285714286","1.4285714285714286","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"300000","1","1","1","2","2","2","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"305000","0.8571428571428571","0.8571428571428571","0.8571428571428571","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","","","","",""
"310000","1.8571428571428572","1.8571428571428572","1.8571428571428572","1","1","1","","","","","","","1.625","1.625","1.625","","","","","","","","","","","",""
"315000","0.7142857142857143","0.7142857142857143","0.7142857142857143","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","","",""
"320000","1.1428571428571428","1.1428571428571428","1.1428571428571428","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","","",""
"325000","1.1428571428571428","1.1428571428571428","1.1428571428571428","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"330000","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","","",""
"335000","1","1","1","","","","","","","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","","",""
"340000","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","","",""
"345000","1","1","1","","","","","","","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","","",""
"350000","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","","",""
"355000","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","","",""
"360000","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","2","2","2","","","","","","","","","","","",""
"365000","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","2","2","2","","","","","","","","","","","",""
"370000","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"375000","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","","",""
"380000","2","2","2","","","","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","","",""
"385000","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","3.5","3.5","3.5","","","","","","","","","","","",""
"390000","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","2.875","2.875","2.875","","","","","","","","","","","",""
"395000","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"400000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","2.5","2.5","2.5","","","","","","","","","","","",""
"405000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","1.875","1.875","1.875","","","","","","","","","","","",""
"410000","2","2","2","","","","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","","",""
"415000","2.375","2.375","2.375","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"420000","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","2.375","2.375","2.375","","","","","","","","","","","",""
"425000","1","1","1","","","","","","","","","","2.25","2.25","2.25","","","","","","","","","","","",""
"430000","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","","","","",""
"435000","2.75","2.75","2.75","","","","","","","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","","","","",""
"440000","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","2.625","2.625","2.625","","","","","","","","","","","",""
"445000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","3.125","3.125","3.125","","","","","","","","","","","",""
"450000","2.5","2.5","2.5","","","","","","","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","","",""
"455000","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","","","","",""
"460000","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","2","2","2","","","","","","","","","","","",""
"465000","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"470000","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","","",""
"475000","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","","","","","","","",""
"480000","3","3","3","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"485000","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","","","2.625","2.625","2.625","","","","","","","","","","","",""
"490000","2.875","2.875","2.875","","","","","","","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","","",""
"495000","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","2","2","2","","","","","","","","","","","",""
"500000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","2.625","2.625","2.625","","","","","","","","","","","",""
"505000","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","","","2.875","2.875","2.875","","","","","","","","","","","",""
"510000","2.125","2.125","2.125","","","","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","","",""
"515000","2.5","2.5","2.5","","","","","","","","","","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","","",""
"520000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","","",""
"525000","3","3","3","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"530000","3.375","3.375","3.375","","","","","","","","","","2.5","2.5","2.5","","","","","","","","","","","",""
"535000","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"540000","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","","",""
"545000","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"550000","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","","","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","","","","",""
"555000","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"560000","3","3","3","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"565000","2.625","2.625","2.625","","","","","","","","","","3.25","3.25","3.25","","","","","","","","","","","",""
"570000","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","3.375","3.375","3.375","","","","","","","","","","","",""
"575000","2.875","2.875","2.875","","","","","","","","","","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","","","","",""
"580000","2.75","2.75","2.75","","","","","","","","","","2.625","2.625","2.625","","","","","","","","","","","",""
"585000","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","","","3.125","3.125","3.125","","","","","","","","","","","",""
"590000","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","","","","",""
"595000","3","3","3","","","","","","","","","","3.375","3.375","3.375","","","","","","","","","","","",""
"600000","3","3","3","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"605000","2.875","2.875","2.875","","","","","","","","","","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","","","","",""
"610000","3","3","3","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"615000","2.75","2.75","2.75","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"620000","2","2","2","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"625000","3.5","3.5","3.5","","","","","","","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","","","","",""
"630000","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"635000","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"640000","3","3","3","","","","","","","","","","2.875","2.875","2.875","","","","","","","","","","","",""
"645000","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","","",""
"650000","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","","","3","3","3","","","","","","","","","","","",""
"655000","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","2.875","2.875","2.875","","","","","","","","","","","",""
"660000","3.25","3.25","3.25","","","","","","","","","","3.25","3.25","3.25","","","","","","","","","","","",""
"665000","3.25","3.25","3.25","","","","","","","","","","3.375","3.375","3.375","","","","","","","","","","","",""
"670000","2.25","2.25","2.25","","","","","","","","","","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","","","","",""
"675000","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","","","","",""
"680000","3.375","3.375","3.375","","","","","","","","","","2.375","2.375","2.375","","","","","","","","","","","",""
"685000","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"690000","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","","","","",""
"695000","2.75","2.75","2.75","","","","","","","","","","2.75","2.75","2.75","","","","","","","","","","","",""
"700000","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","2.5","2.5","2.5","","","","","","","","","","","",""
"705000","3.375","3.375","3.375","","","","","","","","","","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","","","","",""
"710000","2.5","2.5","2.5","","","","","","","","","","3.25","3.25","3.25","","","","","","","","","","","",""
"715000","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","","","2.5","2.5","2.5","","","","","","","","","","","",""
"720000","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","","","","",""
"725000","3","3","3","","","","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","","",""
"730000","3.125","3.125","3.125","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","","","","",""
"735000","3.7777777777777777","3.7777777777777777","3.7777777777777777","","","","","","","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","","","","",""
"740000","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","3.125","3.125","3.125","","","","","","","","","","","",""
"745000","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","","","3.125","3.125","3.125","","","","","","","","","","","",""
"750000","3.25","3.25","3.25","","","","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","","","","",""
"755000","2.75","2.75","2.75","","","","","","","","","","2.625","2.625","2.625","","","","","","","","","","","",""
"760000","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","3.25","3.25","3.25","","","","","","","","","","","",""
"765000","2","2","2","","","","","","","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","","",""
