"Step","2025-05-22_19-58-31_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed0 - eval/avg episode reward","2025-05-22_19-58-31_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed0 - eval/avg episode reward__MIN","2025-05-22_19-58-31_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed0 - eval/avg episode reward__MAX","2025-05-22_19-58-22_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed3407 - eval/avg episode reward","2025-05-22_19-58-22_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed3407 - eval/avg episode reward__MIN","2025-05-22_19-58-22_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed3407 - eval/avg episode reward__MAX","2025-05-22_19-58-11_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed0 - eval/avg episode reward","2025-05-22_19-58-11_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed0 - eval/avg episode reward__MIN","2025-05-22_19-58-11_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed0 - eval/avg episode reward__MAX","2025-05-22_19-57-36_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed3407 - eval/avg episode reward","2025-05-22_19-57-36_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed3407 - eval/avg episode reward__MIN","2025-05-22_19-57-36_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed3407 - eval/avg episode reward__MAX","2025-05-08_11-25-18_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed42 - eval/avg episode reward","2025-05-08_11-25-18_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed42 - eval/avg episode reward__MIN","2025-05-08_11-25-18_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td1_tdf1_seed42 - eval/avg episode reward__MAX","2025-05-08_11-24-43_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed42 - eval/avg episode reward","2025-05-08_11-24-43_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed42 - eval/avg episode reward__MIN","2025-05-08_11-24-43_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td2_tdf2_seed42 - eval/avg episode reward__MAX","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MIN","2025-05-08_11-20-55_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed3407 - eval/avg episode reward__MAX","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MIN","2025-05-08_11-20-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed0 - eval/avg episode reward__MAX","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MIN","2025-05-08_07-03-14_kitchen-complete-v0_ppo_shortcut_mlp_ta4_td4_tdf4_seed42 - eval/avg episode reward__MAX"
"150","3.8344827586206898","3.8344827586206898","3.8344827586206898","3.7832167832167833","3.7832167832167833","3.7832167832167833","2.3627450980392157","2.3627450980392157","2.3627450980392157","2.5445544554455446","2.5445544554455446","2.5445544554455446","2.34375","2.34375","2.34375","3.8482758620689657","3.8482758620689657","3.8482758620689657","3.8701298701298703","3.8701298701298703","3.8701298701298703","3.947712418300654","3.947712418300654","3.947712418300654","3.96875","3.96875","3.96875"
"160","3.7333333333333334","3.7333333333333334","3.7333333333333334","3.801418439716312","3.801418439716312","3.801418439716312","2.5238095238095237","2.5238095238095237","2.5238095238095237","2.549019607843137","2.549019607843137","2.549019607843137","2.4","2.4","2.4","3.7762237762237763","3.7762237762237763","3.7762237762237763","3.878205128205128","3.878205128205128","3.878205128205128","3.948051948051948","3.948051948051948","3.948051948051948","3.925","3.925","3.925"
"170","3.7569444444444446","3.7569444444444446","3.7569444444444446","3.827338129496403","3.827338129496403","3.827338129496403","2.588235294117647","2.588235294117647","2.588235294117647","2.656862745098039","2.656862745098039","2.656862745098039","2.5555555555555554","2.5555555555555554","2.5555555555555554","3.8541666666666665","3.8541666666666665","3.8541666666666665","3.8525641025641026","3.8525641025641026","3.8525641025641026","3.973856209150327","3.973856209150327","3.973856209150327","3.9182389937106916","3.9182389937106916","3.9182389937106916"
"180","3.8194444444444446","3.8194444444444446","3.8194444444444446","3.8055555555555554","3.8055555555555554","3.8055555555555554","2.51","2.51","2.51","2.5384615384615383","2.5384615384615383","2.5384615384615383","2.5514018691588785","2.5514018691588785","2.5514018691588785","3.863013698630137","3.863013698630137","3.863013698630137","3.8516129032258064","3.8516129032258064","3.8516129032258064","3.949044585987261","3.949044585987261","3.949044585987261","3.9182389937106916","3.9182389937106916","3.9182389937106916"
"190","3.861111111111111","3.861111111111111","3.861111111111111","3.7535211267605635","3.7535211267605635","3.7535211267605635","2.4653465346534653","2.4653465346534653","2.4653465346534653","2.6435643564356437","2.6435643564356437","2.6435643564356437","2.5533980582524274","2.5533980582524274","2.5533980582524274","3.815068493150685","3.815068493150685","3.815068493150685","3.9367088607594938","3.9367088607594938","3.9367088607594938","3.9545454545454546","3.9545454545454546","3.9545454545454546","3.938650306748466","3.938650306748466","3.938650306748466"
"200","3.8541666666666665","3.8541666666666665","3.8541666666666665","3.870748299319728","3.870748299319728","3.870748299319728","2.5247524752475248","2.5247524752475248","2.5247524752475248","2.5","2.5","2.5","2.625","2.625","2.625","3.856164383561644","3.856164383561644","3.856164383561644","3.929936305732484","3.929936305732484","3.929936305732484","3.935064935064935","3.935064935064935","3.935064935064935","3.950617283950617","3.950617283950617","3.950617283950617"
"210","3.8958333333333335","3.8958333333333335","3.8958333333333335","3.8424657534246576","3.8424657534246576","3.8424657534246576","2.4545454545454546","2.4545454545454546","2.4545454545454546","2.7169811320754715","2.7169811320754715","2.7169811320754715","2.47","2.47","2.47","3.8435374149659864","3.8435374149659864","3.8435374149659864","3.9235668789808917","3.9235668789808917","3.9235668789808917","3.9276315789473686","3.9276315789473686","3.9276315789473686","3.90625","3.90625","3.90625"
"220","3.8461538461538463","3.8461538461538463","3.8461538461538463","3.820689655172414","3.820689655172414","3.820689655172414","2.5510204081632653","2.5510204081632653","2.5510204081632653","2.520408163265306","2.520408163265306","2.520408163265306","2.5145631067961167","2.5145631067961167","2.5145631067961167","3.787671232876712","3.787671232876712","3.787671232876712","3.9875","3.9875","3.9875","3.9805194805194803","3.9805194805194803","3.9805194805194803","3.932515337423313","3.932515337423313","3.932515337423313"
"230","3.8866666666666667","3.8866666666666667","3.8866666666666667","3.7588652482269502","3.7588652482269502","3.7588652482269502","2.56","2.56","2.56","2.7211538461538463","2.7211538461538463","2.7211538461538463","2.5051546391752577","2.5051546391752577","2.5051546391752577","3.8098591549295775","3.8098591549295775","3.8098591549295775","3.8987341772151898","3.8987341772151898","3.8987341772151898","3.9808917197452227","3.9808917197452227","3.9808917197452227","3.953757225433526","3.953757225433526","3.953757225433526"
"240","3.765957446808511","3.765957446808511","3.765957446808511","3.777027027027027","3.777027027027027","3.777027027027027","2.63","2.63","2.63","2.5510204081632653","2.5510204081632653","2.5510204081632653","2.46875","2.46875","2.46875","3.808219178082192","3.808219178082192","3.808219178082192","3.91875","3.91875","3.91875","3.8843537414965987","3.8843537414965987","3.8843537414965987","3.879120879120879","3.879120879120879","3.879120879120879"
"250","3.9205298013245033","3.9205298013245033","3.9205298013245033","3.8493150684931505","3.8493150684931505","3.8493150684931505","2.676767676767677","2.676767676767677","2.676767676767677","2.4479166666666665","2.4479166666666665","2.4479166666666665","2.712871287128713","2.712871287128713","2.712871287128713","3.7880794701986753","3.7880794701986753","3.7880794701986753","3.9875","3.9875","3.9875","3.645390070921986","3.645390070921986","3.645390070921986","3.908108108108108","3.908108108108108","3.908108108108108"
