"Step","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX"
"200","2767.550272895753","2767.550272895753","2767.550272895753","2825.022197738622","2825.022197738622","2825.022197738622","2847.951687423704","2847.951687423704","2847.951687423704","2609.0000915725927","2609.0000915725927","2609.0000915725927","2632.4393413811267","2632.4393413811267","2632.4393413811267","2607.6899246818152","2607.6899246818152","2607.6899246818152","2532.401014589916","2532.401014589916","2532.401014589916","2522.2024846934773","2522.2024846934773","2522.2024846934773","2579.04176371797","2579.04176371797","2579.04176371797","","","","","","","","",""
"210","2773.434115995758","2773.434115995758","2773.434115995758","2881.5144636190817","2881.5144636190817","2881.5144636190817","2906.714310960298","2906.714310960298","2906.714310960298","2682.9342907807995","2682.9342907807995","2682.9342907807995","2715.912461640617","2715.912461640617","2715.912461640617","2654.390363860612","2654.390363860612","2654.390363860612","2559.6258888479615","2559.6258888479615","2559.6258888479615","2536.645395830836","2536.645395830836","2536.645395830836","2518.2783975023904","2518.2783975023904","2518.2783975023904","","","","","","","","",""
"220","2845.491601834733","2845.491601834733","2845.491601834733","2832.474224275478","2832.474224275478","2832.474224275478","2905.807615317871","2905.807615317871","2905.807615317871","2688.365836934138","2688.365836934138","2688.365836934138","2730.465689455952","2730.465689455952","2730.465689455952","2565.0117860822256","2565.0117860822256","2565.0117860822256","2520.521723997449","2520.521723997449","2520.521723997449","2526.142501915154","2526.142501915154","2526.142501915154","2619.502621248733","2619.502621248733","2619.502621248733","","","","","","","","",""
"230","2894.4506929039712","2894.4506929039712","2894.4506929039712","2885.690144191516","2885.690144191516","2885.690144191516","2928.1656013956326","2928.1656013956326","2928.1656013956326","2663.5503453851584","2663.5503453851584","2663.5503453851584","2746.951439680321","2746.951439680321","2746.951439680321","2622.852154502633","2622.852154502633","2622.852154502633","2571.7515388232678","2571.7515388232678","2571.7515388232678","2455.79429136195","2455.79429136195","2455.79429136195","2636.1431161866817","2636.1431161866817","2636.1431161866817","","","","","","","","",""
"240","2931.7917419441537","2931.7917419441537","2931.7917419441537","2915.133704973806","2915.133704973806","2915.133704973806","2890.497462965616","2890.497462965616","2890.497462965616","2726.975810129648","2726.975810129648","2726.975810129648","2763.081894226769","2763.081894226769","2763.081894226769","2629.933711876939","2629.933711876939","2629.933711876939","2514.9968825371407","2514.9968825371407","2514.9968825371407","2501.7077466681703","2501.7077466681703","2501.7077466681703","2608.1969220721144","2608.1969220721144","2608.1969220721144","","","","","","","","",""
"250","2924.4080515260434","2924.4080515260434","2924.4080515260434","2881.6265072117762","2881.6265072117762","2881.6265072117762","2937.832616833193","2937.832616833193","2937.832616833193","2767.921630516271","2767.921630516271","2767.921630516271","2818.6160279625283","2818.6160279625283","2818.6160279625283","2681.9109148339717","2681.9109148339717","2681.9109148339717","2535.9776030329567","2535.9776030329567","2535.9776030329567","2521.607331723427","2521.607331723427","2521.607331723427","2564.7607155664186","2564.7607155664186","2564.7607155664186","","","","","","","","",""
"260","2876.8091410573775","2876.8091410573775","2876.8091410573775","2984.3128731904294","2984.3128731904294","2984.3128731904294","2936.5748807002337","2936.5748807002337","2936.5748807002337","2781.086516891171","2781.086516891171","2781.086516891171","2802.853513597929","2802.853513597929","2802.853513597929","2744.014307395595","2744.014307395595","2744.014307395595","2567.3942315383197","2567.3942315383197","2567.3942315383197","2558.545688171808","2558.545688171808","2558.545688171808","2628.1885677787004","2628.1885677787004","2628.1885677787004","","","","","","","","",""
"270","2951.045905032121","2951.045905032121","2951.045905032121","3004.6817093082072","3004.6817093082072","3004.6817093082072","2960.05548991884","2960.05548991884","2960.05548991884","2823.529482236437","2823.529482236437","2823.529482236437","2869.2657185473445","2869.2657185473445","2869.2657185473445","2706.102523557377","2706.102523557377","2706.102523557377","2574.2860132684245","2574.2860132684245","2574.2860132684245","2486.3604996455824","2486.3604996455824","2486.3604996455824","2638.796420183809","2638.796420183809","2638.796420183809","","","","","","","","",""
"280","2991.303030165057","2991.303030165057","2991.303030165057","3021.3218776828044","3021.3218776828044","3021.3218776828044","2972.432037092757","2972.432037092757","2972.432037092757","2815.114585911581","2815.114585911581","2815.114585911581","2875.1187441360366","2875.1187441360366","2875.1187441360366","2743.73241245649","2743.73241245649","2743.73241245649","2606.8496381045015","2606.8496381045015","2606.8496381045015","2553.733031820958","2553.733031820958","2553.733031820958","2612.9540844240155","2612.9540844240155","2612.9540844240155","","","","","","","","",""
"290","2999.846244850602","2999.846244850602","2999.846244850602","2998.3586555298766","2998.3586555298766","2998.3586555298766","2985.193138350715","2985.193138350715","2985.193138350715","2825.941808419523","2825.941808419523","2825.941808419523","2886.527351294716","2886.527351294716","2886.527351294716","2799.6729540897018","2799.6729540897018","2799.6729540897018","2619.4437572783654","2619.4437572783654","2619.4437572783654","2576.271098540465","2576.271098540465","2576.271098540465","2603.3568789401415","2603.3568789401415","2603.3568789401415","","","","","","","","",""
"300","3019.9257146896516","3019.9257146896516","3019.9257146896516","3027.677783915034","3027.677783915034","3027.677783915034","2994.147716693229","2994.147716693229","2994.147716693229","2852.5129951934878","2852.5129951934878","2852.5129951934878","2868.864315172882","2868.864315172882","2868.864315172882","2848.2335450315086","2848.2335450315086","2848.2335450315086","2614.8090948606255","2614.8090948606255","2614.8090948606255","2584.898323142691","2584.898323142691","2584.898323142691","2526.904445237992","2526.904445237992","2526.904445237992","","","","","","","","",""
"310","3026.8666468613947","3026.8666468613947","3026.8666468613947","2993.642461433965","2993.642461433965","2993.642461433965","2992.433577245968","2992.433577245968","2992.433577245968","2884.977049184535","2884.977049184535","2884.977049184535","2857.9461196224033","2857.9461196224033","2857.9461196224033","2766.5137647063807","2766.5137647063807","2766.5137647063807","2614.621832573179","2614.621832573179","2614.621832573179","2584.439584868246","2584.439584868246","2584.439584868246","2588.330617779682","2588.330617779682","2588.330617779682","","","","","","","","",""
"320","3026.975273852349","3026.975273852349","3026.975273852349","3021.2261314475154","3021.2261314475154","3021.2261314475154","3005.2405791461324","3005.2405791461324","3005.2405791461324","2872.8979776218453","2872.8979776218453","2872.8979776218453","2925.7249843603604","2925.7249843603604","2925.7249843603604","2825.1441605407676","2825.1441605407676","2825.1441605407676","2627.465305095697","2627.465305095697","2627.465305095697","2625.015427439872","2625.015427439872","2625.015427439872","2617.0616272523594","2617.0616272523594","2617.0616272523594","","","","","","","","",""
"330","3002.291906129935","3002.291906129935","3002.291906129935","3041.665292094945","3041.665292094945","3041.665292094945","2995.6002644379632","2995.6002644379632","2995.6002644379632","2925.0018173379176","2925.0018173379176","2925.0018173379176","2922.1966768588272","2922.1966768588272","2922.1966768588272","2837.5836536914353","2837.5836536914353","2837.5836536914353","2627.958826868601","2627.958826868601","2627.958826868601","2680.409977492343","2680.409977492343","2680.409977492343","2597.0794914158737","2597.0794914158737","2597.0794914158737","","","","","","","","",""
"340","3020.1667700580033","3020.1667700580033","3020.1667700580033","3053.7717284597247","3053.7717284597247","3053.7717284597247","3040.9788541534735","3040.9788541534735","3040.9788541534735","2904.7795093113073","2904.7795093113073","2904.7795093113073","2916.7005873605685","2916.7005873605685","2916.7005873605685","2868.378080355596","2868.378080355596","2868.378080355596","2635.707581309575","2635.707581309575","2635.707581309575","2695.8554842691847","2695.8554842691847","2695.8554842691847","2624.363962282542","2624.363962282542","2624.363962282542","","","","","","","","",""
"350","3016.33354929798","3016.33354929798","3016.33354929798","3042.620639180721","3042.620639180721","3042.620639180721","3054.19446845106","3054.19446845106","3054.19446845106","2901.8664867244456","2901.8664867244456","2901.8664867244456","2908.28771752263","2908.28771752263","2908.28771752263","2903.9868897461874","2903.9868897461874","2903.9868897461874","2646.7798058869025","2646.7798058869025","2646.7798058869025","2817.4735451199404","2817.4735451199404","2817.4735451199404","2664.428718149754","2664.428718149754","2664.428718149754","","","","","","","","",""
"360","3002.0377365000736","3002.0377365000736","3002.0377365000736","3097.3492854787646","3097.3492854787646","3097.3492854787646","3073.5812241010003","3073.5812241010003","3073.5812241010003","2932.8338883247916","2932.8338883247916","2932.8338883247916","2929.464495871491","2929.464495871491","2929.464495871491","2887.2770763014755","2887.2770763014755","2887.2770763014755","2681.5137842180857","2681.5137842180857","2681.5137842180857","2879.4463864502977","2879.4463864502977","2879.4463864502977","2705.0852238488233","2705.0852238488233","2705.0852238488233","","","","","","","","",""
"370","3016.2310455424144","3016.2310455424144","3016.2310455424144","3119.3865528902293","3119.3865528902293","3119.3865528902293","3077.269891524226","3077.269891524226","3077.269891524226","2922.084909552429","2922.084909552429","2922.084909552429","2976.051043262177","2976.051043262177","2976.051043262177","2873.3802368397505","2873.3802368397505","2873.3802368397505","2682.0542958728497","2682.0542958728497","2682.0542958728497","2900.609118382319","2900.609118382319","2900.609118382319","2838.3490068923866","2838.3490068923866","2838.3490068923866","","","","","","","","",""
"380","3029.6144349624838","3029.6144349624838","3029.6144349624838","3092.329634655033","3092.329634655033","3092.329634655033","3103.8753097312688","3103.8753097312688","3103.8753097312688","2950.4925699938212","2950.4925699938212","2950.4925699938212","2985.5626313173707","2985.5626313173707","2985.5626313173707","2876.281585174777","2876.281585174777","2876.281585174777","2670.0359397127613","2670.0359397127613","2670.0359397127613","2955.163745697157","2955.163745697157","2955.163745697157","2905.1812351980166","2905.1812351980166","2905.1812351980166","","","","","","","","",""
"390","3034.8482601889336","3034.8482601889336","3034.8482601889336","3135.5487303288523","3135.5487303288523","3135.5487303288523","3127.994200361839","3127.994200361839","3127.994200361839","2922.560595321763","2922.560595321763","2922.560595321763","2987.4466125368626","2987.4466125368626","2987.4466125368626","2886.248395880764","2886.248395880764","2886.248395880764","2717.055647581765","2717.055647581765","2717.055647581765","2945.7164616195887","2945.7164616195887","2945.7164616195887","2993.8462319312553","2993.8462319312553","2993.8462319312553","","","","","","","","",""
"400","2991.31337066973","2991.31337066973","2991.31337066973","3125.888013484741","3125.888013484741","3125.888013484741","3144.901046684415","3144.901046684415","3144.901046684415","2952.7772459755734","2952.7772459755734","2952.7772459755734","2992.0520944881077","2992.0520944881077","2992.0520944881077","2873.0657986654724","2873.0657986654724","2873.0657986654724","2764.2567018715745","2764.2567018715745","2764.2567018715745","3014.047264376529","3014.047264376529","3014.047264376529","2995.0739804697946","2995.0739804697946","2995.0739804697946","","","","","","","","",""
"410","3067.2698806777544","3067.2698806777544","3067.2698806777544","3107.732481952148","3107.732481952148","3107.732481952148","3090.9332250626194","3090.9332250626194","3090.9332250626194","2917.300876616958","2917.300876616958","2917.300876616958","3000.25378546867","3000.25378546867","3000.25378546867","2874.280270125382","2874.280270125382","2874.280270125382","2785.327629450114","2785.327629450114","2785.327629450114","2996.680466060031","2996.680466060031","2996.680466060031","3051.8657775070346","3051.8657775070346","3051.8657775070346","","","","","","","","",""
"420","3082.5394726089553","3082.5394726089553","3082.5394726089553","3092.8461558463173","3092.8461558463173","3092.8461558463173","3101.4132514532585","3101.4132514532585","3101.4132514532585","2953.3415946647","2953.3415946647","2953.3415946647","3012.9472815536596","3012.9472815536596","3012.9472815536596","2860.335172236004","2860.335172236004","2860.335172236004","2865.8383787198804","2865.8383787198804","2865.8383787198804","3022.3900487889828","3022.3900487889828","3022.3900487889828","3077.386363067816","3077.386363067816","3077.386363067816","","","","","","","","",""
"430","3101.9419992189623","3101.9419992189623","3101.9419992189623","3092.9207845984974","3092.9207845984974","3092.9207845984974","3097.542121739849","3097.542121739849","3097.542121739849","2955.682470574996","2955.682470574996","2955.682470574996","3014.689886633116","3014.689886633116","3014.689886633116","2905.9356113790345","2905.9356113790345","2905.9356113790345","2933.3518938812426","2933.3518938812426","2933.3518938812426","3057.9099304475985","3057.9099304475985","3057.9099304475985","3096.348379959571","3096.348379959571","3096.348379959571","","","","","","","","",""
"440","3102.386425952873","3102.386425952873","3102.386425952873","3091.400753004883","3091.400753004883","3091.400753004883","3075.708187111741","3075.708187111741","3075.708187111741","2971.040142888379","2971.040142888379","2971.040142888379","3036.9307249882195","3036.9307249882195","3036.9307249882195","2915.360565429167","2915.360565429167","2915.360565429167","2861.5382619044576","2861.5382619044576","2861.5382619044576","3064.7958060908904","3064.7958060908904","3064.7958060908904","3059.917759780331","3059.917759780331","3059.917759780331","","","","","","","","",""
"450","3104.903177447698","3104.903177447698","3104.903177447698","3102.5735240751205","3102.5735240751205","3102.5735240751205","3109.1293999306763","3109.1293999306763","3109.1293999306763","2983.784462847207","2983.784462847207","2983.784462847207","3024.9597092436434","3024.9597092436434","3024.9597092436434","2943.226794752847","2943.226794752847","2943.226794752847","2928.099220451605","2928.099220451605","2928.099220451605","3078.446662774501","3078.446662774501","3078.446662774501","3097.591187870205","3097.591187870205","3097.591187870205","","","","","","","","",""
"460","3152.726956163699","3152.726956163699","3152.726956163699","3087.75772268933","3087.75772268933","3087.75772268933","3098.316774355733","3098.316774355733","3098.316774355733","2946.5644680188707","2946.5644680188707","2946.5644680188707","3085.291441619076","3085.291441619076","3085.291441619076","2961.7700818166936","2961.7700818166936","2961.7700818166936","2986.2895970225245","2986.2895970225245","2986.2895970225245","3088.7115957365386","3088.7115957365386","3088.7115957365386","3108.1532381407","3108.1532381407","3108.1532381407","","","","","","","","",""
"470","3197.3048752479435","3197.3048752479435","3197.3048752479435","3099.9183061784342","3099.9183061784342","3099.9183061784342","3093.8677844968215","3093.8677844968215","3093.8677844968215","2925.2957560396703","2925.2957560396703","2925.2957560396703","3098.9631531738814","3098.9631531738814","3098.9631531738814","2953.0486744594787","2953.0486744594787","2953.0486744594787","3063.8313386266","3063.8313386266","3063.8313386266","3096.132516860459","3096.132516860459","3096.132516860459","3105.1572594521576","3105.1572594521576","3105.1572594521576","","","","","","","","",""
"480","3150.5274487558568","3150.5274487558568","3150.5274487558568","3111.4744011055996","3111.4744011055996","3111.4744011055996","3118.796386248195","3118.796386248195","3118.796386248195","2959.5670592577335","2959.5670592577335","2959.5670592577335","3118.243900804434","3118.243900804434","3118.243900804434","2981.3230445935833","2981.3230445935833","2981.3230445935833","3100.6977706045413","3100.6977706045413","3100.6977706045413","3111.6624390992556","3111.6624390992556","3111.6624390992556","3104.0805244498697","3104.0805244498697","3104.0805244498697","","","","","","","","",""
"490","3132.468045102329","3132.468045102329","3132.468045102329","3139.2613739509584","3139.2613739509584","3139.2613739509584","3118.559694631106","3118.559694631106","3118.559694631106","2957.892092292636","2957.892092292636","2957.892092292636","3149.521409297759","3149.521409297759","3149.521409297759","2976.1450934044483","2976.1450934044483","2976.1450934044483","3108.1625220584588","3108.1625220584588","3108.1625220584588","3124.0444740481753","3124.0444740481753","3124.0444740481753","3121.747941615168","3121.747941615168","3121.747941615168","","","","","","","","",""
"500","3178.4978670658797","3178.4978670658797","3178.4978670658797","3159.7074425814913","3159.7074425814913","3159.7074425814913","3134.4394858167284","3134.4394858167284","3134.4394858167284","2993.9987254261832","2993.9987254261832","2993.9987254261832","3096.4211308225194","3096.4211308225194","3096.4211308225194","2994.0809688894046","2994.0809688894046","2994.0809688894046","3092.8431113084553","3092.8431113084553","3092.8431113084553","3126.954099730345","3126.954099730345","3126.954099730345","3136.2138042046777","3136.2138042046777","3136.2138042046777","","","","","","","","",""
"510","3194.207210684072","3194.207210684072","3194.207210684072","3151.635267741379","3151.635267741379","3151.635267741379","3123.9910820611626","3123.9910820611626","3123.9910820611626","3037.1434961789437","3037.1434961789437","3037.1434961789437","3121.2253636097166","3121.2253636097166","3121.2253636097166","2976.8270693172635","2976.8270693172635","2976.8270693172635","3096.8007745042014","3096.8007745042014","3096.8007745042014","3145.0770920807518","3145.0770920807518","3145.0770920807518","3125.2719223635386","3125.2719223635386","3125.2719223635386","","","","","","","","",""
"520","3176.0118028778547","3176.0118028778547","3176.0118028778547","3135.959182543019","3135.959182543019","3135.959182543019","3150.7664765204945","3150.7664765204945","3150.7664765204945","3005.5661018550336","3005.5661018550336","3005.5661018550336","3093.1961318070958","3093.1961318070958","3093.1961318070958","2977.26387990826","2977.26387990826","2977.26387990826","3127.2645768419325","3127.2645768419325","3127.2645768419325","3139.6879458066496","3139.6879458066496","3139.6879458066496","3126.145674271122","3126.145674271122","3126.145674271122","","","","","","","","",""
"530","3183.2871902747056","3183.2871902747056","3183.2871902747056","3160.6886914174734","3160.6886914174734","3160.6886914174734","3129.3571327108452","3129.3571327108452","3129.3571327108452","3022.896740179257","3022.896740179257","3022.896740179257","3082.0181368406875","3082.0181368406875","3082.0181368406875","3007.8634765798047","3007.8634765798047","3007.8634765798047","3133.914103087273","3133.914103087273","3133.914103087273","3143.4836610481366","3143.4836610481366","3143.4836610481366","3153.7943193110414","3153.7943193110414","3153.7943193110414","","","","","","","","",""
"540","3174.929414586263","3174.929414586263","3174.929414586263","3158.4895297447683","3158.4895297447683","3158.4895297447683","3134.8359770305556","3134.8359770305556","3134.8359770305556","3020.92594876855","3020.92594876855","3020.92594876855","3083.3819808930425","3083.3819808930425","3083.3819808930425","3041.3023001648753","3041.3023001648753","3041.3023001648753","3119.0839377630837","3119.0839377630837","3119.0839377630837","3162.9039292418124","3162.9039292418124","3162.9039292418124","3147.462695113711","3147.462695113711","3147.462695113711","","","","","","","","",""
"550","3184.4868771547613","3184.4868771547613","3184.4868771547613","3140.8934878085843","3140.8934878085843","3140.8934878085843","3122.366884908807","3122.366884908807","3122.366884908807","3049.8313607242676","3049.8313607242676","3049.8313607242676","3111.0595271884995","3111.0595271884995","3111.0595271884995","3048.271482395615","3048.271482395615","3048.271482395615","3152.77878136221","3152.77878136221","3152.77878136221","3148.243271939978","3148.243271939978","3148.243271939978","3181.9558530208697","3181.9558530208697","3181.9558530208697","","","","","","","","",""
"560","3189.4417222188054","3189.4417222188054","3189.4417222188054","3136.9330241596645","3136.9330241596645","3136.9330241596645","3110.132342565922","3110.132342565922","3110.132342565922","3041.8828180487376","3041.8828180487376","3041.8828180487376","3139.0548520354396","3139.0548520354396","3139.0548520354396","3041.109348416361","3041.109348416361","3041.109348416361","3137.739495167646","3137.739495167646","3137.739495167646","3166.3617780379477","3166.3617780379477","3166.3617780379477","3160.7885906193487","3160.7885906193487","3160.7885906193487","","","","","","","","",""
"570","3219.754194436724","3219.754194436724","3219.754194436724","3166.6693680949147","3166.6693680949147","3166.6693680949147","3111.427763339621","3111.427763339621","3111.427763339621","3052.1881606583424","3052.1881606583424","3052.1881606583424","3112.0015229556875","3112.0015229556875","3112.0015229556875","3088.110974641023","3088.110974641023","3088.110974641023","3149.1979559001625","3149.1979559001625","3149.1979559001625","3171.6179061599055","3171.6179061599055","3171.6179061599055","3168.920928324948","3168.920928324948","3168.920928324948","","","","","","","","",""
"580","3245.9025370335785","3245.9025370335785","3245.9025370335785","3169.425151175923","3169.425151175923","3169.425151175923","3136.706396040271","3136.706396040271","3136.706396040271","3029.9730001995144","3029.9730001995144","3029.9730001995144","3139.3413143220687","3139.3413143220687","3139.3413143220687","3086.8049521289918","3086.8049521289918","3086.8049521289918","3169.23992668355","3169.23992668355","3169.23992668355","3175.9460296888255","3175.9460296888255","3175.9460296888255","3180.4216188040127","3180.4216188040127","3180.4216188040127","","","","","","","","",""
"590","3229.082723854686","3229.082723854686","3229.082723854686","3166.129284648821","3166.129284648821","3166.129284648821","3119.815965210658","3119.815965210658","3119.815965210658","3039.531242319646","3039.531242319646","3039.531242319646","3150.973946010574","3150.973946010574","3150.973946010574","3069.218963219132","3069.218963219132","3069.218963219132","3166.074903644895","3166.074903644895","3166.074903644895","3179.639702416801","3179.639702416801","3179.639702416801","3170.4312771402037","3170.4312771402037","3170.4312771402037","","","","","","","","",""
"600","3240.7026576330245","3240.7026576330245","3240.7026576330245","3147.608968436797","3147.608968436797","3147.608968436797","3107.3971215927477","3107.3971215927477","3107.3971215927477","3037.4431129450213","3037.4431129450213","3037.4431129450213","3146.0512558475625","3146.0512558475625","3146.0512558475625","3073.7754446227927","3073.7754446227927","3073.7754446227927","3138.5804734273875","3138.5804734273875","3138.5804734273875","3180.0293490965187","3180.0293490965187","3180.0293490965187","3186.16130793068","3186.16130793068","3186.16130793068","","","","","","","","",""
"610","3227.066864281951","3227.066864281951","3227.066864281951","3177.581440847865","3177.581440847865","3177.581440847865","3114.188903757638","3114.188903757638","3114.188903757638","3054.71234898234","3054.71234898234","3054.71234898234","3137.833802134991","3137.833802134991","3137.833802134991","3056.680888554291","3056.680888554291","3056.680888554291","3170.59864118092","3170.59864118092","3170.59864118092","3187.6386598607837","3187.6386598607837","3187.6386598607837","3194.3111143699957","3194.3111143699957","3194.3111143699957","","","","","","","","",""
"620","3234.1436087670863","3234.1436087670863","3234.1436087670863","3145.0650335817772","3145.0650335817772","3145.0650335817772","3139.878423033972","3139.878423033972","3139.878423033972","3072.554162727471","3072.554162727471","3072.554162727471","3144.771813619062","3144.771813619062","3144.771813619062","3048.086402074122","3048.086402074122","3048.086402074122","3188.1775791613263","3188.1775791613263","3188.1775791613263","3166.5356162102216","3166.5356162102216","3166.5356162102216","3200.831932215856","3200.831932215856","3200.831932215856","","","","","","","","",""
"630","3235.1763322696834","3235.1763322696834","3235.1763322696834","3155.3594908536893","3155.3594908536893","3155.3594908536893","3128.041726437993","3128.041726437993","3128.041726437993","3081.5760212406326","3081.5760212406326","3081.5760212406326","3144.409909716031","3144.409909716031","3144.409909716031","3068.5407227087635","3068.5407227087635","3068.5407227087635","3180.8597644453853","3180.8597644453853","3180.8597644453853","3190.523908569468","3190.523908569468","3190.523908569468","3191.840422046063","3191.840422046063","3191.840422046063","","","","","","","","",""
"640","3221.4305565270397","3221.4305565270397","3221.4305565270397","3162.9053445067693","3162.9053445067693","3162.9053445067693","3143.7084200113595","3143.7084200113595","3143.7084200113595","3094.029551583494","3094.029551583494","3094.029551583494","3168.950046978342","3168.950046978342","3168.950046978342","3039.2622684577564","3039.2622684577564","3039.2622684577564","3184.56180331411","3184.56180331411","3184.56180331411","3200.6297113441465","3200.6297113441465","3200.6297113441465","3211.4758419851687","3211.4758419851687","3211.4758419851687","","","","","","","","",""
"650","3223.0033740754925","3223.0033740754925","3223.0033740754925","3184.2974962820103","3184.2974962820103","3184.2974962820103","3141.747081256237","3141.747081256237","3141.747081256237","3074.6897199892956","3074.6897199892956","3074.6897199892956","3188.131430505827","3188.131430505827","3188.131430505827","3019.408043699875","3019.408043699875","3019.408043699875","3192.5384957978795","3192.5384957978795","3192.5384957978795","3205.6620688429743","3205.6620688429743","3205.6620688429743","3181.4535073436464","3181.4535073436464","3181.4535073436464","","","","","","","","",""
"660","3240.5364654205714","3240.5364654205714","3240.5364654205714","3151.9671627961093","3151.9671627961093","3151.9671627961093","3183.9811266066017","3183.9811266066017","3183.9811266066017","3090.563775874197","3090.563775874197","3090.563775874197","3200.147130529759","3200.147130529759","3200.147130529759","3077.659610203832","3077.659610203832","3077.659610203832","3166.3141761536303","3166.3141761536303","3166.3141761536303","3199.1751612903395","3199.1751612903395","3199.1751612903395","3206.314378574141","3206.314378574141","3206.314378574141","","","","","","","","",""
"670","3252.9335962430496","3252.9335962430496","3252.9335962430496","3151.6531019590243","3151.6531019590243","3151.6531019590243","3201.0686181007977","3201.0686181007977","3201.0686181007977","3105.2147927838287","3105.2147927838287","3105.2147927838287","3179.2842535235695","3179.2842535235695","3179.2842535235695","3022.269087087466","3022.269087087466","3022.269087087466","3198.7922241713786","3198.7922241713786","3198.7922241713786","3199.8938479757708","3199.8938479757708","3199.8938479757708","3217.5973561386454","3217.5973561386454","3217.5973561386454","","","","","","","","",""
