"Step","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-48-44_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-40-48_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-40-46_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-40-47_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-40-46_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX"
"680","3261.990978944477","3261.990978944477","3261.990978944477","3164.2781591064477","3164.2781591064477","3164.2781591064477","3189.683914003139","3189.683914003139","3189.683914003139","3098.667777034684","3098.667777034684","3098.667777034684","3176.611727650457","3176.611727650457","3176.611727650457","3103.8646931061216","3103.8646931061216","3103.8646931061216","3193.016259851699","3193.016259851699","3193.016259851699","3219.3467906731757","3219.3467906731757","3219.3467906731757","3218.455301778647","3218.455301778647","3218.455301778647","","","","","","","","",""
"690","3277.955460793592","3277.955460793592","3277.955460793592","3186.014123445164","3186.014123445164","3186.014123445164","3156.43733864744","3156.43733864744","3156.43733864744","3121.107273052946","3121.107273052946","3121.107273052946","3156.405624331091","3156.405624331091","3156.405624331091","3091.5399320959286","3091.5399320959286","3091.5399320959286","3197.3574713317153","3197.3574713317153","3197.3574713317153","3218.430737305719","3218.430737305719","3218.430737305719","3171.250743298665","3171.250743298665","3171.250743298665","","","","","","","","",""
"700","3305.054412806935","3305.054412806935","3305.054412806935","3188.9927799259685","3188.9927799259685","3188.9927799259685","3149.3552154141225","3149.3552154141225","3149.3552154141225","3151.528912446372","3151.528912446372","3151.528912446372","3125.428802072187","3125.428802072187","3125.428802072187","3101.442382739635","3101.442382739635","3101.442382739635","3205.383726930885","3205.383726930885","3205.383726930885","3206.3049741278987","3206.3049741278987","3206.3049741278987","3228.9332508390626","3228.9332508390626","3228.9332508390626","","","","","","","","",""
"710","3307.4047806314147","3307.4047806314147","3307.4047806314147","3190.672758782915","3190.672758782915","3190.672758782915","3155.109065270789","3155.109065270789","3155.109065270789","3140.842649241165","3140.842649241165","3140.842649241165","3145.649073913776","3145.649073913776","3145.649073913776","3092.7857048382866","3092.7857048382866","3092.7857048382866","3210.1484379959647","3210.1484379959647","3210.1484379959647","3130.021783048996","3130.021783048996","3130.021783048996","3211.382056404338","3211.382056404338","3211.382056404338","","","","","","","","",""
"720","3295.6745030044012","3295.6745030044012","3295.6745030044012","3171.343661273064","3171.343661273064","3171.343661273064","3165.138061584955","3165.138061584955","3165.138061584955","3152.1572467061305","3152.1572467061305","3152.1572467061305","3150.8901542310173","3150.8901542310173","3150.8901542310173","3096.343332333353","3096.343332333353","3096.343332333353","3209.166056659288","3209.166056659288","3209.166056659288","3124.1262870919827","3124.1262870919827","3124.1262870919827","3205.631106725776","3205.631106725776","3205.631106725776","","","","","","","","",""
"730","3270.989228204841","3270.989228204841","3270.989228204841","3150.1945251813345","3150.1945251813345","3150.1945251813345","3176.435243949184","3176.435243949184","3176.435243949184","3152.838978359482","3152.838978359482","3152.838978359482","3167.639396657638","3167.639396657638","3167.639396657638","3111.2140082803153","3111.2140082803153","3111.2140082803153","3233.207391212357","3233.207391212357","3233.207391212357","3214.35440322757","3214.35440322757","3214.35440322757","3229.313379952249","3229.313379952249","3229.313379952249","","","","","","","","",""
"740","3272.9503405034266","3272.9503405034266","3272.9503405034266","3148.8255039755395","3148.8255039755395","3148.8255039755395","3188.5976567838275","3188.5976567838275","3188.5976567838275","3134.5908310927125","3134.5908310927125","3134.5908310927125","3170.0622724697687","3170.0622724697687","3170.0622724697687","3148.522272625928","3148.522272625928","3148.522272625928","3224.177670402316","3224.177670402316","3224.177670402316","3218.654522277228","3218.654522277228","3218.654522277228","3233.3330963752983","3233.3330963752983","3233.3330963752983","","","","","","","","",""
"750","3267.9512911359934","3267.9512911359934","3267.9512911359934","3152.20938977517","3152.20938977517","3152.20938977517","3216.4241220922268","3216.4241220922268","3216.4241220922268","3145.037731289062","3145.037731289062","3145.037731289062","3192.271462021136","3192.271462021136","3192.271462021136","3127.1550983341263","3127.1550983341263","3127.1550983341263","3221.3163469844303","3221.3163469844303","3221.3163469844303","3216.6324016687076","3216.6324016687076","3216.6324016687076","3236.487446980042","3236.487446980042","3236.487446980042","","","","","","","","",""
"760","3260.90864066054","3260.90864066054","3260.90864066054","3207.7910970766316","3207.7910970766316","3207.7910970766316","3228.346750626641","3228.346750626641","3228.346750626641","3167.1962560187903","3167.1962560187903","3167.1962560187903","3207.1874330065734","3207.1874330065734","3207.1874330065734","3121.4058856420934","3121.4058856420934","3121.4058856420934","3213.7612567592087","3213.7612567592087","3213.7612567592087","3236.132089821344","3236.132089821344","3236.132089821344","3196.7958053642606","3196.7958053642606","3196.7958053642606","","","","","","","","",""
"770","3266.6279103063926","3266.6279103063926","3266.6279103063926","3191.30734831127","3191.30734831127","3191.30734831127","3224.9029600715853","3224.9029600715853","3224.9029600715853","3140.9810305224823","3140.9810305224823","3140.9810305224823","3208.096358529315","3208.096358529315","3208.096358529315","3133.4727031319935","3133.4727031319935","3133.4727031319935","3207.7987406694674","3207.7987406694674","3207.7987406694674","3221.682871232725","3221.682871232725","3221.682871232725","3243.0664608394313","3243.0664608394313","3243.0664608394313","","","","","","","","",""
"780","3250.656636079898","3250.656636079898","3250.656636079898","3152.890895821759","3152.890895821759","3152.890895821759","3207.621283396945","3207.621283396945","3207.621283396945","3109.179182380857","3109.179182380857","3109.179182380857","3189.9034809464947","3189.9034809464947","3189.9034809464947","3134.778086651785","3134.778086651785","3134.778086651785","3249.440505141306","3249.440505141306","3249.440505141306","3239.6481130802786","3239.6481130802786","3239.6481130802786","3261.5418571058567","3261.5418571058567","3261.5418571058567","","","","","","","","",""
"790","3237.5296652288152","3237.5296652288152","3237.5296652288152","3181.8291621325616","3181.8291621325616","3181.8291621325616","3244.18836889987","3244.18836889987","3244.18836889987","3136.301639699728","3136.301639699728","3136.301639699728","3204.459646429038","3204.459646429038","3204.459646429038","3170.423827260626","3170.423827260626","3170.423827260626","3245.31014342449","3245.31014342449","3245.31014342449","3223.6639505474463","3223.6639505474463","3223.6639505474463","3267.1419297497423","3267.1419297497423","3267.1419297497423","","","","","","","","",""
"800","3272.8814540372437","3272.8814540372437","3272.8814540372437","3177.5026968972275","3177.5026968972275","3177.5026968972275","3219.170458610944","3219.170458610944","3219.170458610944","3137.8119275342715","3137.8119275342715","3137.8119275342715","3207.6226606269033","3207.6226606269033","3207.6226606269033","3170.667498313245","3170.667498313245","3170.667498313245","3259.7546613574696","3259.7546613574696","3259.7546613574696","3211.128864808864","3211.128864808864","3211.128864808864","3267.1161471251553","3267.1161471251553","3267.1161471251553","","","","","","","","",""
"810","3274.794546994385","3274.794546994385","3274.794546994385","3188.6832183015786","3188.6832183015786","3188.6832183015786","3230.481682495824","3230.481682495824","3230.481682495824","3140.8954476347485","3140.8954476347485","3140.8954476347485","3208.8045307272514","3208.8045307272514","3208.8045307272514","3170.6750946982706","3170.6750946982706","3170.6750946982706","3263.328845770064","3263.328845770064","3263.328845770064","3218.1290174520354","3218.1290174520354","3218.1290174520354","3273.1441241035145","3273.1441241035145","3273.1441241035145","","","","","","","","",""
"820","3280.0692465276406","3280.0692465276406","3280.0692465276406","3183.5825707401536","3183.5825707401536","3183.5825707401536","3225.3740577300746","3225.3740577300746","3225.3740577300746","3140.8634186837094","3140.8634186837094","3140.8634186837094","3212.4395899128162","3212.4395899128162","3212.4395899128162","3161.8622058680753","3161.8622058680753","3161.8622058680753","3255.853353919708","3255.853353919708","3255.853353919708","3220.2851786486117","3220.2851786486117","3220.2851786486117","3254.108313403537","3254.108313403537","3254.108313403537","","","","","","","","",""
"830","3261.2684362061386","3261.2684362061386","3261.2684362061386","3184.4782597824046","3184.4782597824046","3184.4782597824046","3246.7836202411486","3246.7836202411486","3246.7836202411486","3162.527436741419","3162.527436741419","3162.527436741419","3223.6817413113226","3223.6817413113226","3223.6817413113226","3161.091110988321","3161.091110988321","3161.091110988321","3248.0846977357483","3248.0846977357483","3248.0846977357483","3195.0842794033547","3195.0842794033547","3195.0842794033547","3232.0136967054873","3232.0136967054873","3232.0136967054873","","","","","","","","",""
"840","3245.347284061931","3245.347284061931","3245.347284061931","3208.1961809433096","3208.1961809433096","3208.1961809433096","3239.860366675047","3239.860366675047","3239.860366675047","3140.6235926834356","3140.6235926834356","3140.6235926834356","3208.5621768004194","3208.5621768004194","3208.5621768004194","3174.962792159912","3174.962792159912","3174.962792159912","3264.7299704524967","3264.7299704524967","3264.7299704524967","3194.8402985164757","3194.8402985164757","3194.8402985164757","3259.9771392754724","3259.9771392754724","3259.9771392754724","","","","","","","","",""
"850","3260.57370300005","3260.57370300005","3260.57370300005","3217.9688315043763","3217.9688315043763","3217.9688315043763","3258.9005601496206","3258.9005601496206","3258.9005601496206","3150.205562870224","3150.205562870224","3150.205562870224","3197.1163503982125","3197.1163503982125","3197.1163503982125","3176.216395548357","3176.216395548357","3176.216395548357","3271.901194769883","3271.901194769883","3271.901194769883","3246.03772196475","3246.03772196475","3246.03772196475","3241.784859151493","3241.784859151493","3241.784859151493","","","","","","","","",""
"860","3288.2545070071683","3288.2545070071683","3288.2545070071683","3240.6858055523226","3240.6858055523226","3240.6858055523226","3280.796347872838","3280.796347872838","3280.796347872838","3124.326321462217","3124.326321462217","3124.326321462217","3211.4784481716074","3211.4784481716074","3211.4784481716074","3192.1470390290606","3192.1470390290606","3192.1470390290606","3267.597798838139","3267.597798838139","3267.597798838139","3193.5428041801943","3193.5428041801943","3193.5428041801943","3256.803660310967","3256.803660310967","3256.803660310967","","","","","","","","",""
"870","3291.4540353534685","3291.4540353534685","3291.4540353534685","3197.140851427676","3197.140851427676","3197.140851427676","3271.9641032181307","3271.9641032181307","3271.9641032181307","3134.4130470723476","3134.4130470723476","3134.4130470723476","3209.063125357644","3209.063125357644","3209.063125357644","3172.8160304176536","3172.8160304176536","3172.8160304176536","3271.992185938313","3271.992185938313","3271.992185938313","3197.372007219154","3197.372007219154","3197.372007219154","3271.880869498662","3271.880869498662","3271.880869498662","","","","","","","","",""
"880","3280.6487854315405","3280.6487854315405","3280.6487854315405","3188.8662819336364","3188.8662819336364","3188.8662819336364","3266.453966919826","3266.453966919826","3266.453966919826","3143.7343401214007","3143.7343401214007","3143.7343401214007","3224.9635583536783","3224.9635583536783","3224.9635583536783","3167.7967204786787","3167.7967204786787","3167.7967204786787","3277.216653997053","3277.216653997053","3277.216653997053","3234.914594954413","3234.914594954413","3234.914594954413","3269.165743964396","3269.165743964396","3269.165743964396","","","","","","","","",""
"890","3273.455633579203","3273.455633579203","3273.455633579203","3207.99946720062","3207.99946720062","3207.99946720062","3257.5943423118215","3257.5943423118215","3257.5943423118215","3154.8642753431027","3154.8642753431027","3154.8642753431027","3230.2659458377843","3230.2659458377843","3230.2659458377843","3165.7310917550994","3165.7310917550994","3165.7310917550994","3249.3308377225458","3249.3308377225458","3249.3308377225458","3256.9120462514793","3256.9120462514793","3256.9120462514793","3245.4946187210203","3245.4946187210203","3245.4946187210203","","","","","","","","",""
"900","3272.2053282886045","3272.2053282886045","3272.2053282886045","3205.1045572043076","3205.1045572043076","3205.1045572043076","3215.3230551206925","3215.3230551206925","3215.3230551206925","3154.1590466597754","3154.1590466597754","3154.1590466597754","3244.6517741844077","3244.6517741844077","3244.6517741844077","3176.538344719803","3176.538344719803","3176.538344719803","3274.755630091491","3274.755630091491","3274.755630091491","3247.2870748894225","3247.2870748894225","3247.2870748894225","3282.478809489848","3282.478809489848","3282.478809489848","","","","","","","","",""
"910","3287.952197443198","3287.952197443198","3287.952197443198","3207.7098543759544","3207.7098543759544","3207.7098543759544","3231.120014099379","3231.120014099379","3231.120014099379","3163.831627977863","3163.831627977863","3163.831627977863","3234.751917231833","3234.751917231833","3234.751917231833","3186.5595633931084","3186.5595633931084","3186.5595633931084","3279.5292928336576","3279.5292928336576","3279.5292928336576","3236.972832229602","3236.972832229602","3236.972832229602","3284.879712214639","3284.879712214639","3284.879712214639","","","","","","","","",""
"920","3271.695926332174","3271.695926332174","3271.695926332174","3223.415783873436","3223.415783873436","3223.415783873436","3239.788155881548","3239.788155881548","3239.788155881548","3155.8768345246185","3155.8768345246185","3155.8768345246185","3238.0879669600813","3238.0879669600813","3238.0879669600813","3202.9013227070423","3202.9013227070423","3202.9013227070423","3292.86035362277","3292.86035362277","3292.86035362277","3262.160116738379","3262.160116738379","3262.160116738379","3289.4024526823314","3289.4024526823314","3289.4024526823314","","","","","","","","",""
"930","3273.6796352122137","3273.6796352122137","3273.6796352122137","3244.1212517225413","3244.1212517225413","3244.1212517225413","3242.221138282714","3242.221138282714","3242.221138282714","3180.200857892038","3180.200857892038","3180.200857892038","3251.730316587169","3251.730316587169","3251.730316587169","3200.533074415356","3200.533074415356","3200.533074415356","3286.5039157504566","3286.5039157504566","3286.5039157504566","3268.9901736090355","3268.9901736090355","3268.9901736090355","3288.285088869053","3288.285088869053","3288.285088869053","","","","","","","","",""
"940","3280.7531043406248","3280.7531043406248","3280.7531043406248","3207.0796625333337","3207.0796625333337","3207.0796625333337","3250.6633089459633","3250.6633089459633","3250.6633089459633","3176.3029561285675","3176.3029561285675","3176.3029561285675","3283.026574441018","3283.026574441018","3283.026574441018","3175.9960431784802","3175.9960431784802","3175.9960431784802","3299.9902689263704","3299.9902689263704","3299.9902689263704","3237.0363579671684","3237.0363579671684","3237.0363579671684","3270.219758965737","3270.219758965737","3270.219758965737","","","","","","","","",""
"950","3272.5944863494597","3272.5944863494597","3272.5944863494597","3217.533656153733","3217.533656153733","3217.533656153733","3267.7020959775255","3267.7020959775255","3267.7020959775255","3173.6413108425977","3173.6413108425977","3173.6413108425977","3271.4999348366714","3271.4999348366714","3271.4999348366714","3148.7976118617007","3148.7976118617007","3148.7976118617007","3297.2534310526617","3297.2534310526617","3297.2534310526617","3268.3368335117557","3268.3368335117557","3268.3368335117557","3283.019907580149","3283.019907580149","3283.019907580149","","","","","","","","",""
"960","3262.667854223724","3262.667854223724","3262.667854223724","3217.5326540151173","3217.5326540151173","3217.5326540151173","3253.6694234444353","3253.6694234444353","3253.6694234444353","3173.2347669227693","3173.2347669227693","3173.2347669227693","3267.067346220048","3267.067346220048","3267.067346220048","3184.8257757672372","3184.8257757672372","3184.8257757672372","3287.4075849544765","3287.4075849544765","3287.4075849544765","3236.5521919962785","3236.5521919962785","3236.5521919962785","3286.154076358129","3286.154076358129","3286.154076358129","","","","","","","","",""
"970","3285.6445921739955","3285.6445921739955","3285.6445921739955","3241.780148000793","3241.780148000793","3241.780148000793","3263.0699531794244","3263.0699531794244","3263.0699531794244","3168.1676930456038","3168.1676930456038","3168.1676930456038","3255.208504168812","3255.208504168812","3255.208504168812","3188.131197641029","3188.131197641029","3188.131197641029","3301.4330650817255","3301.4330650817255","3301.4330650817255","3253.6080520625496","3253.6080520625496","3253.6080520625496","3289.9075152843084","3289.9075152843084","3289.9075152843084","","","","","","","","",""
"980","3294.5750557931774","3294.5750557931774","3294.5750557931774","3228.6895203898157","3228.6895203898157","3228.6895203898157","3267.5354779160543","3267.5354779160543","3267.5354779160543","3191.938179088282","3191.938179088282","3191.938179088282","3250.383065130405","3250.383065130405","3250.383065130405","3207.01431575712","3207.01431575712","3207.01431575712","3304.537271962664","3304.537271962664","3304.537271962664","3195.15388710043","3195.15388710043","3195.15388710043","3292.0803949014853","3292.0803949014853","3292.0803949014853","","","","","","","","",""
"990","3316.338992379121","3316.338992379121","3316.338992379121","3249.0504207760396","3249.0504207760396","3249.0504207760396","3284.4115218441425","3284.4115218441425","3284.4115218441425","3189.317749378472","3189.317749378472","3189.317749378472","3250.1153784413386","3250.1153784413386","3250.1153784413386","3176.561385087779","3176.561385087779","3176.561385087779","3306.8103392200123","3306.8103392200123","3306.8103392200123","3263.3381046236873","3263.3381046236873","3263.3381046236873","3271.4942204201534","3271.4942204201534","3271.4942204201534","","","","","","","","",""
"5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","339.18901354248027","339.18901354248027","339.18901354248027","318.27226732205327","318.27226732205327","318.27226732205327","551.3590505887272","551.3590505887272","551.3590505887272"
"10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","880.2129187260125","880.2129187260125","880.2129187260125","775.2630825748793","775.2630825748793","775.2630825748793","398.80827337365344","398.80827337365344","398.80827337365344"
"15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","734.8809861706501","734.8809861706501","734.8809861706501","646.8748219959094","646.8748219959094","646.8748219959094","630.9252118313669","630.9252118313669","630.9252118313669"
"20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","702.3982254856231","702.3982254856231","702.3982254856231","701.8835425168941","701.8835425168941","701.8835425168941","384.08532950974524","384.08532950974524","384.08532950974524"
"25000","","","","","","","","","","","","","","","","","","","","","","","","","","","","472.9361627974092","472.9361627974092","472.9361627974092","934.8413989754273","934.8413989754273","934.8413989754273","817.484232211597","817.484232211597","817.484232211597"
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","682.4828005085672","682.4828005085672","682.4828005085672","635.7932031194894","635.7932031194894","635.7932031194894","729.4623839353587","729.4623839353587","729.4623839353587"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","745.5496349138032","745.5496349138032","745.5496349138032","683.0215576223059","683.0215576223059","683.0215576223059","508.6019214122011","508.6019214122011","508.6019214122011"
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1230.7646929356465","1230.7646929356465","1230.7646929356465","1210.8847907164704","1210.8847907164704","1210.8847907164704","1176.4407568182025","1176.4407568182025","1176.4407568182025"
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1153.8201297827677","1153.8201297827677","1153.8201297827677","1199.2502210399718","1199.2502210399718","1199.2502210399718","1387.6925535949827","1387.6925535949827","1387.6925535949827"
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","940.5412032239142","940.5412032239142","940.5412032239142","1201.235255096665","1201.235255096665","1201.235255096665","1288.3960329781505","1288.3960329781505","1288.3960329781505"
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1170.5317698670247","1170.5317698670247","1170.5317698670247","946.3701024312295","946.3701024312295","946.3701024312295","1421.1665119517834","1421.1665119517834","1421.1665119517834"
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1218.1496207865684","1218.1496207865684","1218.1496207865684","1090.3766853424816","1090.3766853424816","1090.3766853424816","958.0446745771927","958.0446745771927","958.0446745771927"
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1339.5768600469987","1339.5768600469987","1339.5768600469987","1404.6674788443504","1404.6674788443504","1404.6674788443504","1069.8174725557415","1069.8174725557415","1069.8174725557415"
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450.0036577300295","1450.0036577300295","1450.0036577300295","1398.9050395641473","1398.9050395641473","1398.9050395641473","1507.736380229081","1507.736380229081","1507.736380229081"
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1203.992851004842","1203.992851004842","1203.992851004842","1293.2739140007343","1293.2739140007343","1293.2739140007343","915.6308648101932","915.6308648101932","915.6308648101932"
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390.0226629702204","1390.0226629702204","1390.0226629702204","1300.6006430234734","1300.6006430234734","1300.6006430234734","1182.6921971397269","1182.6921971397269","1182.6921971397269"
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1262.1256697518006","1262.1256697518006","1262.1256697518006","1383.1173033625612","1383.1173033625612","1383.1173033625612","1179.0403817822312","1179.0403817822312","1179.0403817822312"
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1159.446487378747","1159.446487378747","1159.446487378747","1167.1693256644662","1167.1693256644662","1167.1693256644662","1250.1554521846172","1250.1554521846172","1250.1554521846172"
"95000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427.5311624638641","1427.5311624638641","1427.5311624638641","1105.9354653726448","1105.9354653726448","1105.9354653726448","1645.6212473263174","1645.6212473263174","1645.6212473263174"
"100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.148665895913","1409.148665895913","1409.148665895913","1138.9945443352913","1138.9945443352913","1138.9945443352913","1252.962146346353","1252.962146346353","1252.962146346353"
"105000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040.7333034268672","1040.7333034268672","1040.7333034268672","1234.4303786258051","1234.4303786258051","1234.4303786258051","1312.0527670118","1312.0527670118","1312.0527670118"
"110000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1448.3436987973387","1448.3436987973387","1448.3436987973387","1389.751349350975","1389.751349350975","1389.751349350975","1214.2132718137261","1214.2132718137261","1214.2132718137261"
"115000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1371.1779793772776","1371.1779793772776","1371.1779793772776","980.3367595434806","980.3367595434806","980.3367595434806","1063.4918532847666","1063.4918532847666","1063.4918532847666"
"120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.6409871633705","1409.6409871633705","1409.6409871633705","1292.7442185090422","1292.7442185090422","1292.7442185090422","1195.1938095512573","1195.1938095512573","1195.1938095512573"
"125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1183.1892898930032","1183.1892898930032","1183.1892898930032","1173.0347756103106","1173.0347756103106","1173.0347756103106","1350.6573046123524","1350.6573046123524","1350.6573046123524"
"130000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1525.1865665071082","1525.1865665071082","1525.1865665071082","1563.8019894288536","1563.8019894288536","1563.8019894288536","1322.5285130719872","1322.5285130719872","1322.5285130719872"
"135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1328.0969913282697","1328.0969913282697","1328.0969913282697","1194.2467737819402","1194.2467737819402","1194.2467737819402","1473.8719333630465","1473.8719333630465","1473.8719333630465"
"140000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1353.009437214602","1353.009437214602","1353.009437214602","1278.329120260143","1278.329120260143","1278.329120260143","1359.5153432003","1359.5153432003","1359.5153432003"
"145000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431.8818322393308","1431.8818322393308","1431.8818322393308","1172.2767477850387","1172.2767477850387","1172.2767477850387","1699.1079024758185","1699.1079024758185","1699.1079024758185"
"150000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210.1361145468675","1210.1361145468675","1210.1361145468675","1707.7845676243487","1707.7845676243487","1707.7845676243487","1067.5295484930168","1067.5295484930168","1067.5295484930168"
"155000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1564.3155996944806","1564.3155996944806","1564.3155996944806","1150.1153965074113","1150.1153965074113","1150.1153965074113","1471.180542284414","1471.180542284414","1471.180542284414"
"160000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315.5343878846993","1315.5343878846993","1315.5343878846993","1317.2244166147934","1317.2244166147934","1317.2244166147934","1122.9840853283677","1122.9840853283677","1122.9840853283677"
"165000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1501.6302527876678","1501.6302527876678","1501.6302527876678","1392.0831186248986","1392.0831186248986","1392.0831186248986","1132.808872700007","1132.808872700007","1132.808872700007"
"170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","954.68449533868","954.68449533868","954.68449533868","1490.2351068375801","1490.2351068375801","1490.2351068375801","1224.9143577358966","1224.9143577358966","1224.9143577358966"
"175000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1289.5348733226967","1289.5348733226967","1289.5348733226967","1394.0981426148733","1394.0981426148733","1394.0981426148733","1667.1722936704682","1667.1722936704682","1667.1722936704682"
