"Step","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX"
"871","","","","","","","","","","","","","4216.50827587792","4216.50827587792","4216.50827587792","","","","","","","","","","","","","","","","","","","","",""
"880","","","","","","","","","","4207.717469606553","4207.717469606553","4207.717469606553","","","","4367.412799350478","4367.412799350478","4367.412799350478","4246.397470757327","4246.397470757327","4246.397470757327","4039.868552691945","4039.868552691945","4039.868552691945","4114.053794647161","4114.053794647161","4114.053794647161","3745.170356335942","3745.170356335942","3745.170356335942","3795.261785787504","3795.261785787504","3795.261785787504","3806.3139244899294","3806.3139244899294","3806.3139244899294"
"881","","","","","","","","","","","","","4282.848240706444","4282.848240706444","4282.848240706444","","","","","","","","","","","","","","","","","","","","",""
"890","","","","","","","","","","4190.070526099747","4190.070526099747","4190.070526099747","","","","4238.467016166312","4238.467016166312","4238.467016166312","4227.17881991858","4227.17881991858","4227.17881991858","4067.9027445626657","4067.9027445626657","4067.9027445626657","4097.30989652969","4097.30989652969","4097.30989652969","3786.5352962151724","3786.5352962151724","3786.5352962151724","3777.353237180972","3777.353237180972","3777.353237180972","3897.1870029351694","3897.1870029351694","3897.1870029351694"
"891","","","","","","","","","","","","","4314.689529433628","4314.689529433628","4314.689529433628","","","","","","","","","","","","","","","","","","","","",""
"900","","","","","","","","","","4139.36165530773","4139.36165530773","4139.36165530773","","","","4249.392861091813","4249.392861091813","4249.392861091813","4210.169797647151","4210.169797647151","4210.169797647151","4079.4586914619335","4079.4586914619335","4079.4586914619335","4102.047065165797","4102.047065165797","4102.047065165797","3825.6474145039733","3825.6474145039733","3825.6474145039733","3775.7096308160085","3775.7096308160085","3775.7096308160085","3969.691448973638","3969.691448973638","3969.691448973638"
"901","","","","","","","","","","","","","4351.999166765747","4351.999166765747","4351.999166765747","","","","","","","","","","","","","","","","","","","","",""
"902","","","","","","","","","","4111.524420958396","4111.524420958396","4111.524420958396","","","","","","","","","","","","","","","","","","","","","","","",""
"910","","","","","","","","","","","","","","","","4247.879016807836","4247.879016807836","4247.879016807836","4246.515061873618","4246.515061873618","4246.515061873618","4093.6019333329314","4093.6019333329314","4093.6019333329314","4183.662294096078","4183.662294096078","4183.662294096078","3760.9961770044292","3760.9961770044292","3760.9961770044292","3641.464758814954","3641.464758814954","3641.464758814954","3931.1278688413463","3931.1278688413463","3931.1278688413463"
"911","","","","","","","","","","4087.3708186673657","4087.3708186673657","4087.3708186673657","4374.623520385443","4374.623520385443","4374.623520385443","","","","","","","","","","","","","","","","","","","","",""
"920","","","","","","","","","","","","","","","","4219.676838602021","4219.676838602021","4219.676838602021","4251.442778530415","4251.442778530415","4251.442778530415","4095.198186160566","4095.198186160566","4095.198186160566","4158.259733926339","4158.259733926339","4158.259733926339","3806.12628311679","3806.12628311679","3806.12628311679","3777.5821662649564","3777.5821662649564","3777.5821662649564","3922.859222019853","3922.859222019853","3922.859222019853"
"921","","","","","","","","","","4126.172253213337","4126.172253213337","4126.172253213337","4365.226248377447","4365.226248377447","4365.226248377447","","","","","","","","","","","","","","","","","","","","",""
"930","","","","","","","","","","","","","","","","4307.432342103593","4307.432342103593","4307.432342103593","4241.2924096393035","4241.2924096393035","4241.2924096393035","4060.1771586646255","4060.1771586646255","4060.1771586646255","4136.710648649509","4136.710648649509","4136.710648649509","3778.598448746521","3778.598448746521","3778.598448746521","3733.677114579342","3733.677114579342","3733.677114579342","3895.616477976592","3895.616477976592","3895.616477976592"
"931","","","","","","","","","","4104.65604595769","4104.65604595769","4104.65604595769","4412.404480084285","4412.404480084285","4412.404480084285","","","","","","","","","","","","","","","","","","","","",""
"940","","","","","","","","","","","","","","","","4385.568820897524","4385.568820897524","4385.568820897524","4297.714309118379","4297.714309118379","4297.714309118379","4049.355317057862","4049.355317057862","4049.355317057862","4148.921884490433","4148.921884490433","4148.921884490433","3642.9562403798955","3642.9562403798955","3642.9562403798955","3771.2487706422207","3771.2487706422207","3771.2487706422207","3877.42703352591","3877.42703352591","3877.42703352591"
"941","","","","","","","","","","4059.0143665425057","4059.0143665425057","4059.0143665425057","4441.505835604371","4441.505835604371","4441.505835604371","","","","","","","","","","","","","","","","","","","","",""
"950","","","","","","","","","","","","","","","","4347.7964778478035","4347.7964778478035","4347.7964778478035","4328.412720230827","4328.412720230827","4328.412720230827","4057.819201218321","4057.819201218321","4057.819201218321","4128.409894166721","4128.409894166721","4128.409894166721","3771.8653622625716","3771.8653622625716","3771.8653622625716","3810.634439216696","3810.634439216696","3810.634439216696","3959.7092899008944","3959.7092899008944","3959.7092899008944"
"951","","","","","","","","","","4069.091990382875","4069.091990382875","4069.091990382875","4409.204861150649","4409.204861150649","4409.204861150649","","","","","","","","","","","","","","","","","","","","",""
"960","","","","","","","","","","","","","","","","4379.727681223111","4379.727681223111","4379.727681223111","4368.780831329475","4368.780831329475","4368.780831329475","4088.5729819378735","4088.5729819378735","4088.5729819378735","4115.4221146178015","4115.4221146178015","4115.4221146178015","3751.067802230203","3751.067802230203","3751.067802230203","3804.6012445946644","3804.6012445946644","3804.6012445946644","3886.9244050433203","3886.9244050433203","3886.9244050433203"
"961","","","","","","","","","","4092.1740480752414","4092.1740480752414","4092.1740480752414","4433.50941862634","4433.50941862634","4433.50941862634","","","","","","","","","","","","","","","","","","","","",""
"970","","","","","","","","","","","","","","","","4510.268236364881","4510.268236364881","4510.268236364881","4310.346898339761","4310.346898339761","4310.346898339761","4002.4525134968817","4002.4525134968817","4002.4525134968817","4106.09810560353","4106.09810560353","4106.09810560353","3670.198502027376","3670.198502027376","3670.198502027376","3786.098401672522","3786.098401672522","3786.098401672522","3788.9746191187937","3788.9746191187937","3788.9746191187937"
"971","","","","","","","","","","4071.0786112548813","4071.0786112548813","4071.0786112548813","4404.196756363657","4404.196756363657","4404.196756363657","","","","","","","","","","","","","","","","","","","","",""
"980","","","","","","","","","","","","","","","","4499.434938202348","4499.434938202348","4499.434938202348","4382.491756844085","4382.491756844085","4382.491756844085","4025.0413595850164","4025.0413595850164","4025.0413595850164","4127.784574193209","4127.784574193209","4127.784574193209","3854.0702409112446","3854.0702409112446","3854.0702409112446","3842.7246721234214","3842.7246721234214","3842.7246721234214","3906.194942569645","3906.194942569645","3906.194942569645"
"981","","","","","","","","","","4093.171818970803","4093.171818970803","4093.171818970803","4398.923925340272","4398.923925340272","4398.923925340272","","","","","","","","","","","","","","","","","","","","",""
"990","","","","","","","","","","","","","","","","4450.871415406238","4450.871415406238","4450.871415406238","4373.210165531675","4373.210165531675","4373.210165531675","4035.6545145361606","4035.6545145361606","4035.6545145361606","4184.33355051312","4184.33355051312","4184.33355051312","3838.6868732811104","3838.6868732811104","3838.6868732811104","3832.686730081756","3832.686730081756","3832.686730081756","3856.5226023725068","3856.5226023725068","3856.5226023725068"
"991","","","","","","","","","","4020.6331862564525","4020.6331862564525","4020.6331862564525","4449.725529355106","4449.725529355106","4449.725529355106","","","","","","","","","","","","","","","","","","","","",""
"1000","","","","","","","","","","","","","","","","4519.719055366392","4519.719055366392","4519.719055366392","","","","","","","","","","","","","","","","","",""
"1001","","","","","","","","","","4037.0368425337665","4037.0368425337665","4037.0368425337665","4392.594774188779","4392.594774188779","4392.594774188779","","","","","","","","","","","","","","","","","","","","",""
"1010","","","","","","","","","","","","","","","","4467.350644989722","4467.350644989722","4467.350644989722","","","","","","","","","","","","","","","","","",""
"1011","","","","","","","","","","4111.564898479733","4111.564898479733","4111.564898479733","4404.922505834074","4404.922505834074","4404.922505834074","","","","","","","","","","","","","","","","","","","","",""
"1021","","","","","","","","","","4103.398409745272","4103.398409745272","4103.398409745272","","","","","","","","","","","","","","","","","","","","","","","",""
"1031","","","","","","","","","","4012.5215434936094","4012.5215434936094","4012.5215434936094","","","","","","","","","","","","","","","","","","","","","","","",""
"1041","","","","","","","","","","4155.055838036853","4155.055838036853","4155.055838036853","","","","","","","","","","","","","","","","","","","","","","","",""
"1051","","","","","","","","","","4080.990327242903","4080.990327242903","4080.990327242903","","","","","","","","","","","","","","","","","","","","","","","",""
"5000","337.0456602036734","337.0456602036734","337.0456602036734","314.4869108256209","314.4869108256209","314.4869108256209","313.79099480855797","313.79099480855797","313.79099480855797","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10000","253.5769597171749","253.5769597171749","253.5769597171749","323.30381364678186","323.30381364678186","323.30381364678186","315.516561804249","315.516561804249","315.516561804249","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15000","460.26685309787007","460.26685309787007","460.26685309787007","409.30325444536015","409.30325444536015","409.30325444536015","330.38056484322084","330.38056484322084","330.38056484322084","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20000","493.6165956094885","493.6165956094885","493.6165956094885","756.7438813135315","756.7438813135315","756.7438813135315","373.3149043375385","373.3149043375385","373.3149043375385","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25000","1120.5052193808049","1120.5052193808049","1120.5052193808049","613.3593147203966","613.3593147203966","613.3593147203966","839.5967210524929","839.5967210524929","839.5967210524929","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30000","792.1406234777878","792.1406234777878","792.1406234777878","662.3446901612801","662.3446901612801","662.3446901612801","772.8395198741664","772.8395198741664","772.8395198741664","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35000","2106.907646194182","2106.907646194182","2106.907646194182","1474.4542515738385","1474.4542515738385","1474.4542515738385","1218.235899792789","1218.235899792789","1218.235899792789","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40000","780.4434030186384","780.4434030186384","780.4434030186384","1399.0674561152025","1399.0674561152025","1399.0674561152025","1057.9545397641812","1057.9545397641812","1057.9545397641812","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45000","1109.6280065533788","1109.6280065533788","1109.6280065533788","2215.2516124145022","2215.2516124145022","2215.2516124145022","1928.2602121764314","1928.2602121764314","1928.2602121764314","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50000","1408.2117979922741","1408.2117979922741","1408.2117979922741","1614.1675506284141","1614.1675506284141","1614.1675506284141","899.214656319984","899.214656319984","899.214656319984","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55000","1055.393894231629","1055.393894231629","1055.393894231629","962.8595780239892","962.8595780239892","962.8595780239892","1285.344075482785","1285.344075482785","1285.344075482785","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60000","1689.5930064417696","1689.5930064417696","1689.5930064417696","2738.0573815712064","2738.0573815712064","2738.0573815712064","1114.9661493659178","1114.9661493659178","1114.9661493659178","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65000","2512.8840460166803","2512.8840460166803","2512.8840460166803","479.6727235966077","479.6727235966077","479.6727235966077","819.9833129181641","819.9833129181641","819.9833129181641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70000","1559.2903133964755","1559.2903133964755","1559.2903133964755","1466.4866368709515","1466.4866368709515","1466.4866368709515","1689.489555109821","1689.489555109821","1689.489555109821","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75000","1976.3056439423694","1976.3056439423694","1976.3056439423694","3821.030572425696","3821.030572425696","3821.030572425696","1264.1983745017444","1264.1983745017444","1264.1983745017444","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80000","1149.3953362232787","1149.3953362232787","1149.3953362232787","713.5807930737271","713.5807930737271","713.5807930737271","855.4293147880173","855.4293147880173","855.4293147880173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85000","1823.6644723318004","1823.6644723318004","1823.6644723318004","1928.6641840323239","1928.6641840323239","1928.6641840323239","831.4381470265063","831.4381470265063","831.4381470265063","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90000","1568.6030287816989","1568.6030287816989","1568.6030287816989","1159.8800691319386","1159.8800691319386","1159.8800691319386","1056.3447700642748","1056.3447700642748","1056.3447700642748","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95000","3224.695019897476","3224.695019897476","3224.695019897476","2152.0685696352925","2152.0685696352925","2152.0685696352925","1974.605102850129","1974.605102850129","1974.605102850129","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100000","1470.8905990627488","1470.8905990627488","1470.8905990627488","1491.9099200194946","1491.9099200194946","1491.9099200194946","1672.292894045837","1672.292894045837","1672.292894045837","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105000","1245.8754506598202","1245.8754506598202","1245.8754506598202","3063.2305655033624","3063.2305655033624","3063.2305655033624","3792.6961333604822","3792.6961333604822","3792.6961333604822","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110000","1746.3930345206998","1746.3930345206998","1746.3930345206998","1747.9053102562502","1747.9053102562502","1747.9053102562502","1164.496926375782","1164.496926375782","1164.496926375782","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115000","1028.4643256900304","1028.4643256900304","1028.4643256900304","1783.922845961023","1783.922845961023","1783.922845961023","2074.942048213697","2074.942048213697","2074.942048213697","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120000","2221.4124498243086","2221.4124498243086","2221.4124498243086","1082.0375047224065","1082.0375047224065","1082.0375047224065","2011.287978899718","2011.287978899718","2011.287978899718","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125000","1390.8229242046355","1390.8229242046355","1390.8229242046355","957.4866541783415","957.4866541783415","957.4866541783415","1432.8429019371326","1432.8429019371326","1432.8429019371326","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130000","1476.4103308086494","1476.4103308086494","1476.4103308086494","1567.1133016667131","1567.1133016667131","1567.1133016667131","1665.1805810176638","1665.1805810176638","1665.1805810176638","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135000","1670.554565226287","1670.554565226287","1670.554565226287","1399.9348275998434","1399.9348275998434","1399.9348275998434","2239.796523412277","2239.796523412277","2239.796523412277","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140000","1414.5735288269107","1414.5735288269107","1414.5735288269107","3181.7930830288487","3181.7930830288487","3181.7930830288487","3137.8083486691457","3137.8083486691457","3137.8083486691457","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145000","1103.0245395947788","1103.0245395947788","1103.0245395947788","2813.4686247656073","2813.4686247656073","2813.4686247656073","750.7284458339751","750.7284458339751","750.7284458339751","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150000","2179.2179720952404","2179.2179720952404","2179.2179720952404","2142.9314339479374","2142.9314339479374","2142.9314339479374","1260.9380028428352","1260.9380028428352","1260.9380028428352","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155000","1161.917836715323","1161.917836715323","1161.917836715323","3108.474050611945","3108.474050611945","3108.474050611945","924.8311141689913","924.8311141689913","924.8311141689913","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160000","882.8493553775234","882.8493553775234","882.8493553775234","3553.8906740703064","3553.8906740703064","3553.8906740703064","3367.497666731735","3367.497666731735","3367.497666731735","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165000","2421.7428788509333","2421.7428788509333","2421.7428788509333","2507.2612795274267","2507.2612795274267","2507.2612795274267","1407.0001174831038","1407.0001174831038","1407.0001174831038","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170000","3506.980426201312","3506.980426201312","3506.980426201312","3830.7159036793937","3830.7159036793937","3830.7159036793937","2200.2147517355215","2200.2147517355215","2200.2147517355215","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175000","2437.115561755749","2437.115561755749","2437.115561755749","2059.1836371001095","2059.1836371001095","2059.1836371001095","1986.6086505354376","1986.6086505354376","1986.6086505354376","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","2313.6378102402086","2313.6378102402086","2313.6378102402086","1970.789115271468","1970.789115271468","1970.789115271468","3769.1499469493892","3769.1499469493892","3769.1499469493892","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185000","1817.9278256300593","1817.9278256300593","1817.9278256300593","1866.0389403546196","1866.0389403546196","1866.0389403546196","2337.7993577923844","2337.7993577923844","2337.7993577923844","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190000","3202.296627027573","3202.296627027573","3202.296627027573","2038.8379250070836","2038.8379250070836","2038.8379250070836","2016.7063299379995","2016.7063299379995","2016.7063299379995","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195000","2315.0703948330515","2315.0703948330515","2315.0703948330515","1637.0441914929177","1637.0441914929177","1637.0441914929177","3696.006536285119","3696.006536285119","3696.006536285119","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200000","3706.2572741367935","3706.2572741367935","3706.2572741367935","2294.181316146461","2294.181316146461","2294.181316146461","1324.775482019489","1324.775482019489","1324.775482019489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205000","1667.9104539508248","1667.9104539508248","1667.9104539508248","2367.3944556657216","2367.3944556657216","2367.3944556657216","1173.7175797548207","1173.7175797548207","1173.7175797548207","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210000","3152.9989779491525","3152.9989779491525","3152.9989779491525","2142.8852257261105","2142.8852257261105","2142.8852257261105","1712.006943041907","1712.006943041907","1712.006943041907","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215000","2144.6695608154128","2144.6695608154128","2144.6695608154128","1751.8797696467293","1751.8797696467293","1751.8797696467293","2268.8286971403854","2268.8286971403854","2268.8286971403854","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220000","1451.3797879496792","1451.3797879496792","1451.3797879496792","2945.209203451067","2945.209203451067","2945.209203451067","3096.4734696760015","3096.4734696760015","3096.4734696760015","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225000","2310.946639953692","2310.946639953692","2310.946639953692","2878.9675800088453","2878.9675800088453","2878.9675800088453","3528.1658555323675","3528.1658555323675","3528.1658555323675","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230000","2363.901578170073","2363.901578170073","2363.901578170073","2432.3440474108356","2432.3440474108356","2432.3440474108356","3993.4037842957637","3993.4037842957637","3993.4037842957637","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"235000","3401.4741473376653","3401.4741473376653","3401.4741473376653","3558.7244988531775","3558.7244988531775","3558.7244988531775","1455.915714526016","1455.915714526016","1455.915714526016","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240000","2425.430470603885","2425.430470603885","2425.430470603885","2617.1658507983466","2617.1658507983466","2617.1658507983466","4112.128037685842","4112.128037685842","4112.128037685842","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245000","3182.5988737686775","3182.5988737686775","3182.5988737686775","2686.2919700465586","2686.2919700465586","2686.2919700465586","2449.276515681807","2449.276515681807","2449.276515681807","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250000","4071.998335630842","4071.998335630842","4071.998335630842","3558.441801833522","3558.441801833522","3558.441801833522","2337.111249379256","2337.111249379256","2337.111249379256","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255000","3324.2560601047744","3324.2560601047744","3324.2560601047744","3092.9184780033147","3092.9184780033147","3092.9184780033147","2063.393886387667","2063.393886387667","2063.393886387667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260000","2340.727147659082","2340.727147659082","2340.727147659082","3222.381984949009","3222.381984949009","3222.381984949009","4137.101992096696","4137.101992096696","4137.101992096696","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265000","3399.9479437811065","3399.9479437811065","3399.9479437811065","2809.480057950526","2809.480057950526","2809.480057950526","2849.6201028430605","2849.6201028430605","2849.6201028430605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270000","4072.8227209383867","4072.8227209383867","4072.8227209383867","3181.2553826794733","3181.2553826794733","3181.2553826794733","2553.038559266499","2553.038559266499","2553.038559266499","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275000","4053.5266088995822","4053.5266088995822","4053.5266088995822","2008.7150524554033","2008.7150524554033","2008.7150524554033","1679.5883942576081","1679.5883942576081","1679.5883942576081","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280000","2680.271559034607","2680.271559034607","2680.271559034607","4187.376809987729","4187.376809987729","4187.376809987729","3093.0613926635597","3093.0613926635597","3093.0613926635597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"285000","2448.4101703759866","2448.4101703759866","2448.4101703759866","4131.458080652714","4131.458080652714","4131.458080652714","2335.028293623839","2335.028293623839","2335.028293623839","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290000","4212.5828658754035","4212.5828658754035","4212.5828658754035","3081.14247900619","3081.14247900619","3081.14247900619","2617.666215724604","2617.666215724604","2617.666215724604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295000","4053.489391655168","4053.489391655168","4053.489391655168","2902.553980992078","2902.553980992078","2902.553980992078","3347.3545325601635","3347.3545325601635","3347.3545325601635","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300000","3570.5848415368555","3570.5848415368555","3570.5848415368555","2741.421404777852","2741.421404777852","2741.421404777852","2876.1203606413874","2876.1203606413874","2876.1203606413874","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305000","2244.7895481922524","2244.7895481922524","2244.7895481922524","3340.0987198748794","3340.0987198748794","3340.0987198748794","4010.7187894480353","4010.7187894480353","4010.7187894480353","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310000","2522.1783395841717","2522.1783395841717","2522.1783395841717","3176.7875025879775","3176.7875025879775","3176.7875025879775","2697.686646212993","2697.686646212993","2697.686646212993","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315000","3858.4264182645834","3858.4264182645834","3858.4264182645834","2435.2332811571678","2435.2332811571678","2435.2332811571678","3888.1027039088267","3888.1027039088267","3888.1027039088267","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320000","2676.236559557681","2676.236559557681","2676.236559557681","4367.359420841744","4367.359420841744","4367.359420841744","3852.3716330307807","3852.3716330307807","3852.3716330307807","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325000","4317.724802796627","4317.724802796627","4317.724802796627","4069.96702418308","4069.96702418308","4069.96702418308","3520.33562422676","3520.33562422676","3520.33562422676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330000","2651.0073793074894","2651.0073793074894","2651.0073793074894","4026.3848506014156","4026.3848506014156","4026.3848506014156","4268.250036997597","4268.250036997597","4268.250036997597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335000","4181.428892860573","4181.428892860573","4181.428892860573","4276.723264606473","4276.723264606473","4276.723264606473","4094.1606263685308","4094.1606263685308","4094.1606263685308","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340000","4281.445174619034","4281.445174619034","4281.445174619034","4122.963183293337","4122.963183293337","4122.963183293337","4115.996084613751","4115.996084613751","4115.996084613751","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345000","2759.5890942883816","2759.5890942883816","2759.5890942883816","2577.7631591045633","2577.7631591045633","2577.7631591045633","4191.3931907388705","4191.3931907388705","4191.3931907388705","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350000","4038.5266842979704","4038.5266842979704","4038.5266842979704","4345.745693976934","4345.745693976934","4345.745693976934","4075.0139735982902","4075.0139735982902","4075.0139735982902","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355000","3348.031906074566","3348.031906074566","3348.031906074566","4213.655918081268","4213.655918081268","4213.655918081268","4237.17418891924","4237.17418891924","4237.17418891924","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360000","4310.650857536982","4310.650857536982","4310.650857536982","4119.360689883368","4119.360689883368","4119.360689883368","4073.818945439183","4073.818945439183","4073.818945439183","","","","","","","","","","","","","","","","","","","","","","","","","","",""
