"Step","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-06_hopper-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MIN","2025-05-09_11-54-21_hopper-medium-v2_fql_mlp_ta4_td4_seed42 - avg episode reward - eval__MAX","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-00_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-00_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-00_hopper-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-28_21-53-42_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_21-53-42_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_21-53-42_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_21-53-30_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_21-53-30_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_21-53-30_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_21-52-13_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_21-52-13_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_21-52-13_hopper-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","15-03-59_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","15-03-59_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","15-03-59_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","23-55-21_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","23-55-21_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","23-55-21_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","23-39-24_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","23-39-24_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","23-39-24_hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"300","","","","","","","","","","2979.4624183714122","2979.4624183714122","2979.4624183714122","2919.2832941116226","2919.2832941116226","2919.2832941116226","3039.7905498775553","3039.7905498775553","3039.7905498775553","2887.210149885314","2887.210149885314","2887.210149885314","2880.9868194773007","2880.9868194773007","2880.9868194773007","2782.444297460672","2782.444297460672","2782.444297460672","2805.666001247019","2805.666001247019","2805.666001247019","2871.057581927972","2871.057581927972","2871.057581927972","2737.1597944850973","2737.1597944850973","2737.1597944850973"
"310","","","","","","","","","","3057.5490523694316","3057.5490523694316","3057.5490523694316","2914.803924711558","2914.803924711558","2914.803924711558","3069.0002044116395","3069.0002044116395","3069.0002044116395","2848.2558720820784","2848.2558720820784","2848.2558720820784","2928.3812763041833","2928.3812763041833","2928.3812763041833","2815.7208108884433","2815.7208108884433","2815.7208108884433","2843.3001019226854","2843.3001019226854","2843.3001019226854","2878.9561917452966","2878.9561917452966","2878.9561917452966","2812.0191461365866","2812.0191461365866","2812.0191461365866"
"320","","","","","","","","","","3050.959237494259","3050.959237494259","3050.959237494259","2944.8494020964417","2944.8494020964417","2944.8494020964417","3083.474666448246","3083.474666448246","3083.474666448246","2870.454761523939","2870.454761523939","2870.454761523939","2867.916633879986","2867.916633879986","2867.916633879986","2854.693123960113","2854.693123960113","2854.693123960113","2874.4483940752352","2874.4483940752352","2874.4483940752352","2910.2832929046426","2910.2832929046426","2910.2832929046426","2862.5692410882193","2862.5692410882193","2862.5692410882193"
"330","","","","","","","","","","3074.09804935841","3074.09804935841","3074.09804935841","2984.5487724505933","2984.5487724505933","2984.5487724505933","3107.5881650272354","3107.5881650272354","3107.5881650272354","2854.8955765360374","2854.8955765360374","2854.8955765360374","2906.169640654104","2906.169640654104","2906.169640654104","2900.339717940736","2900.339717940736","2900.339717940736","2887.3247929141303","2887.3247929141303","2887.3247929141303","2948.8076485310426","2948.8076485310426","2948.8076485310426","2873.7443751453416","2873.7443751453416","2873.7443751453416"
"340","","","","","","","","","","3084.5337358412157","3084.5337358412157","3084.5337358412157","2920.598747297892","2920.598747297892","2920.598747297892","3167.808373416253","3167.808373416253","3167.808373416253","2903.3554453279576","2903.3554453279576","2903.3554453279576","2873.136264853455","2873.136264853455","2873.136264853455","2896.6207366085027","2896.6207366085027","2896.6207366085027","2925.666299900629","2925.666299900629","2925.666299900629","2927.664311525791","2927.664311525791","2927.664311525791","2884.807305108209","2884.807305108209","2884.807305108209"
"350","","","","","","","","","","3088.1985060112147","3088.1985060112147","3088.1985060112147","2970.327413768614","2970.327413768614","2970.327413768614","3160.507813496995","3160.507813496995","3160.507813496995","2913.1221340221964","2913.1221340221964","2913.1221340221964","2855.2257629399433","2855.2257629399433","2855.2257629399433","2878.5285497898244","2878.5285497898244","2878.5285497898244","2912.5490845181243","2912.5490845181243","2912.5490845181243","2997.0742058970777","2997.0742058970777","2997.0742058970777","2914.736992028045","2914.736992028045","2914.736992028045"
"360","","","","","","","","","","3127.285412373416","3127.285412373416","3127.285412373416","3005.893406440267","3005.893406440267","3005.893406440267","3160.3259949123267","3160.3259949123267","3160.3259949123267","2907.9108930875436","2907.9108930875436","2907.9108930875436","2859.9885891013614","2859.9885891013614","2859.9885891013614","2921.743739082661","2921.743739082661","2921.743739082661","2924.37293292955","2924.37293292955","2924.37293292955","2993.1515395143697","2993.1515395143697","2993.1515395143697","2936.6116778335145","2936.6116778335145","2936.6116778335145"
"370","","","","","","","","","","3166.988831041769","3166.988831041769","3166.988831041769","2982.5105005124565","2982.5105005124565","2982.5105005124565","3147.3891739065175","3147.3891739065175","3147.3891739065175","2928.1034848917107","2928.1034848917107","2928.1034848917107","2896.9838106886627","2896.9838106886627","2896.9838106886627","2909.9939416338248","2909.9939416338248","2909.9939416338248","2936.590350542795","2936.590350542795","2936.590350542795","3015.4155881278757","3015.4155881278757","3015.4155881278757","2952.1826009273077","2952.1826009273077","2952.1826009273077"
"380","","","","","","","","","","3146.208408030853","3146.208408030853","3146.208408030853","3006.7502494228693","3006.7502494228693","3006.7502494228693","3174.4520196702883","3174.4520196702883","3174.4520196702883","2937.1246126906153","2937.1246126906153","2937.1246126906153","2910.621767305734","2910.621767305734","2910.621767305734","2953.477569206957","2953.477569206957","2953.477569206957","2950.7847639598585","2950.7847639598585","2950.7847639598585","3002.4549783129287","3002.4549783129287","3002.4549783129287","2981.613540503428","2981.613540503428","2981.613540503428"
"390","","","","","","","","","","3146.264516278887","3146.264516278887","3146.264516278887","2989.136430789039","2989.136430789039","2989.136430789039","3133.0169368545444","3133.0169368545444","3133.0169368545444","2880.9720499638534","2880.9720499638534","2880.9720499638534","2882.9661195554613","2882.9661195554613","2882.9661195554613","2973.2584807996477","2973.2584807996477","2973.2584807996477","2958.060033579093","2958.060033579093","2958.060033579093","3021.4268970606086","3021.4268970606086","3021.4268970606086","2996.760768109278","2996.760768109278","2996.760768109278"
"400","","","","","","","","","","3180.621010247381","3180.621010247381","3180.621010247381","3031.77718791248","3031.77718791248","3031.77718791248","3151.189845317221","3151.189845317221","3151.189845317221","2949.7682094240167","2949.7682094240167","2949.7682094240167","2914.9637489324546","2914.9637489324546","2914.9637489324546","2983.689956341611","2983.689956341611","2983.689956341611","2957.359623088632","2957.359623088632","2957.359623088632","3042.316119215095","3042.316119215095","3042.316119215095","3014.5068700064935","3014.5068700064935","3014.5068700064935"
"410","","","","","","","","","","3157.083699951604","3157.083699951604","3157.083699951604","3015.5374563070573","3015.5374563070573","3015.5374563070573","3179.756541949045","3179.756541949045","3179.756541949045","2942.1667826606936","2942.1667826606936","2942.1667826606936","2939.1030156541556","2939.1030156541556","2939.1030156541556","2981.573970422013","2981.573970422013","2981.573970422013","2967.6289177765543","2967.6289177765543","2967.6289177765543","3065.72194735119","3065.72194735119","3065.72194735119","3009.40034772019","3009.40034772019","3009.40034772019"
"420","","","","","","","","","","3141.9567398469094","3141.9567398469094","3141.9567398469094","3071.018994527637","3071.018994527637","3071.018994527637","3182.4226436537283","3182.4226436537283","3182.4226436537283","2920.9917006660926","2920.9917006660926","2920.9917006660926","2941.317336773792","2941.317336773792","2941.317336773792","2995.2438891987194","2995.2438891987194","2995.2438891987194","2952.2748431061177","2952.2748431061177","2952.2748431061177","3080.110111305012","3080.110111305012","3080.110111305012","3019.2426080664045","3019.2426080664045","3019.2426080664045"
"430","","","","","","","","","","3183.8945809503944","3183.8945809503944","3183.8945809503944","3050.848013270449","3050.848013270449","3050.848013270449","3195.0770135798402","3195.0770135798402","3195.0770135798402","2952.1462545055797","2952.1462545055797","2952.1462545055797","2952.128786984341","2952.128786984341","2952.128786984341","3000.461178444949","3000.461178444949","3000.461178444949","2954.17572081837","2954.17572081837","2954.17572081837","3094.5968596610246","3094.5968596610246","3094.5968596610246","3020.225966625064","3020.225966625064","3020.225966625064"
"440","","","","","","","","","","3175.840939555463","3175.840939555463","3175.840939555463","3058.822641285482","3058.822641285482","3058.822641285482","3202.0458374827217","3202.0458374827217","3202.0458374827217","2945.5930735366","2945.5930735366","2945.5930735366","2989.7206282217458","2989.7206282217458","2989.7206282217458","3018.3580814061293","3018.3580814061293","3018.3580814061293","2937.007295728522","2937.007295728522","2937.007295728522","3106.0528782434394","3106.0528782434394","3106.0528782434394","3029.9316916346634","3029.9316916346634","3029.9316916346634"
"450","","","","","","","","","","3132.227880334963","3132.227880334963","3132.227880334963","3082.801373929694","3082.801373929694","3082.801373929694","3213.249299048911","3213.249299048911","3213.249299048911","2947.4494031081144","2947.4494031081144","2947.4494031081144","2987.221320803639","2987.221320803639","2987.221320803639","3005.1271610076756","3005.1271610076756","3005.1271610076756","2951.9500240484676","2951.9500240484676","2951.9500240484676","3131.70635994647","3131.70635994647","3131.70635994647","3035.654725372395","3035.654725372395","3035.654725372395"
"460","","","","","","","","","","3137.093641054213","3137.093641054213","3137.093641054213","3074.280139095989","3074.280139095989","3074.280139095989","3178.032899716885","3178.032899716885","3178.032899716885","2953.518492721997","2953.518492721997","2953.518492721997","2988.3212964433196","2988.3212964433196","2988.3212964433196","2987.38034000133","2987.38034000133","2987.38034000133","2976.0979800049317","2976.0979800049317","2976.0979800049317","3137.9109470572416","3137.9109470572416","3137.9109470572416","3053.101641610129","3053.101641610129","3053.101641610129"
"470","","","","","","","","","","3128.5171525583232","3128.5171525583232","3128.5171525583232","3072.2562497122453","3072.2562497122453","3072.2562497122453","3141.426626560021","3141.426626560021","3141.426626560021","2964.7876279764087","2964.7876279764087","2964.7876279764087","3012.470789059937","3012.470789059937","3012.470789059937","3029.936722075329","3029.936722075329","3029.936722075329","2970.06561272592","2970.06561272592","2970.06561272592","3145.393159582744","3145.393159582744","3145.393159582744","3011.7471611420615","3011.7471611420615","3011.7471611420615"
"480","","","","","","","","","","3112.659166500803","3112.659166500803","3112.659166500803","3055.420522265164","3055.420522265164","3055.420522265164","3165.0315690153643","3165.0315690153643","3165.0315690153643","2939.615618761777","2939.615618761777","2939.615618761777","3007.5501355861","3007.5501355861","3007.5501355861","3079.1288119815167","3079.1288119815167","3079.1288119815167","2999.8933442241687","2999.8933442241687","2999.8933442241687","3150.331252908942","3150.331252908942","3150.331252908942","3071.8408683091848","3071.8408683091848","3071.8408683091848"
"490","","","","","","","","","","3139.589449770311","3139.589449770311","3139.589449770311","3064.6038146633764","3064.6038146633764","3064.6038146633764","3144.9910161020334","3144.9910161020334","3144.9910161020334","2942.591347807173","2942.591347807173","2942.591347807173","2994.908535274968","2994.908535274968","2994.908535274968","3065.127234932922","3065.127234932922","3065.127234932922","2994.7126664685543","2994.7126664685543","2994.7126664685543","3153.9089692515277","3153.9089692515277","3153.9089692515277","3102.672266001784","3102.672266001784","3102.672266001784"
"500","","","","","","","","","","3160.3439224116637","3160.3439224116637","3160.3439224116637","3067.8990008598803","3067.8990008598803","3067.8990008598803","3136.68831432332","3136.68831432332","3136.68831432332","2922.795099453146","2922.795099453146","2922.795099453146","3017.2590769445824","3017.2590769445824","3017.2590769445824","3061.774045006377","3061.774045006377","3061.774045006377","2974.03716592424","2974.03716592424","2974.03716592424","3163.5334008044165","3163.5334008044165","3163.5334008044165","3110.736623254414","3110.736623254414","3110.736623254414"
"510","","","","","","","","","","3161.5545198595946","3161.5545198595946","3161.5545198595946","3083.35969220826","3083.35969220826","3083.35969220826","3167.664193823176","3167.664193823176","3167.664193823176","2945.3387346469513","2945.3387346469513","2945.3387346469513","3051.123155442645","3051.123155442645","3051.123155442645","3087.579143735145","3087.579143735145","3087.579143735145","2984.9353631635904","2984.9353631635904","2984.9353631635904","3169.5171496416237","3169.5171496416237","3169.5171496416237","3114.6876804054446","3114.6876804054446","3114.6876804054446"
"520","","","","","","","","","","3173.462626351577","3173.462626351577","3173.462626351577","3122.3884310952744","3122.3884310952744","3122.3884310952744","3181.6145041408777","3181.6145041408777","3181.6145041408777","2965.5506477673007","2965.5506477673007","2965.5506477673007","3072.174460656719","3072.174460656719","3072.174460656719","3080.037092188988","3080.037092188988","3080.037092188988","2996.2118813099733","2996.2118813099733","2996.2118813099733","3151.911594997492","3151.911594997492","3151.911594997492","3111.363553589722","3111.363553589722","3111.363553589722"
"530","","","","","","","","","","3156.0472546398096","3156.0472546398096","3156.0472546398096","3117.1573354721","3117.1573354721","3117.1573354721","3198.015993489841","3198.015993489841","3198.015993489841","2970.340232988468","2970.340232988468","2970.340232988468","3056.3481907278315","3056.3481907278315","3056.3481907278315","3065.8331047249617","3065.8331047249617","3065.8331047249617","3020.9313449126885","3020.9313449126885","3020.9313449126885","3178.614385914815","3178.614385914815","3178.614385914815","3121.9684764277868","3121.9684764277868","3121.9684764277868"
"540","","","","","","","","","","3177.5643895702183","3177.5643895702183","3177.5643895702183","3099.251410808719","3099.251410808719","3099.251410808719","3195.5189677358467","3195.5189677358467","3195.5189677358467","2972.9362767518696","2972.9362767518696","2972.9362767518696","3047.931798003327","3047.931798003327","3047.931798003327","3047.596780686574","3047.596780686574","3047.596780686574","3026.2558799652406","3026.2558799652406","3026.2558799652406","3185.870137245176","3185.870137245176","3185.870137245176","3113.178097722396","3113.178097722396","3113.178097722396"
"550","","","","","","","","","","3227.9523628163943","3227.9523628163943","3227.9523628163943","3131.885574110187","3131.885574110187","3131.885574110187","3166.172045523078","3166.172045523078","3166.172045523078","3011.536763998375","3011.536763998375","3011.536763998375","3031.5703809696774","3031.5703809696774","3031.5703809696774","3016.581660937463","3016.581660937463","3016.581660937463","3040.7107946323076","3040.7107946323076","3040.7107946323076","3176.159933497399","3176.159933497399","3176.159933497399","3085.310691322248","3085.310691322248","3085.310691322248"
"560","","","","","","","","","","3205.320805862484","3205.320805862484","3205.320805862484","3108.167300267559","3108.167300267559","3108.167300267559","3156.6582724033024","3156.6582724033024","3156.6582724033024","3038.020662288662","3038.020662288662","3038.020662288662","3028.6485059493075","3028.6485059493075","3028.6485059493075","3044.7099182007896","3044.7099182007896","3044.7099182007896","3053.3015232663956","3053.3015232663956","3053.3015232663956","3164.0196335428964","3164.0196335428964","3164.0196335428964","3105.675062059615","3105.675062059615","3105.675062059615"
"570","","","","","","","","","","3221.5106884852657","3221.5106884852657","3221.5106884852657","3072.3268816793598","3072.3268816793598","3072.3268816793598","3146.7918480634835","3146.7918480634835","3146.7918480634835","3023.0589784794074","3023.0589784794074","3023.0589784794074","3038.719940279731","3038.719940279731","3038.719940279731","3119.453060434497","3119.453060434497","3119.453060434497","3070.2961947465337","3070.2961947465337","3070.2961947465337","3183.4575550546497","3183.4575550546497","3183.4575550546497","3140.675901794516","3140.675901794516","3140.675901794516"
"580","","","","","","","","","","3219.2941687302","3219.2941687302","3219.2941687302","3105.7981662964594","3105.7981662964594","3105.7981662964594","3133.88354309252","3133.88354309252","3133.88354309252","3044.8612436459066","3044.8612436459066","3044.8612436459066","3042.3339592143248","3042.3339592143248","3042.3339592143248","3082.769908229603","3082.769908229603","3082.769908229603","3094.3544993542428","3094.3544993542428","3094.3544993542428","3196.9610439604717","3196.9610439604717","3196.9610439604717","3135.4909729116907","3135.4909729116907","3135.4909729116907"
"590","","","","","","","","","","3243.4936482602775","3243.4936482602775","3243.4936482602775","3138.112120888244","3138.112120888244","3138.112120888244","3196.334927840086","3196.334927840086","3196.334927840086","3032.157484488227","3032.157484488227","3032.157484488227","3060.1853039308044","3060.1853039308044","3060.1853039308044","3127.5620966080637","3127.5620966080637","3127.5620966080637","3078.425288265617","3078.425288265617","3078.425288265617","3183.843927685336","3183.843927685336","3183.843927685336","3152.997896705251","3152.997896705251","3152.997896705251"
"600","","","","","","","","","","3248.8655978653865","3248.8655978653865","3248.8655978653865","3122.154103388118","3122.154103388118","3122.154103388118","3174.999948846674","3174.999948846674","3174.999948846674","3040.0246962252413","3040.0246962252413","3040.0246962252413","2994.9550391182265","2994.9550391182265","2994.9550391182265","3104.5579571002413","3104.5579571002413","3104.5579571002413","3092.4254069545314","3092.4254069545314","3092.4254069545314","3168.7383840753055","3168.7383840753055","3168.7383840753055","3152.993918425718","3152.993918425718","3152.993918425718"
"610","","","","","","","","","","3229.859372973829","3229.859372973829","3229.859372973829","3104.9135902400753","3104.9135902400753","3104.9135902400753","3200.73834669563","3200.73834669563","3200.73834669563","3051.3965821999923","3051.3965821999923","3051.3965821999923","2959.456696542576","2959.456696542576","2959.456696542576","3075.5949733463826","3075.5949733463826","3075.5949733463826","3093.9312825497764","3093.9312825497764","3093.9312825497764","3193.4902907187184","3193.4902907187184","3193.4902907187184","3164.505523920468","3164.505523920468","3164.505523920468"
"620","","","","","","","","","","3223.0608863230304","3223.0608863230304","3223.0608863230304","3117.06544358239","3117.06544358239","3117.06544358239","3187.5693390518936","3187.5693390518936","3187.5693390518936","3067.0701195789406","3067.0701195789406","3067.0701195789406","3004.0474536766887","3004.0474536766887","3004.0474536766887","3134.8946530266144","3134.8946530266144","3134.8946530266144","3104.075153168786","3104.075153168786","3104.075153168786","3165.2660937828405","3165.2660937828405","3165.2660937828405","3169.0899788701936","3169.0899788701936","3169.0899788701936"
"630","","","","","","","","","","3210.158100620727","3210.158100620727","3210.158100620727","3130.241322003214","3130.241322003214","3130.241322003214","3205.587494197424","3205.587494197424","3205.587494197424","3091.81620341267","3091.81620341267","3091.81620341267","3049.3602657756187","3049.3602657756187","3049.3602657756187","3189.471784926071","3189.471784926071","3189.471784926071","3092.512165460455","3092.512165460455","3092.512165460455","3196.564933001628","3196.564933001628","3196.564933001628","3167.0413208588056","3167.0413208588056","3167.0413208588056"
"640","","","","","","","","","","3235.4448687198105","3235.4448687198105","3235.4448687198105","3143.955306650703","3143.955306650703","3143.955306650703","3217.312011553001","3217.312011553001","3217.312011553001","3108.2907826448522","3108.2907826448522","3108.2907826448522","3089.210230064782","3089.210230064782","3089.210230064782","3180.3240913829554","3180.3240913829554","3180.3240913829554","3116.973238873402","3116.973238873402","3116.973238873402","3205.718020195677","3205.718020195677","3205.718020195677","3179.1568118948826","3179.1568118948826","3179.1568118948826"
"650","","","","","","","","","","3218.201249530137","3218.201249530137","3218.201249530137","3138.245818105896","3138.245818105896","3138.245818105896","3217.9091308252464","3217.9091308252464","3217.9091308252464","3085.7773747651654","3085.7773747651654","3085.7773747651654","3089.3972567912483","3089.3972567912483","3089.3972567912483","3155.8189838140984","3155.8189838140984","3155.8189838140984","3117.3441057690625","3117.3441057690625","3117.3441057690625","3189.350975614082","3189.350975614082","3189.350975614082","3182.5685536373553","3182.5685536373553","3182.5685536373553"
"660","","","","","","","","","","3213.045405794659","3213.045405794659","3213.045405794659","3115.4477408839493","3115.4477408839493","3115.4477408839493","3204.0373678249994","3204.0373678249994","3204.0373678249994","3108.219488625945","3108.219488625945","3108.219488625945","3090.031136487056","3090.031136487056","3090.031136487056","3153.644766242533","3153.644766242533","3153.644766242533","3132.356282582388","3132.356282582388","3132.356282582388","3202.2794323765047","3202.2794323765047","3202.2794323765047","3178.2136910068375","3178.2136910068375","3178.2136910068375"
"670","","","","","","","","","","3222.977817212407","3222.977817212407","3222.977817212407","3175.0409953164317","3175.0409953164317","3175.0409953164317","3206.938397466697","3206.938397466697","3206.938397466697","3115.076041531149","3115.076041531149","3115.076041531149","3103.9259779804834","3103.9259779804834","3103.9259779804834","3139.5476034024587","3139.5476034024587","3139.5476034024587","3133.1574773405764","3133.1574773405764","3133.1574773405764","3193.8053831345424","3193.8053831345424","3193.8053831345424","3185.732577743259","3185.732577743259","3185.732577743259"
"680","","","","","","","","","","3244.7531137133756","3244.7531137133756","3244.7531137133756","3174.348072520078","3174.348072520078","3174.348072520078","3212.79112085006","3212.79112085006","3212.79112085006","3101.7115567670435","3101.7115567670435","3101.7115567670435","3113.111850149121","3113.111850149121","3113.111850149121","3155.948231009376","3155.948231009376","3155.948231009376","3133.135547910466","3133.135547910466","3133.135547910466","3214.9945998221765","3214.9945998221765","3214.9945998221765","3143.414046176823","3143.414046176823","3143.414046176823"
"690","","","","","","","","","","3239.5526734544396","3239.5526734544396","3239.5526734544396","3179.7433943150822","3179.7433943150822","3179.7433943150822","3201.506511729761","3201.506511729761","3201.506511729761","3134.784696412081","3134.784696412081","3134.784696412081","3082.775574605519","3082.775574605519","3082.775574605519","3177.4331504116058","3177.4331504116058","3177.4331504116058","3116.2271528419615","3116.2271528419615","3116.2271528419615","3194.871386622062","3194.871386622062","3194.871386622062","3194.4155559052124","3194.4155559052124","3194.4155559052124"
"700","","","","","","","","","","3232.9170591066563","3232.9170591066563","3232.9170591066563","3138.8422601893826","3138.8422601893826","3138.8422601893826","3150.3788947443622","3150.3788947443622","3150.3788947443622","3113.965551420697","3113.965551420697","3113.965551420697","3069.72723965526","3069.72723965526","3069.72723965526","3147.622049803291","3147.622049803291","3147.622049803291","3134.8979421438135","3134.8979421438135","3134.8979421438135","3227.552341365288","3227.552341365288","3227.552341365288","3199.1338547600794","3199.1338547600794","3199.1338547600794"
"710","","","","","","","","","","3262.3409005708627","3262.3409005708627","3262.3409005708627","3182.0003575390792","3182.0003575390792","3182.0003575390792","3173.4362659710205","3173.4362659710205","3173.4362659710205","3119.220604085223","3119.220604085223","3119.220604085223","3065.9245673349005","3065.9245673349005","3065.9245673349005","3154.8001009217887","3154.8001009217887","3154.8001009217887","3152.302396165455","3152.302396165455","3152.302396165455","3234.0657243776286","3234.0657243776286","3234.0657243776286","3193.9149335096968","3193.9149335096968","3193.9149335096968"
"720","","","","","","","","","","3265.2477310203003","3265.2477310203003","3265.2477310203003","3179.557516858101","3179.557516858101","3179.557516858101","3185.0167780188794","3185.0167780188794","3185.0167780188794","3114.17077956106","3114.17077956106","3114.17077956106","3085.778109313487","3085.778109313487","3085.778109313487","3148.9537793407535","3148.9537793407535","3148.9537793407535","3153.944647287525","3153.944647287525","3153.944647287525","3210.3777638649567","3210.3777638649567","3210.3777638649567","3172.3292752565026","3172.3292752565026","3172.3292752565026"
"730","","","","","","","","","","3243.3080822731486","3243.3080822731486","3243.3080822731486","3184.883525547214","3184.883525547214","3184.883525547214","3158.6162901313273","3158.6162901313273","3158.6162901313273","3141.8389746405314","3141.8389746405314","3141.8389746405314","3080.2893953298226","3080.2893953298226","3080.2893953298226","3153.2954844429723","3153.2954844429723","3153.2954844429723","3146.9708211014818","3146.9708211014818","3146.9708211014818","3213.834982578815","3213.834982578815","3213.834982578815","3199.0883004197885","3199.0883004197885","3199.0883004197885"
"740","","","","","","","","","","3228.4989388113954","3228.4989388113954","3228.4989388113954","3187.9909821316883","3187.9909821316883","3187.9909821316883","3183.738952204273","3183.738952204273","3183.738952204273","3135.064444486852","3135.064444486852","3135.064444486852","3101.7324716991834","3101.7324716991834","3101.7324716991834","3182.4891893328604","3182.4891893328604","3182.4891893328604","3176.5650328019588","3176.5650328019588","3176.5650328019588","3232.605932914482","3232.605932914482","3232.605932914482","3219.0682481710055","3219.0682481710055","3219.0682481710055"
"750","","","","","","","","","","3261.5714147692825","3261.5714147692825","3261.5714147692825","3202.5882064575553","3202.5882064575553","3202.5882064575553","3220.568230034586","3220.568230034586","3220.568230034586","3169.1606379737786","3169.1606379737786","3169.1606379737786","3116.065188199181","3116.065188199181","3116.065188199181","3186.0740889858107","3186.0740889858107","3186.0740889858107","3179.812821696354","3179.812821696354","3179.812821696354","3236.872583103932","3236.872583103932","3236.872583103932","3206.9641674055847","3206.9641674055847","3206.9641674055847"
"760","","","","","","","","","","3284.1594020815696","3284.1594020815696","3284.1594020815696","3189.192064035379","3189.192064035379","3189.192064035379","3208.2413227620264","3208.2413227620264","3208.2413227620264","3155.516981871002","3155.516981871002","3155.516981871002","3082.2838121935697","3082.2838121935697","3082.2838121935697","3173.4800398385596","3173.4800398385596","3173.4800398385596","3157.1395810974036","3157.1395810974036","3157.1395810974036","3239.341520288158","3239.341520288158","3239.341520288158","3222.031451578884","3222.031451578884","3222.031451578884"
"770","","","","","","","","","","3304.1782117293988","3304.1782117293988","3304.1782117293988","3179.2235188504173","3179.2235188504173","3179.2235188504173","3192.1194876561103","3192.1194876561103","3192.1194876561103","3162.97620491318","3162.97620491318","3162.97620491318","3107.8817777619224","3107.8817777619224","3107.8817777619224","3203.919373175536","3203.919373175536","3203.919373175536","3161.398086173424","3161.398086173424","3161.398086173424","3223.46639696217","3223.46639696217","3223.46639696217","3212.6673166879277","3212.6673166879277","3212.6673166879277"
