"Step","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-43-34_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_13-34-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-34-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-34-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_13-34-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-34-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-34-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-33-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-33-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-33-28_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_11-41-25_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MAX"
"200","4240.778801107043","4240.778801107043","4240.778801107043","4091.351774622136","4091.351774622136","4091.351774622136","3995.0362987632425","3995.0362987632425","3995.0362987632425","4063.890939423188","4063.890939423188","4063.890939423188","4062.138372091181","4062.138372091181","4062.138372091181","4160.328833810524","4160.328833810524","4160.328833810524","3728.808049127535","3728.808049127535","3728.808049127535","3699.077770822047","3699.077770822047","3699.077770822047","3468.105160244915","3468.105160244915","3468.105160244915","","","","","","","","",""
"210","4196.090996071156","4196.090996071156","4196.090996071156","4088.06305105915","4088.06305105915","4088.06305105915","4006.198664765194","4006.198664765194","4006.198664765194","4015.7151752873497","4015.7151752873497","4015.7151752873497","4037.182524298582","4037.182524298582","4037.182524298582","4140.3105097739335","4140.3105097739335","4140.3105097739335","3868.2370959442223","3868.2370959442223","3868.2370959442223","3748.4711232653963","3748.4711232653963","3748.4711232653963","3454.154516109616","3454.154516109616","3454.154516109616","","","","","","","","",""
"220","4226.506804991908","4226.506804991908","4226.506804991908","4098.070864858351","4098.070864858351","4098.070864858351","3993.7568604353683","3993.7568604353683","3993.7568604353683","4057.6591507655517","4057.6591507655517","4057.6591507655517","4004.135397448591","4004.135397448591","4004.135397448591","4126.953152287897","4126.953152287897","4126.953152287897","3797.8253801064857","3797.8253801064857","3797.8253801064857","3613.7707906326496","3613.7707906326496","3613.7707906326496","3516.6556206441537","3516.6556206441537","3516.6556206441537","","","","","","","","",""
"230","4268.5868120259565","4268.5868120259565","4268.5868120259565","4077.7688410734945","4077.7688410734945","4077.7688410734945","3974.905515207795","3974.905515207795","3974.905515207795","4053.9566245443493","4053.9566245443493","4053.9566245443493","4006.140854456079","4006.140854456079","4006.140854456079","4113.820970896789","4113.820970896789","4113.820970896789","3876.4014931559186","3876.4014931559186","3876.4014931559186","3688.9795230732357","3688.9795230732357","3688.9795230732357","3549.42425784611","3549.42425784611","3549.42425784611","","","","","","","","",""
"240","4288.556860297068","4288.556860297068","4288.556860297068","4082.2667592438024","4082.2667592438024","4082.2667592438024","3979.0705142473935","3979.0705142473935","3979.0705142473935","4046.1530714477267","4046.1530714477267","4046.1530714477267","3977.6005089904274","3977.6005089904274","3977.6005089904274","4093.9700709240446","4093.9700709240446","4093.9700709240446","3879.060020785905","3879.060020785905","3879.060020785905","3716.1471553911915","3716.1471553911915","3716.1471553911915","3624.741443771669","3624.741443771669","3624.741443771669","","","","","","","","",""
"250","4302.407750683529","4302.407750683529","4302.407750683529","4114.272094895093","4114.272094895093","4114.272094895093","3996.377880156263","3996.377880156263","3996.377880156263","3991.431232691348","3991.431232691348","3991.431232691348","4049.5870487975176","4049.5870487975176","4049.5870487975176","4138.116613323565","4138.116613323565","4138.116613323565","3911.8807708736467","3911.8807708736467","3911.8807708736467","3717.2629462829873","3717.2629462829873","3717.2629462829873","3655.229288767395","3655.229288767395","3655.229288767395","","","","","","","","",""
"260","4233.856445857877","4233.856445857877","4233.856445857877","4117.699399541193","4117.699399541193","4117.699399541193","3974.4519022274153","3974.4519022274153","3974.4519022274153","4025.7113576381466","4025.7113576381466","4025.7113576381466","4009.608790996611","4009.608790996611","4009.608790996611","4105.840525291411","4105.840525291411","4105.840525291411","3927.7636901905644","3927.7636901905644","3927.7636901905644","3674.2762339875217","3674.2762339875217","3674.2762339875217","3628.9485499932152","3628.9485499932152","3628.9485499932152","","","","","","","","",""
"270","4297.186762249088","4297.186762249088","4297.186762249088","4154.13038578456","4154.13038578456","4154.13038578456","3880.9398238126414","3880.9398238126414","3880.9398238126414","4029.6660975514556","4029.6660975514556","4029.6660975514556","3986.0252677736557","3986.0252677736557","3986.0252677736557","4097.559498425507","4097.559498425507","4097.559498425507","3907.778026309357","3907.778026309357","3907.778026309357","3694.6633462662853","3694.6633462662853","3694.6633462662853","3636.902697191262","3636.902697191262","3636.902697191262","","","","","","","","",""
"280","4286.25987316052","4286.25987316052","4286.25987316052","4171.250475377605","4171.250475377605","4171.250475377605","3927.458995489971","3927.458995489971","3927.458995489971","3993.918714648299","3993.918714648299","3993.918714648299","3983.9264536280693","3983.9264536280693","3983.9264536280693","4122.5795798984855","4122.5795798984855","4122.5795798984855","3960.578916372029","3960.578916372029","3960.578916372029","3703.7558625581323","3703.7558625581323","3703.7558625581323","3586.5237599050624","3586.5237599050624","3586.5237599050624","","","","","","","","",""
"290","4254.625996869698","4254.625996869698","4254.625996869698","4177.4536239374775","4177.4536239374775","4177.4536239374775","3951.430355479379","3951.430355479379","3951.430355479379","4026.6115782169118","4026.6115782169118","4026.6115782169118","3974.456677261324","3974.456677261324","3974.456677261324","4140.501376853645","4140.501376853645","4140.501376853645","3901.16981903036","3901.16981903036","3901.16981903036","3693.804418618494","3693.804418618494","3693.804418618494","3608.9689891879084","3608.9689891879084","3608.9689891879084","","","","","","","","",""
"300","4230.276478971243","4230.276478971243","4230.276478971243","4211.583937258632","4211.583937258632","4211.583937258632","3978.537901862606","3978.537901862606","3978.537901862606","4071.902217014457","4071.902217014457","4071.902217014457","3993.8494204857925","3993.8494204857925","3993.8494204857925","4115.324112788017","4115.324112788017","4115.324112788017","3861.1703015231287","3861.1703015231287","3861.1703015231287","3728.324814764407","3728.324814764407","3728.324814764407","3602.5346403429153","3602.5346403429153","3602.5346403429153","","","","","","","","",""
"310","4243.070650925947","4243.070650925947","4243.070650925947","4169.219822206635","4169.219822206635","4169.219822206635","4063.581140353452","4063.581140353452","4063.581140353452","4055.702312595323","4055.702312595323","4055.702312595323","3953.6594131499887","3953.6594131499887","3953.6594131499887","4116.6452176245975","4116.6452176245975","4116.6452176245975","3952.0418570007705","3952.0418570007705","3952.0418570007705","3702.23676011909","3702.23676011909","3702.23676011909","3592.053398141862","3592.053398141862","3592.053398141862","","","","","","","","",""
"320","4237.65535007623","4237.65535007623","4237.65535007623","4164.023559154577","4164.023559154577","4164.023559154577","4008.2115232644746","4008.2115232644746","4008.2115232644746","4066.243600907031","4066.243600907031","4066.243600907031","3921.736781812134","3921.736781812134","3921.736781812134","4162.172179323117","4162.172179323117","4162.172179323117","3929.492496670237","3929.492496670237","3929.492496670237","3709.0786847251366","3709.0786847251366","3709.0786847251366","3585.650347399284","3585.650347399284","3585.650347399284","","","","","","","","",""
"330","4238.12991127266","4238.12991127266","4238.12991127266","4185.5060994405085","4185.5060994405085","4185.5060994405085","4100.873167243866","4100.873167243866","4100.873167243866","4048.7643173079514","4048.7643173079514","4048.7643173079514","3929.6469266680447","3929.6469266680447","3929.6469266680447","4194.378771315457","4194.378771315457","4194.378771315457","3917.818359041731","3917.818359041731","3917.818359041731","3732.2859202683803","3732.2859202683803","3732.2859202683803","3619.4277189231625","3619.4277189231625","3619.4277189231625","","","","","","","","",""
"340","4164.676315115408","4164.676315115408","4164.676315115408","4166.90605524088","4166.90605524088","4166.90605524088","4073.4672863138767","4073.4672863138767","4073.4672863138767","4034.392705076446","4034.392705076446","4034.392705076446","4013.2813899975613","4013.2813899975613","4013.2813899975613","4174.779302593066","4174.779302593066","4174.779302593066","3924.0965150862976","3924.0965150862976","3924.0965150862976","3640.7823802686444","3640.7823802686444","3640.7823802686444","3617.6785096663843","3617.6785096663843","3617.6785096663843","","","","","","","","",""
"350","4199.339665999149","4199.339665999149","4199.339665999149","4215.3670038437485","4215.3670038437485","4215.3670038437485","4048.7074165691856","4048.7074165691856","4048.7074165691856","4106.91400654993","4106.91400654993","4106.91400654993","3963.529391649835","3963.529391649835","3963.529391649835","4230.134531473441","4230.134531473441","4230.134531473441","3912.407403641515","3912.407403641515","3912.407403641515","3721.9563850640493","3721.9563850640493","3721.9563850640493","3609.842962334091","3609.842962334091","3609.842962334091","","","","","","","","",""
"360","4214.367488971584","4214.367488971584","4214.367488971584","4205.008260258435","4205.008260258435","4205.008260258435","4002.1833234130763","4002.1833234130763","4002.1833234130763","4139.338659012285","4139.338659012285","4139.338659012285","3948.677086737726","3948.677086737726","3948.677086737726","4207.814422274135","4207.814422274135","4207.814422274135","3785.484379558386","3785.484379558386","3785.484379558386","3734.509439955732","3734.509439955732","3734.509439955732","3644.3180494853195","3644.3180494853195","3644.3180494853195","","","","","","","","",""
"370","4226.069841927073","4226.069841927073","4226.069841927073","4220.260035443491","4220.260035443491","4220.260035443491","4001.8554332865997","4001.8554332865997","4001.8554332865997","4157.024713783443","4157.024713783443","4157.024713783443","3968.8460105249555","3968.8460105249555","3968.8460105249555","4279.1569353247205","4279.1569353247205","4279.1569353247205","3861.473509657272","3861.473509657272","3861.473509657272","3732.0954203118426","3732.0954203118426","3732.0954203118426","3650.8188645750824","3650.8188645750824","3650.8188645750824","","","","","","","","",""
"380","4230.845586819068","4230.845586819068","4230.845586819068","4163.829252946493","4163.829252946493","4163.829252946493","4037.8673350670056","4037.8673350670056","4037.8673350670056","4157.637504442569","4157.637504442569","4157.637504442569","3981.378223215486","3981.378223215486","3981.378223215486","4284.379986766731","4284.379986766731","4284.379986766731","3850.7697431112197","3850.7697431112197","3850.7697431112197","3705.00785623541","3705.00785623541","3705.00785623541","3711.718817448034","3711.718817448034","3711.718817448034","","","","","","","","",""
"390","4255.179469434814","4255.179469434814","4255.179469434814","4167.925821274822","4167.925821274822","4167.925821274822","3976.19280167574","3976.19280167574","3976.19280167574","4189.7157353569155","4189.7157353569155","4189.7157353569155","3972.973254100257","3972.973254100257","3972.973254100257","4273.885381361686","4273.885381361686","4273.885381361686","3788.3403853493583","3788.3403853493583","3788.3403853493583","3635.4487409072185","3635.4487409072185","3635.4487409072185","3621.355368762629","3621.355368762629","3621.355368762629","","","","","","","","",""
"400","4225.5413006723975","4225.5413006723975","4225.5413006723975","4163.987531363989","4163.987531363989","4163.987531363989","4042.2550777745723","4042.2550777745723","4042.2550777745723","4222.036851306692","4222.036851306692","4222.036851306692","4044.318272824996","4044.318272824996","4044.318272824996","4211.343354371451","4211.343354371451","4211.343354371451","3894.539298459217","3894.539298459217","3894.539298459217","3715.1618185435627","3715.1618185435627","3715.1618185435627","3786.322205030176","3786.322205030176","3786.322205030176","","","","","","","","",""
"410","4235.871154476436","4235.871154476436","4235.871154476436","4155.1075043130695","4155.1075043130695","4155.1075043130695","3991.042305895854","3991.042305895854","3991.042305895854","4291.878071773872","4291.878071773872","4291.878071773872","4085.1830455138106","4085.1830455138106","4085.1830455138106","4127.516121977807","4127.516121977807","4127.516121977807","3916.0948740676695","3916.0948740676695","3916.0948740676695","3705.049317093236","3705.049317093236","3705.049317093236","3773.460741505615","3773.460741505615","3773.460741505615","","","","","","","","",""
"420","4267.16334166152","4267.16334166152","4267.16334166152","4204.423629501829","4204.423629501829","4204.423629501829","4087.2600146199575","4087.2600146199575","4087.2600146199575","4370.833111783801","4370.833111783801","4370.833111783801","4124.8318009096165","4124.8318009096165","4124.8318009096165","4116.114879336979","4116.114879336979","4116.114879336979","3914.779846626091","3914.779846626091","3914.779846626091","3723.057105128429","3723.057105128429","3723.057105128429","3642.2146306368304","3642.2146306368304","3642.2146306368304","","","","","","","","",""
"430","4356.353687629799","4356.353687629799","4356.353687629799","4177.694015780018","4177.694015780018","4177.694015780018","4065.0301400447775","4065.0301400447775","4065.0301400447775","4268.351180415807","4268.351180415807","4268.351180415807","4101.199113673464","4101.199113673464","4101.199113673464","3996.695616816038","3996.695616816038","3996.695616816038","3835.259581601368","3835.259581601368","3835.259581601368","3796.7078812271548","3796.7078812271548","3796.7078812271548","3789.6277454363635","3789.6277454363635","3789.6277454363635","","","","","","","","",""
"440","4358.549782855526","4358.549782855526","4358.549782855526","4195.363213033026","4195.363213033026","4195.363213033026","4070.9724359924767","4070.9724359924767","4070.9724359924767","4200.241982786505","4200.241982786505","4200.241982786505","4092.146170610534","4092.146170610534","4092.146170610534","3919.5770565181097","3919.5770565181097","3919.5770565181097","3916.8879209027045","3916.8879209027045","3916.8879209027045","3787.109814441309","3787.109814441309","3787.109814441309","3776.8755734699453","3776.8755734699453","3776.8755734699453","","","","","","","","",""
"450","4340.493454000245","4340.493454000245","4340.493454000245","4175.1855958166525","4175.1855958166525","4175.1855958166525","4178.3395589513475","4178.3395589513475","4178.3395589513475","4133.068948132659","4133.068948132659","4133.068948132659","4235.078390240667","4235.078390240667","4235.078390240667","3970.3178360004504","3970.3178360004504","3970.3178360004504","3894.7687659092785","3894.7687659092785","3894.7687659092785","3776.804102981811","3776.804102981811","3776.804102981811","3780.2865483343544","3780.2865483343544","3780.2865483343544","","","","","","","","",""
"460","4277.163146599436","4277.163146599436","4277.163146599436","4262.269720944561","4262.269720944561","4262.269720944561","4193.777173085696","4193.777173085696","4193.777173085696","4087.813722058374","4087.813722058374","4087.813722058374","4264.646982554221","4264.646982554221","4264.646982554221","3972.392456641241","3972.392456641241","3972.392456641241","3834.8977199646006","3834.8977199646006","3834.8977199646006","3759.8025136330425","3759.8025136330425","3759.8025136330425","3815.3497873518763","3815.3497873518763","3815.3497873518763","","","","","","","","",""
"470","4277.727364252134","4277.727364252134","4277.727364252134","4248.40482551415","4248.40482551415","4248.40482551415","4062.7226306441344","4062.7226306441344","4062.7226306441344","4030.620838998301","4030.620838998301","4030.620838998301","4224.239322373859","4224.239322373859","4224.239322373859","3916.7149646923017","3916.7149646923017","3916.7149646923017","3915.443897364584","3915.443897364584","3915.443897364584","3789.4839299841697","3789.4839299841697","3789.4839299841697","3723.096614790514","3723.096614790514","3723.096614790514","","","","","","","","",""
"480","4297.2807134729255","4297.2807134729255","4297.2807134729255","4272.0169053977515","4272.0169053977515","4272.0169053977515","4108.104615066108","4108.104615066108","4108.104615066108","4087.3236110409575","4087.3236110409575","4087.3236110409575","4280.666523789161","4280.666523789161","4280.666523789161","3970.6155325200975","3970.6155325200975","3970.6155325200975","3869.665283489737","3869.665283489737","3869.665283489737","3813.5541415117586","3813.5541415117586","3813.5541415117586","3772.283202705671","3772.283202705671","3772.283202705671","","","","","","","","",""
"490","4282.233075369877","4282.233075369877","4282.233075369877","4213.879224126371","4213.879224126371","4213.879224126371","4120.348367678869","4120.348367678869","4120.348367678869","4071.659710427413","4071.659710427413","4071.659710427413","4270.343312936333","4270.343312936333","4270.343312936333","3979.322356522115","3979.322356522115","3979.322356522115","3920.622681801142","3920.622681801142","3920.622681801142","3838.3444306049737","3838.3444306049737","3838.3444306049737","3717.834701298275","3717.834701298275","3717.834701298275","","","","","","","","",""
"500","4253.1042169796665","4253.1042169796665","4253.1042169796665","4235.10130729102","4235.10130729102","4235.10130729102","3937.899289569233","3937.899289569233","3937.899289569233","4160.746304320198","4160.746304320198","4160.746304320198","4233.26298563617","4233.26298563617","4233.26298563617","3982.2253412219216","3982.2253412219216","3982.2253412219216","3932.859449814664","3932.859449814664","3932.859449814664","3878.1027096177872","3878.1027096177872","3878.1027096177872","3777.870688411712","3777.870688411712","3777.870688411712","","","","","","","","",""
"510","4257.816324369119","4257.816324369119","4257.816324369119","4229.590476674935","4229.590476674935","4229.590476674935","3978.5335144256837","3978.5335144256837","3978.5335144256837","4107.672088615339","4107.672088615339","4107.672088615339","4147.835685267595","4147.835685267595","4147.835685267595","3995.953509476602","3995.953509476602","3995.953509476602","3903.6642436901056","3903.6642436901056","3903.6642436901056","3794.57298957856","3794.57298957856","3794.57298957856","3789.4024992745835","3789.4024992745835","3789.4024992745835","","","","","","","","",""
"520","4261.868969451321","4261.868969451321","4261.868969451321","4279.393265156765","4279.393265156765","4279.393265156765","4015.7837396091454","4015.7837396091454","4015.7837396091454","4044.799160782461","4044.799160782461","4044.799160782461","4139.11006821709","4139.11006821709","4139.11006821709","4011.1554798722","4011.1554798722","4011.1554798722","3910.630489457684","3910.630489457684","3910.630489457684","3826.3168793963027","3826.3168793963027","3826.3168793963027","3810.86583872069","3810.86583872069","3810.86583872069","","","","","","","","",""
"530","4259.39823188069","4259.39823188069","4259.39823188069","4290.8459851114685","4290.8459851114685","4290.8459851114685","3919.5581609646315","3919.5581609646315","3919.5581609646315","4027.88460166349","4027.88460166349","4027.88460166349","4195.263719515747","4195.263719515747","4195.263719515747","4071.9573500175816","4071.9573500175816","4071.9573500175816","3846.123080446906","3846.123080446906","3846.123080446906","3822.311914439466","3822.311914439466","3822.311914439466","3814.4614737789116","3814.4614737789116","3814.4614737789116","","","","","","","","",""
"540","4331.58868205147","4331.58868205147","4331.58868205147","4352.272463641203","4352.272463641203","4352.272463641203","4023.6042691171942","4023.6042691171942","4023.6042691171942","4070.642719895259","4070.642719895259","4070.642719895259","4211.5705070538415","4211.5705070538415","4211.5705070538415","4045.9816470107435","4045.9816470107435","4045.9816470107435","3903.1151713347294","3903.1151713347294","3903.1151713347294","3855.271458651313","3855.271458651313","3855.271458651313","3820.590882110021","3820.590882110021","3820.590882110021","","","","","","","","",""
"550","4326.212206735936","4326.212206735936","4326.212206735936","4319.743048815775","4319.743048815775","4319.743048815775","3986.2621965770522","3986.2621965770522","3986.2621965770522","4037.341602513056","4037.341602513056","4037.341602513056","4081.720397417259","4081.720397417259","4081.720397417259","4040.729887073087","4040.729887073087","4040.729887073087","3861.5851433458797","3861.5851433458797","3861.5851433458797","3892.134967219109","3892.134967219109","3892.134967219109","3801.084599628596","3801.084599628596","3801.084599628596","","","","","","","","",""
"560","4339.173886816317","4339.173886816317","4339.173886816317","4301.697654405672","4301.697654405672","4301.697654405672","4074.6958160874724","4074.6958160874724","4074.6958160874724","4021.071743564428","4021.071743564428","4021.071743564428","4025.3043270828916","4025.3043270828916","4025.3043270828916","4025.4214218994175","4025.4214218994175","4025.4214218994175","3867.1878561496296","3867.1878561496296","3867.1878561496296","3885.150526037124","3885.150526037124","3885.150526037124","3799.8857052553517","3799.8857052553517","3799.8857052553517","","","","","","","","",""
"570","4260.595855599105","4260.595855599105","4260.595855599105","4288.996869015116","4288.996869015116","4288.996869015116","4100.783759297851","4100.783759297851","4100.783759297851","4063.219986254716","4063.219986254716","4063.219986254716","4032.345965853351","4032.345965853351","4032.345965853351","4025.0858632047048","4025.0858632047048","4025.0858632047048","3922.8326674858254","3922.8326674858254","3922.8326674858254","3856.18715690659","3856.18715690659","3856.18715690659","3791.4299115615077","3791.4299115615077","3791.4299115615077","","","","","","","","",""
"580","4290.959637195156","4290.959637195156","4290.959637195156","4289.676397623649","4289.676397623649","4289.676397623649","4140.760314075609","4140.760314075609","4140.760314075609","4087.662758415797","4087.662758415797","4087.662758415797","4048.757617062768","4048.757617062768","4048.757617062768","4012.802203728378","4012.802203728378","4012.802203728378","3914.038422463827","3914.038422463827","3914.038422463827","3863.485829989865","3863.485829989865","3863.485829989865","3834.3072402275384","3834.3072402275384","3834.3072402275384","","","","","","","","",""
"590","4317.778419580476","4317.778419580476","4317.778419580476","4327.357857517514","4327.357857517514","4327.357857517514","4040.756701406854","4040.756701406854","4040.756701406854","4080.553688878361","4080.553688878361","4080.553688878361","3936.321325827185","3936.321325827185","3936.321325827185","4025.0927984222435","4025.0927984222435","4025.0927984222435","3970.8428642374683","3970.8428642374683","3970.8428642374683","3785.8794432346267","3785.8794432346267","3785.8794432346267","3821.3147608965387","3821.3147608965387","3821.3147608965387","","","","","","","","",""
"600","4279.1717749679165","4279.1717749679165","4279.1717749679165","4364.075423853011","4364.075423853011","4364.075423853011","4120.401675657847","4120.401675657847","4120.401675657847","4045.716402644607","4045.716402644607","4045.716402644607","3999.8817596675917","3999.8817596675917","3999.8817596675917","4048.9194790198803","4048.9194790198803","4048.9194790198803","3938.1795201333907","3938.1795201333907","3938.1795201333907","3845.435668704939","3845.435668704939","3845.435668704939","3725.1104306341535","3725.1104306341535","3725.1104306341535","","","","","","","","",""
"610","4281.226178016356","4281.226178016356","4281.226178016356","4411.091916989938","4411.091916989938","4411.091916989938","4165.559905591443","4165.559905591443","4165.559905591443","4040.368812703297","4040.368812703297","4040.368812703297","3955.463330108459","3955.463330108459","3955.463330108459","4046.328401327331","4046.328401327331","4046.328401327331","3845.8235217797032","3845.8235217797032","3845.8235217797032","3902.287885788069","3902.287885788069","3902.287885788069","3725.5719085261517","3725.5719085261517","3725.5719085261517","","","","","","","","",""
"620","4128.460614405745","4128.460614405745","4128.460614405745","4335.377320071568","4335.377320071568","4335.377320071568","4150.766195497179","4150.766195497179","4150.766195497179","4016.767380582326","4016.767380582326","4016.767380582326","3979.3600911544236","3979.3600911544236","3979.3600911544236","3991.919405280851","3991.919405280851","3991.919405280851","3850.7176917224615","3850.7176917224615","3850.7176917224615","3941.465306408675","3941.465306408675","3941.465306408675","3736.9736483634433","3736.9736483634433","3736.9736483634433","","","","","","","","",""
"630","4018.107900971526","4018.107900971526","4018.107900971526","4329.373731095021","4329.373731095021","4329.373731095021","4165.9651178413","4165.9651178413","4165.9651178413","4058.2443410506794","4058.2443410506794","4058.2443410506794","3986.872352618947","3986.872352618947","3986.872352618947","3982.7030914336174","3982.7030914336174","3982.7030914336174","3883.4449212455365","3883.4449212455365","3883.4449212455365","3929.9503438584334","3929.9503438584334","3929.9503438584334","3771.3493416411484","3771.3493416411484","3771.3493416411484","","","","","","","","",""
"640","4025.3703894628684","4025.3703894628684","4025.3703894628684","4369.102667165842","4369.102667165842","4369.102667165842","4121.319209031305","4121.319209031305","4121.319209031305","4003.157086306198","4003.157086306198","4003.157086306198","3967.148261920306","3967.148261920306","3967.148261920306","3965.974647427384","3965.974647427384","3965.974647427384","3877.2985391969546","3877.2985391969546","3877.2985391969546","3911.5795798179083","3911.5795798179083","3911.5795798179083","3708.704236038434","3708.704236038434","3708.704236038434","","","","","","","","",""
"650","4003.0035689617666","4003.0035689617666","4003.0035689617666","4316.830119860298","4316.830119860298","4316.830119860298","4116.081670886653","4116.081670886653","4116.081670886653","3977.172196914043","3977.172196914043","3977.172196914043","4023.2853421577865","4023.2853421577865","4023.2853421577865","3982.1621734935516","3982.1621734935516","3982.1621734935516","3857.900418397112","3857.900418397112","3857.900418397112","3941.9614390933757","3941.9614390933757","3941.9614390933757","3795.4654474030845","3795.4654474030845","3795.4654474030845","","","","","","","","",""
"660","3994.2064270307883","3994.2064270307883","3994.2064270307883","4243.443260699109","4243.443260699109","4243.443260699109","4122.288984908795","4122.288984908795","4122.288984908795","4011.3710898344607","4011.3710898344607","4011.3710898344607","4031.1804497966295","4031.1804497966295","4031.1804497966295","3941.3940017011773","3941.3940017011773","3941.3940017011773","3804.951213899374","3804.951213899374","3804.951213899374","3878.6757180989907","3878.6757180989907","3878.6757180989907","3752.1370590050474","3752.1370590050474","3752.1370590050474","","","","","","","","",""
"670","4102.641857214103","4102.641857214103","4102.641857214103","4235.290273721396","4235.290273721396","4235.290273721396","4145.8657821321485","4145.8657821321485","4145.8657821321485","4069.239235886431","4069.239235886431","4069.239235886431","4009.631638516228","4009.631638516228","4009.631638516228","4005.4479067529146","4005.4479067529146","4005.4479067529146","3769.091214890559","3769.091214890559","3769.091214890559","3781.495523343797","3781.495523343797","3781.495523343797","3710.7432347878143","3710.7432347878143","3710.7432347878143","","","","","","","","",""
